epoch,mean_return,mean_return_stderr,success_rate,success_rate_stderr,clip_frac,entropy
0,-1.497960000000001,0.033091903493150714,0.348,0.02130239423163509,0.0,0.4188689887523651
5,-1.458420000000001,0.0335645081477444,0.364,0.02151762068631195,0.08085976037838766,0.3839086843311835
10,-0.9281000000000011,0.03902963463831042,0.63,0.021591665058535898,0.09726504618431443,0.3675302665251157
15,-0.07010000000000058,0.025902686733232913,0.9,0.013416407864998736,0.12244875160086281,0.35530332583729984
20,-0.07408000000000058,0.026187804550973724,0.898,0.013534843922262271,0.1372090874762196,0.3459009469432706
25,-0.07406000000000057,0.02618812388851099,0.898,0.013534843922262271,0.14983370107578042,0.34060232287679454
30,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.15646219790859098,0.33737959964345543
35,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.15887462769925156,0.33588031483836966
40,-0.800700000000001,0.03579821531864403,0.69,0.02068332661831747,0.16752456793240222,0.3366405942088156
45,-0.07406000000000057,0.02618812388851099,0.898,0.013534843922262271,0.17394577780051593,0.3369360654595828
50,-0.07406000000000057,0.02618812388851099,0.898,0.013534843922262271,0.1776431288481831,0.3358127701652898
55,-0.07406000000000057,0.02618812388851099,0.898,0.013534843922262271,0.1846756654397835,0.33570014709151386
60,-0.797780000000001,0.03572133456633445,0.692,0.020646355610615643,0.18667829728769847,0.33582262055170115
65,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.1889042160424266,0.3356910495609898
70,-0.797780000000001,0.03572133456633445,0.692,0.020646355610615643,0.19515259805168172,0.33580916328012994
75,-0.07406000000000057,0.02618812388851099,0.898,0.013534843922262271,0.19856442437367858,0.3351238316940852
80,-0.07044000000000059,0.02590383007973918,0.9,0.013416407864998736,0.20170155253477595,0.3358686626176803
85,-0.07406000000000057,0.02618812388851099,0.898,0.013534843922262271,0.2024876115172005,0.33694894933495867
90,-0.03778000000000057,0.02292455764458717,0.92,0.012132600710482479,0.20619775351816186,0.3386227244226443
95,-0.03778000000000057,0.02292455764458717,0.92,0.012132600710482479,0.2071668221352535,0.3397826902196725
100,-0.04070000000000057,0.02323597684626149,0.918,0.012269963325128561,0.2079158128343541,0.34275591438019365
105,-0.04070000000000057,0.02323597684626149,0.918,0.012269963325128561,0.21208169824845072,0.34724689010022025
110,-0.03778000000000057,0.02292455764458717,0.92,0.012132600710482479,0.21456821960985709,0.3474515911895334
115,-0.03778000000000057,0.02292455764458717,0.92,0.012132600710482479,0.2141910363613146,0.34774927200348965
120,-0.04070000000000057,0.02323597684626149,0.918,0.012269963325128561,0.2151511678089885,0.3485493835058743
125,-0.04070000000000057,0.02323597684626149,0.918,0.012269963325128561,0.2153603291764965,0.35049006875333294
130,-0.03778000000000057,0.02292455764458717,0.92,0.012132600710482479,0.2140153818996052,0.35107825485683325
135,-0.03778000000000057,0.02292455764458717,0.92,0.012132600710482479,0.2133340947908743,0.352341844193875
140,-0.03778000000000057,0.02292455764458717,0.92,0.012132600710482479,0.2147720051854727,0.3527053817314684
145,-0.04070000000000057,0.02323597684626149,0.918,0.012269963325128561,0.2153635531578606,0.35346026713742845
150,-0.057780000000000574,0.024958304093026837,0.906,0.013050976974924135,0.21593176101380845,0.35499296758326954
155,-0.05416000000000057,0.024655056049419154,0.908,0.012925633446759966,0.21724356877833045,0.35448705291075483
160,-0.05380000000000057,0.024653712093719277,0.908,0.012925633446759966,0.21681457690328043,0.35505422721948177
165,-0.06640000000000057,0.025545717449310366,0.902,0.013296315279053816,0.21739717270761655,0.3555614939012785
170,-0.05416000000000057,0.024655056049419154,0.908,0.012925633446759966,0.21957578142086015,0.3544105697097295
175,-0.054860000000000575,0.02467268045430006,0.908,0.012925633446759966,0.22073902365182718,0.3549577072811049
180,-0.057780000000000574,0.024958304093026837,0.906,0.013050976974924135,0.22120827778820512,0.35494899698582616
185,-0.057780000000000574,0.024958304093026837,0.906,0.013050976974924135,0.2208939471684902,0.3554347121291539
190,-0.054860000000000575,0.02467268045430006,0.908,0.012925633446759966,0.2204675494783839,0.35522292995443133
195,-0.054860000000000575,0.02467268045430006,0.908,0.012925633446759966,0.22204121944851693,0.3561406139823519
200,-0.054860000000000575,0.02467268045430006,0.908,0.012925633446759966,0.22374329382122685,0.36058496807504653
