epoch,mean_return,mean_return_stderr,success_rate,success_rate_stderr,clip_frac,entropy
0,-1.497960000000001,0.033091903493150714,0.348,0.02130239423163509,0.0,0.4188689887523651
5,-1.765700000000001,0.023838192465033922,0.182,0.01725549187939886,0.06585789586699896,0.39840581011596704
10,-1.765700000000001,0.023838192465033922,0.182,0.01725549187939886,0.07043806280261507,0.3906082240095513
15,-1.765700000000001,0.023838192465033922,0.182,0.01725549187939886,0.08035959351201674,0.3848932671649283
20,-1.458420000000001,0.0335645081477444,0.364,0.02151762068631195,0.0817019915968204,0.37836150655664585
25,-0.9281000000000011,0.03902963463831042,0.63,0.021591665058535898,0.09115942653484843,0.37282759989272934
30,-1.458420000000001,0.0335645081477444,0.364,0.02151762068631195,0.09166025319186177,0.368722230293472
35,-0.9281000000000011,0.03902963463831042,0.63,0.021591665058535898,0.0968265173285103,0.3647243601566246
40,-0.800700000000001,0.03579821531864403,0.69,0.02068332661831747,0.1023821408631172,0.36104711401638007
45,-0.07408000000000058,0.026187804550973724,0.898,0.013534843922262271,0.11582757994983398,0.3577447488038928
50,-0.07408000000000058,0.026187804550973724,0.898,0.013534843922262271,0.12916916937476675,0.35421051533370357
55,-0.07408000000000058,0.026187804550973724,0.898,0.013534843922262271,0.13301189196275476,0.35090903795262585
60,-0.07116000000000058,0.025919407956201474,0.9,0.013416407864998736,0.13634867450178206,0.3479039836568318
65,-0.07116000000000058,0.025919407956201474,0.9,0.013416407864998736,0.14322439817527427,0.34539639678093026
70,-0.07116000000000058,0.025919407956201474,0.9,0.013416407864998736,0.14555564362522236,0.343447734233988
75,-0.07408000000000058,0.026187804550973724,0.898,0.013534843922262271,0.14728615651073168,0.3418903392012355
80,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.1529053674366566,0.3407564666533412
85,-0.07406000000000057,0.02618812388851099,0.898,0.013534843922262271,0.15312575275963286,0.33937718281225404
90,-0.797780000000001,0.03572133456633445,0.692,0.020646355610615643,0.15326307934517755,0.3384066927730306
95,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.1571571981794797,0.33731550150052114
100,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.15829044989236338,0.3363996158709608
105,-0.07406000000000057,0.02618812388851099,0.898,0.013534843922262271,0.15905183417233695,0.33564987305920335
110,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.159731846680455,0.33503938027073493
115,-0.07406000000000057,0.02618812388851099,0.898,0.013534843922262271,0.1613234209897376,0.33437736616306196
120,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.16329957870728445,0.33394484742196584
125,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.16260419605651646,0.3340571471904987
130,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.16174439789204936,0.3344316443311125
135,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.16639999097985317,0.33541278439960026
140,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.1715847442683536,0.33482600080849984
145,-0.03778000000000057,0.02292455764458717,0.92,0.012132600710482479,0.17530928921329128,0.33461999734795106
150,-0.03778000000000057,0.02292455764458717,0.92,0.012132600710482479,0.17539300774441133,0.3346723310911353
155,-0.04070000000000057,0.02323597684626149,0.918,0.012269963325128561,0.1754440666037023,0.33472986469381866
160,-0.775420000000001,0.03509094537341507,0.708,0.0203340109176719,0.17705927343882213,0.33460278310740665
165,-0.03778000000000057,0.02292455764458717,0.92,0.012132600710482479,0.17753293618669494,0.33417753279452816
170,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.18219395006229325,0.3338682989141343
175,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.1870187646477123,0.3338996377862679
180,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.18585906879563655,0.33386860684303604
185,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.18836283470555007,0.33421047816535826
190,-0.775420000000001,0.03509094537341507,0.708,0.0203340109176719,0.1876358945327807,0.3340783904101745
195,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.18741355982600716,0.33471368245920585
200,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.18735379622129758,0.33493405858318237
205,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.18857297826427372,0.3355061251027411
210,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.18848575834407244,0.3357121029279316
215,-0.797780000000001,0.03572133456633445,0.692,0.020646355610615643,0.1882165259607776,0.33549627249882247
220,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.1867220609502917,0.3358277974563452
225,-0.797780000000001,0.03572133456633445,0.692,0.020646355610615643,0.18865060122746088,0.3358498337150887
230,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.18991035293675015,0.33599771891864516
235,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.19194388251907007,0.3359463281765008
240,-0.797780000000001,0.03572133456633445,0.692,0.020646355610615643,0.19722233368472203,0.335794303057531
245,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.20084204677666004,0.3359517996684509
250,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.2020266947389039,0.3361649403100314
255,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.2024068095624593,0.3357356187879113
260,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.20120522445669353,0.3362119348562846
265,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.2018031304243736,0.33625651607236606
270,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.20428994419213115,0.33631533810766817
275,-0.797780000000001,0.03572133456633445,0.692,0.020646355610615643,0.20318867736484608,0.3370992400099387
280,-0.797780000000001,0.03572133456633445,0.692,0.020646355610615643,0.2043787611135185,0.33724561668719216
285,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.20477771747458304,0.3374043078521969
290,-0.07114000000000058,0.02591972609423179,0.9,0.013416407864998736,0.2059106018062215,0.3379079448280038
295,-0.03778000000000057,0.02292455764458717,0.92,0.012132600710482479,0.2079470929486383,0.33798752464384496
300,-0.03778000000000057,0.02292455764458717,0.92,0.012132600710482479,0.2090659866982177,0.33831851446326405
