epoch,mean_return,mean_return_stderr,success_rate,success_rate_stderr,clip_frac,entropy
0,-1.497960000000001,0.033091903493150714,0.348,0.02130239423163509,0.0,0.4188689887523651
5,-0.9152200000000011,0.03837734101263402,0.656,0.02124448163641561,0.08215684279226808,0.3782858311861924
10,-0.1253600000000006,0.029264137451836852,0.874,0.01484075469779081,0.10443624393528636,0.3672566126700025
15,-0.797780000000001,0.03572133456633445,0.692,0.020646355610615643,0.12369313317664023,0.36485663034442206
20,-0.04070000000000057,0.02323597684626149,0.918,0.012269963325128561,0.1460363391485257,0.36428097647082486
25,-0.037080000000000564,0.022904544247812485,0.92,0.012132600710482479,0.15151659651481997,0.3639060838706944
30,-0.778340000000001,0.035172916978834734,0.706,0.020374690181693564,0.15474254159730472,0.36263447268907884
35,-0.04070000000000057,0.02323597684626149,0.918,0.012269963325128561,0.16103468727524517,0.36519454615776986
40,-0.781720000000001,0.03524491003251392,0.704,0.020414896521902825,0.16648076294341832,0.3655477820218633
45,-0.01178000000000059,0.02230109556053245,0.934,0.01110351295761841,0.1710861743970767,0.36765842954837585
50,-0.04932000000000058,0.023878154769579663,0.914,0.01253826144248077,0.17182014733918455,0.36996390241048227
55,-0.05340000000000057,0.02419342224655289,0.912,0.012669333052690657,0.17301505205822304,0.3706365228308485
60,-0.028060000000000588,0.0237325783007241,0.926,0.011706750189527404,0.1742003298229793,0.37118632312885386
65,-0.06310000000000059,0.025257244109363954,0.904,0.013174520864152895,0.17546134114338546,0.3730756376404696
70,-0.057780000000000574,0.024958304093026837,0.906,0.013050976974924135,0.17428592276300256,0.37220389729187514
75,-0.06640000000000057,0.025545717449310366,0.902,0.013296315279053816,0.1745558299264358,0.37240562526446724
80,-0.04602000000000058,0.023564497007150395,0.916,0.012405160216619531,0.17630133057166977,0.3745098232808702
85,-0.09976000000000058,0.028196834659230816,0.882,0.014427473791346842,0.17638084293021009,0.3749186729103059
90,-0.04478000000000057,0.02356282460147764,0.916,0.012405160216619531,0.17456668649456683,0.374036522084148
95,-0.01178000000000059,0.02230109556053245,0.934,0.01110351295761841,0.17648214340599852,0.3750199477811963
100,-0.04932000000000058,0.023878154769579663,0.914,0.01253826144248077,0.17554469228716824,0.37522173033858164
105,0.005299999999999418,0.0202778159573461,0.946,0.010107818755794947,0.17396266996336587,0.3777828855487234
110,-0.08268000000000059,0.02673804845533795,0.894,0.013766916866168691,0.17626459968450706,0.37736464578746676
115,-0.06640000000000057,0.025545717449310366,0.902,0.013296315279053816,0.18474754521764894,0.3894476564882821
120,-0.0952200000000006,0.027946697536560563,0.884,0.014320893826853127,0.1850688786216184,0.3898244971806947
125,-0.06640000000000057,0.025545717449310366,0.902,0.013296315279053816,0.19158363642014156,0.3943228181862773
130,-0.01178000000000059,0.02230109556053245,0.934,0.01110351295761841,0.19459492436633768,0.39244068330511733
135,-0.09976000000000058,0.028196834659230816,0.882,0.014427473791346842,0.1940069227728411,0.38962997784891384
140,-0.06640000000000057,0.025545717449310366,0.902,0.013296315279053816,0.1958805054170327,0.39189667898616337
145,-0.06640000000000057,0.025545717449310366,0.902,0.013296315279053816,0.19630850010223302,0.39286967447958127
150,-0.028060000000000588,0.0237325783007241,0.926,0.011706750189527404,0.19559369110125358,0.3961205004500446
155,-0.008480000000000586,0.021953646148191428,0.936,0.01094568408095172,0.19546147789851817,0.39353173271808484
160,0.008599999999999417,0.019889396169818736,0.948,0.009929350431926557,0.1965997830118591,0.39786026398373353
165,-0.06640000000000057,0.025545717449310366,0.902,0.013296315279053816,0.19510470319749484,0.40230974576946954
170,-0.787800000000001,0.03539598734320037,0.7,0.020493901531919198,0.19476964163273353,0.4016799319989352
175,-0.7539800000000011,0.03502496137328349,0.73,0.019854470529329156,0.19840630686073546,0.4149016468912875
180,-0.028060000000000588,0.0237325783007241,0.926,0.011706750189527404,0.2028361088364025,0.4166971429609804
185,-0.06640000000000057,0.025545717449310366,0.902,0.013296315279053816,0.20293542993721764,0.4203694673926735
190,0.010839999999999418,0.019560127525146666,0.95,0.00974679434480897,0.21921134414189386,0.42697211234957494
195,-0.04708000000000058,0.023615582719890695,0.916,0.012405160216619531,0.23814372098163222,0.43740005313570346
200,-0.04708000000000058,0.023615582719890695,0.916,0.012405160216619531,0.24031563430951447,0.4345064098388566
205,0.007519999999999418,0.01995544284650181,0.948,0.009929350431926557,0.2411336032026436,0.4339632459551413
210,-0.04708000000000058,0.023615582719890695,0.916,0.012405160216619531,0.240403176633335,0.43297025714852433
215,-0.7729600000000011,0.03561126895801384,0.716,0.020166506886419373,0.24066985981540415,0.43435426694832174
220,-0.04708000000000058,0.023615582719890695,0.916,0.012405160216619531,0.24149423168145137,0.4337225194871182
225,0.007539999999999417,0.019955698354104275,0.948,0.009929350431926557,0.23953886489130294,0.4366795439166508
230,-0.04708000000000058,0.023615582719890695,0.916,0.012405160216619531,0.2443120058135526,0.43902517330032437
235,-0.04708000000000058,0.023615582719890695,0.916,0.012405160216619531,0.24477286260949718,0.4395853966133378
240,-0.08268000000000059,0.02673804845533795,0.894,0.013766916866168691,0.2431378770293706,0.4392573623411595
245,-0.04932000000000058,0.023878154769579663,0.914,0.01253826144248077,0.24449948404815874,0.43975284735832854
250,-0.04932000000000058,0.023878154769579663,0.914,0.01253826144248077,0.24492391735583374,0.4408985008885406
255,-0.04932000000000058,0.023878154769579663,0.914,0.01253826144248077,0.24254732623464828,0.43841675859636103
260,-0.04932000000000058,0.023878154769579663,0.914,0.01253826144248077,0.24367862856982678,0.44081023696106375
265,-0.04932000000000058,0.023878154769579663,0.914,0.01253826144248077,0.24382871611139761,0.44073201669646594
270,-0.04932000000000058,0.023878154769579663,0.914,0.01253826144248077,0.24425158242124664,0.44130289756852104
275,0.005299999999999418,0.0202778159573461,0.946,0.010107818755794947,0.24626480842211748,0.4394234004122063
280,-0.04932000000000058,0.023878154769579663,0.914,0.01253826144248077,0.2452043886810468,0.4431532113793826
285,-0.04932000000000058,0.023878154769579663,0.914,0.01253826144248077,0.24542386678770148,0.44233679277967064
290,-0.04932000000000058,0.023878154769579663,0.914,0.01253826144248077,0.26673031553857557,0.4423731018652803
295,-0.04932000000000058,0.023878154769579663,0.914,0.01253826144248077,0.2671553936534891,0.44192255235361644
300,-0.04932000000000058,0.023878154769579663,0.914,0.01253826144248077,0.2671972679146371,0.44127042860840543
