epoch,mean_return,mean_return_stderr,success_rate,success_rate_stderr,clip_frac,entropy
0,-1.497960000000001,0.033091903493150714,0.348,0.02130239423163509,0.0,0.4188689887523651
5,-0.9299600000000011,0.03917575776931443,0.63,0.021591665058535898,0.15852996916529202,0.34212923765133757
10,-0.9359000000000011,0.039195331099507257,0.624,0.021662132858977667,0.1949731197972719,0.3273746600208571
15,-0.08822000000000059,0.02743645135945974,0.888,0.014103616557464968,0.20616516882122685,0.32752334757213797
20,-0.08752000000000058,0.02742230659882571,0.888,0.014103616557464968,0.2129738037021357,0.32993487605576816
25,-0.09114000000000058,0.027686549095183387,0.886,0.014212951839783317,0.21519333447039565,0.33406562429417963
30,-0.054860000000000575,0.02467268045430006,0.908,0.012925633446759966,0.22258453517055668,0.3393171128443003
35,-0.054860000000000575,0.02467268045430006,0.908,0.012925633446759966,0.228828493581867,0.34380986411748904
40,-0.784420000000001,0.03532546570393659,0.702,0.020454632727086548,0.235789105417976,0.3427799013264337
45,-0.057780000000000574,0.024958304093026837,0.906,0.013050976974924135,0.2350726844171764,0.34708576268674113
50,-0.01178000000000059,0.02230109556053245,0.934,0.01110351295761841,0.24749062586201084,0.3590371239433889
55,-0.057780000000000574,0.024958304093026837,0.906,0.013050976974924135,0.24888735177423363,0.35705367824822687
60,-0.054860000000000575,0.02467268045430006,0.908,0.012925633446759966,0.25008990407867304,0.35829065746200545
65,-0.05380000000000057,0.024653712093719277,0.908,0.012925633446759966,0.2508242294155762,0.3579487982628683
70,-0.00024000000000058285,0.021236173968019762,0.94,0.010620734437881408,0.2513480138091503,0.35961431969118623
75,0.0008199999999994194,0.02120867405567826,0.94,0.010620734437881408,0.25589177225665394,0.36764784008630064
80,-0.054860000000000575,0.02467268045430006,0.908,0.012925633446759966,0.26233057906807006,0.36770680301860037
85,-0.054860000000000575,0.02467268045430006,0.908,0.012925633446759966,0.2614927714475821,0.3689620760090509
90,-0.00024000000000058285,0.021236173968019762,0.94,0.010620734437881408,0.26324338546953335,0.3704524418051284
95,-0.05380000000000057,0.024653712093719277,0.908,0.012925633446759966,0.2856496240112105,0.387020249446688
100,-0.0031600000000005847,0.021582141432211963,0.938,0.010784804124322337,0.29467516550253575,0.38650221450106587
105,0.013919999999999422,0.01946922872637743,0.95,0.00974679434480897,0.29696777566524185,0.38718307032900956
110,-0.4090800000000009,0.028408996941110057,0.886,0.014212951839783317,0.29690231386502064,0.3861241701408575
115,-0.43136000000000085,0.029456237044130404,0.874,0.01484075469779081,0.2974098958836553,0.38592528116235164
120,-0.43136000000000085,0.029456237044130404,0.874,0.01484075469779081,0.2977659958045403,0.3860655202304157
125,-0.43136000000000085,0.029456237044130404,0.874,0.01484075469779081,0.3000282630665519,0.38448663298360464
130,-0.43136000000000085,0.029456237044130404,0.874,0.01484075469779081,0.298420763793093,0.3852949812338183
135,-0.43136000000000085,0.029456237044130404,0.874,0.01484075469779081,0.2999842519752334,0.38509040693230834
140,-0.4090800000000009,0.028408996941110057,0.886,0.014212951839783317,0.30115861319559867,0.3852062640697958
145,-0.43136000000000085,0.029456237044130404,0.874,0.01484075469779081,0.2991406711904318,0.3854632139059723
150,-0.43136000000000085,0.029456237044130404,0.874,0.01484075469779081,0.3009756485385575,0.3853516382632057
155,0.017539999999999424,0.019051705876377584,0.952,0.009559916317625384,0.30166077443253086,0.38540120143824097
160,0.017539999999999424,0.019051705876377584,0.952,0.009559916317625384,0.30183575410191776,0.3866088565070417
165,-0.4090800000000009,0.028408996941110057,0.886,0.014212951839783317,0.316141328761447,0.4036419123825438
170,-0.43136000000000085,0.029456237044130404,0.874,0.01484075469779081,0.3173173919307922,0.40185874731006527
175,-0.4090800000000009,0.028408996941110057,0.886,0.014212951839783317,0.31786514624941087,0.4020174622462601
180,-0.4090800000000009,0.028408996941110057,0.886,0.014212951839783317,0.31955545684985226,0.4017376040861632
