factor,raw_r,partial_r_controlling_coverage
coverage,-0.04221399275847527,
goal_distance,-0.17684174394976013,-0.17507402726936985
hazard_distance,-0.06736018178673082,-0.05706785435107391
local_connectivity,-0.05975538074402197,-0.059962910115996554
action_sample_gap,0.17967080331851407,0.18884058440391688
pi_beta_prob_gap,0.2845160536862154,0.29788961934311114
