state,covered,near_death,true_value_pi_beta,n_actions_visited,total_samples,min_samples_per_visited_action,mean_samples_per_visited_action,max_samples_per_visited_action
781,False,True,-0.9999992879464563,0,0,0,0.0,0
782,False,True,-0.9999984382551419,0,0,0,0.0,0
783,False,True,-0.9999996610636797,0,0,0,0.0,0
784,False,True,-0.9999995229565097,0,0,0,0.0,0
785,False,True,-0.9999991860428198,0,0,0,0.0,0
786,False,True,-0.9999964522216762,0,0,0,0.0,0
787,False,True,-0.9999964971364586,0,0,0,0.0,0
788,False,True,-0.9999989152539419,0,0,0,0.0,0
789,False,True,-0.9985710582830524,0,0,0,0.0,0
790,False,True,-0.9999990333210999,0,0,0,0.0,0
791,False,True,-0.9999990522785143,0,0,0,0.0,0
792,False,True,-0.998860502702794,0,0,0,0.0,0
793,False,True,-0.9988514240883637,0,0,0,0.0,0
794,False,True,-0.9979230082062944,0,0,0,0.0,0
795,False,True,-0.9974150112036728,0,0,0,0.0,0
796,False,True,-0.9948673135377053,0,0,0,0.0,0
797,False,True,-0.9954619453770045,0,0,0,0.0,0
798,False,True,-0.9977904301880388,0,0,0,0.0,0
799,False,True,-0.9978539750412511,0,0,0,0.0,0
800,False,True,-0.9979825748340799,0,0,0,0.0,0
801,False,True,-0.9974743444303056,0,0,0,0.0,0
802,False,True,-0.9977862024054507,0,0,0,0.0,0
803,False,True,-0.998452477973276,0,0,0,0.0,0
805,False,True,-0.9995332491819017,0,0,0,0.0,0
806,True,False,0.772213961035002,4,4046,3,1011.5,2740
807,True,False,-0.4030068685059929,3,5239,22,1746.3333333333333,5181
808,True,False,-0.4068821123230685,3,8938,5,2979.3333333333335,4572
809,True,False,0.874405884389387,3,251,1,83.66666666666667,249
810,False,True,-0.999999321491666,0,0,0,0.0,0
811,False,True,-1.000000030238259,0,0,0,0.0,0
813,False,True,-0.9999997982969855,0,0,0,0.0,0
814,False,True,-0.9999996953719981,0,0,0,0.0,0
815,False,True,-0.9999994798593879,0,0,0,0.0,0
816,False,True,-0.999997891265161,0,0,0,0.0,0
817,False,True,-0.999996505395612,0,0,0,0.0,0
818,False,True,-0.9999990180119656,0,0,0,0.0,0
819,False,True,-0.9999990946711428,0,0,0,0.0,0
820,False,True,-0.9999990757190472,0,0,0,0.0,0
821,False,True,-0.9999989253942032,0,0,0,0.0,0
822,False,True,-0.9999988902536939,0,0,0,0.0,0
823,False,True,-0.9980889650981013,0,0,0,0.0,0
824,False,True,-0.9979419480533311,0,0,0,0.0,0
825,False,True,-0.9978380996479514,0,0,0,0.0,0
826,False,True,-0.9971653576682585,0,0,0,0.0,0
827,False,True,-0.999805714285625,0,0,0,0.0,0
828,False,True,-0.9998016831368814,0,0,0,0.0,0
829,False,True,-0.9997650581257154,0,0,0,0.0,0
830,False,True,-0.9996330097354481,0,0,0,0.0,0
831,False,True,-0.9998467282817061,0,0,0,0.0,0
833,False,False,-0.8433992703429158,0,0,0,0.0,0
834,False,True,-0.9205509497030127,0,0,0,0.0,0
835,False,True,-0.9903598836696811,0,0,0,0.0,0
836,True,False,0.8199388299189645,3,3393,13,1131.0,3350
837,True,False,0.8414069113102127,3,4348,39,1449.3333333333333,3720
838,True,False,0.8688289741752693,3,7900,68,2633.3333333333335,6940
839,True,False,0.8960410412538379,4,6977,17,1744.25,4238
840,False,True,-0.9999993149704728,0,0,0,0.0,0
841,False,True,-1.000000070954869,0,0,0,0.0,0
842,False,True,-0.999999942497305,0,0,0,0.0,0
843,False,True,-0.9999998845287323,0,0,0,0.0,0
844,False,True,-0.9999980331957725,0,0,0,0.0,0
845,False,True,-0.999998055344302,0,0,0,0.0,0
846,False,True,-0.9999980178016493,0,0,0,0.0,0
847,False,True,-0.9999965763546084,0,0,0,0.0,0
848,False,True,-0.9999989532697522,0,0,0,0.0,0
849,False,True,-0.9999989146562961,0,0,0,0.0,0
850,False,True,-0.9999972209572477,0,0,0,0.0,0
851,False,True,-0.9999972466675529,0,0,0,0.0,0
852,False,True,-0.9999981586621454,0,0,0,0.0,0
853,False,True,-0.999998043721978,0,0,0,0.0,0
854,False,True,-0.9999976953582983,0,0,0,0.0,0
855,False,True,-0.9999954704789858,0,0,0,0.0,0
856,False,True,-0.9980136910041812,0,0,0,0.0,0
857,False,True,-0.9980866987051502,0,0,0,0.0,0
858,False,True,-0.999864516310928,0,0,0,0.0,0
859,False,True,-0.9998656509581836,0,0,0,0.0,0
860,False,True,-0.9998965312358536,0,0,0,0.0,0
861,False,True,-0.9999029838845358,0,0,0,0.0,0
862,False,True,-0.9999041539535671,0,0,0,0.0,0
863,False,False,-0.12346620065352967,0,0,0,0.0,0
864,False,False,-0.8198036401945005,0,0,0,0.0,0
866,False,False,-0.7120633866612072,0,0,0,0.0,0
867,False,False,0.14981032286581075,0,0,0,0.0,0
868,False,False,0.5329598203234182,0,0,0,0.0,0
869,True,False,0.9931496771071442,4,2733,2,683.25,2630
870,False,True,-0.9999992832500124,0,0,0,0.0,0
871,False,True,-0.9999993002524562,0,0,0,0.0,0
872,False,True,-0.9999999848206036,0,0,0,0.0,0
873,False,True,-0.9999990561238985,0,0,0,0.0,0
874,False,True,-0.9999981191065282,0,0,0,0.0,0
875,False,True,-0.9999981451205475,0,0,0,0.0,0
876,False,True,-0.9999979596701228,0,0,0,0.0,0
877,False,True,-0.9999967363660854,0,0,0,0.0,0
878,False,True,-0.9999967750215762,0,0,0,0.0,0
879,False,True,-0.9999969714058301,0,0,0,0.0,0
880,False,True,-0.9999970662706623,0,0,0,0.0,0
881,False,True,-0.9999969920640714,0,0,0,0.0,0
882,False,True,-0.9999968532066175,0,0,0,0.0,0
883,False,True,-0.9999952363163849,0,0,0,0.0,0
884,False,True,-0.9999844002577251,0,0,0,0.0,0
885,False,True,-0.9999181283174106,0,0,0,0.0,0
886,False,True,-0.9998921922961017,0,0,0,0.0,0
887,False,True,-0.999756365192217,0,0,0,0.0,0
888,False,True,-0.9997793197713419,0,0,0,0.0,0
889,False,True,-0.9998537807488113,0,0,0,0.0,0
890,False,True,-0.9998621948480682,0,0,0,0.0,0
891,False,True,-0.9998781022870272,0,0,0,0.0,0
892,False,True,-0.9999043748210429,0,0,0,0.0,0
893,False,False,-0.06464043899630681,0,0,0,0.0,0
894,False,False,-0.052620127536047605,0,0,0,0.0,0
895,False,False,-0.01803585239870103,0,0,0,0.0,0
896,False,False,0.0015060228411695542,0,0,0,0.0,0
897,False,False,0.03562401564264683,0,0,0,0.0,0
898,False,False,0.9856566107489839,0,0,0,0.0,0
