clip_eps,prefix,best,best_overall,mean,std,final,csv_path,best_checkpoint_epoch,status
0.3,h3_extended_clip_0_3,0.371,0.406,0.3451900826446281,0.01719329522885146,0.321,results\phase2\analysis\h3_extended\h3_extended_clip_0_3.csv,,ran
0.4,h3_extended_clip_0_4,0.41400000000000003,0.458,0.3393512396694215,0.03916709102401845,0.3385,results\phase2\analysis\h3_extended\h3_extended_clip_0_4.csv,,ran
