epoch,mean_return_overall,mean_return_overall_stderr,success_rate_overall,success_rate_overall_stderr,success_rate_covered,success_rate_covered_stderr,success_rate_held_out,success_rate_held_out_stderr,weighted_success_rate,clip_frac,entropy
0,-3.8275200000000025,0.11206835993803078,0.4,0.021908902300206645,0.462,0.022296008611408458,0.194,0.01768411716767337,0.3125,0.0,0.5712270736694336
5,-4.744640000000003,0.1017882829249026,0.168,0.016719808611344807,0.184,0.017328819925199752,0.124,0.014739335127474372,0.15,0.0916673853053144,0.44422715052742745
10,-3.852060000000002,0.11192525323982977,0.38,0.021707141681944216,0.504,0.022359964221796064,0.122,0.014636666287102402,0.28200000000000003,0.10528195529584317,0.426026870183346
15,-3.880880000000003,0.11203278471590371,0.372,0.021615549958305478,0.478,0.0223390241505756,0.12,0.014532721699667961,0.27249999999999996,0.1360487606588806,0.41059208193091074
20,-2.984920000000002,0.12466811776552987,0.484,0.022349228174592516,0.588,0.02201163328787757,0.276,0.01999119806314769,0.406,0.15688899805689377,0.4138944439212914
25,-3.117840000000003,0.12868498695962954,0.428,0.022127629787213995,0.598,0.021926969694875762,0.164,0.0165592270351004,0.3385,0.16245919159595054,0.4068937826851558
30,-3.1714400000000027,0.12928963397272042,0.414,0.0220274374360705,0.598,0.021926969694875762,0.07,0.011410521460476731,0.28800000000000003,0.17463260885234982,0.401324727991924
35,-3.285000000000003,0.1299882502382428,0.392,0.021832819332372078,0.604,0.02187162545399861,0.042,0.008970618707759236,0.27,0.18243382878787695,0.3951915683920455
40,-3.1449200000000026,0.12923508032728584,0.42,0.02207260745811423,0.596,0.021944657664224338,0.07,0.011410521460476731,0.28900000000000003,0.18224788104433956,0.39538443262267003
45,-2.832200000000002,0.126441195502099,0.486,0.022351912669836556,0.6,0.021908902300206645,0.238,0.01904499934365974,0.39049999999999996,0.1826511528020788,0.3939366652979292
50,-3.211220000000003,0.1301621597208652,0.402,0.021926969694875762,0.598,0.021926969694875762,0.05,0.009746794344808964,0.275,0.18518889672973077,0.393777338951387
55,-2.6004800000000023,0.12932845757682268,0.504,0.022359964221796064,0.6,0.021908902300206645,0.3,0.020493901531919195,0.42600000000000005,0.18752013471438134,0.39439387041968005
60,-3.034800000000003,0.1348526763546057,0.506,0.02235906974809104,0.6,0.021908902300206645,0.298,0.020454632727086544,0.4255,0.19015000555318262,0.40015025340464544
65,-2.824240000000002,0.13114244486359108,0.516,0.022349228174592516,0.6,0.021908902300206645,0.306,0.020608930103234373,0.43200000000000005,0.19042057298185885,0.4000121788250033
70,-2.8825400000000028,0.13189590553462996,0.5,0.022360679774997897,0.592,0.021978898971513564,0.258,0.019567115270269147,0.402,0.190273316232231,0.4009525016055208
75,-2.864720000000002,0.13209621434091148,0.5,0.022360679774997897,0.594,0.021961967125009547,0.266,0.019760769215797242,0.4065,0.18979089156814602,0.4043443861449093
80,-2.829140000000002,0.13047208943218477,0.51,0.022356207191739835,0.592,0.021978898971513564,0.308,0.020646355610615643,0.4295,0.1931484994847831,0.40153337048079096
85,-2.718740000000003,0.1321276126508007,0.532,0.022314838112789434,0.634,0.021542701780417423,0.324,0.020929596269398033,0.4535,0.19397452323769698,0.40207462292462876
90,-2.8072200000000023,0.1305240274554843,0.512,0.022354238971613417,0.594,0.021961967125009547,0.308,0.020646355610615643,0.4305,0.19770294867938026,0.4017491093780046
95,-2.876460000000003,0.1320628128460091,0.51,0.022356207191739835,0.596,0.021944657664224338,0.308,0.020646355610615643,0.4305,0.1995720892075466,0.40030263831109897
100,-2.876460000000003,0.1320628128460091,0.51,0.022356207191739835,0.596,0.021944657664224338,0.308,0.020646355610615643,0.4305,0.20015718936347413,0.39969254572906227
105,-2.8399000000000023,0.13112574262897436,0.524,0.02233490541730589,0.596,0.021944657664224338,0.332,0.02106067425321421,0.44600000000000006,0.20345323818719668,0.3981427054119599
110,-2.682180000000002,0.13110306973980443,0.546,0.02226584828835407,0.634,0.021542701780417423,0.348,0.02130239423163509,0.46900000000000003,0.20284053460861307,0.39761765865390686
115,-2.682180000000002,0.13110306973980443,0.546,0.02226584828835407,0.634,0.021542701780417423,0.348,0.02130239423163509,0.46900000000000003,0.20659336809505643,0.39668176849632214
120,-2.614120000000002,0.12916388524351544,0.55,0.022248595461286987,0.636,0.02151762068631195,0.374,0.021639038795658184,0.4835,0.20252195954284632,0.3970295695598732
125,-2.6731400000000023,0.13079856528570957,0.55,0.022248595461286987,0.634,0.021542701780417423,0.374,0.021639038795658184,0.48300000000000004,0.2052272874277269,0.39720076433288065
130,-2.651340000000002,0.13114041333166532,0.552,0.02223942445298439,0.634,0.021542701780417423,0.37,0.021591665058535898,0.4815,0.20287814764049403,0.39758259982042476
135,-2.651340000000002,0.13114041333166532,0.552,0.02223942445298439,0.634,0.021542701780417423,0.37,0.021591665058535898,0.4815,0.2042992811585603,0.39795992473315767
140,-2.660680000000002,0.13143396165070892,0.548,0.02225740326273485,0.634,0.021542701780417423,0.346,0.021273645667821018,0.46849999999999997,0.20464673009268525,0.3991012615053261
145,-2.672840000000002,0.1308118491146732,0.55,0.022248595461286987,0.634,0.021542701780417423,0.37,0.021591665058535898,0.48100000000000004,0.20474713417408483,0.39884467297910803
150,-2.660680000000002,0.13143396165070892,0.548,0.02225740326273485,0.634,0.021542701780417423,0.346,0.021273645667821018,0.46849999999999997,0.2034461929640046,0.3999565468813501
155,-2.682180000000002,0.13110306973980443,0.546,0.02226584828835407,0.634,0.021542701780417423,0.346,0.021273645667821018,0.468,0.20410478674949245,0.4003427549862541
160,-2.8423200000000026,0.13122225282016775,0.522,0.0223390241505756,0.594,0.021961967125009547,0.342,0.021214900423994452,0.45000000000000007,0.2018093908638774,0.40209905790793904
165,-2.510880000000002,0.12697227434050326,0.546,0.02226584828835407,0.634,0.021542701780417423,0.346,0.021273645667821018,0.468,0.20424126392179082,0.40253968066240564
170,-2.489380000000002,0.1272560333783826,0.548,0.02225740326273485,0.634,0.021542701780417423,0.346,0.021273645667821018,0.46849999999999997,0.204596990035712,0.40252051685270324
175,-2.510880000000002,0.12697227434050326,0.546,0.02226584828835407,0.634,0.021542701780417423,0.346,0.021273645667821018,0.468,0.2051701941584105,0.4033235516936102
180,-2.4914400000000017,0.12684243395961786,0.552,0.02223942445298439,0.632,0.021567382780485908,0.374,0.021639038795658184,0.48300000000000004,0.20646620756116607,0.4031810673630291
185,-2.472500000000002,0.12701557975303668,0.55,0.022248595461286987,0.634,0.021542701780417423,0.38,0.021707141681944216,0.48600000000000004,0.21128263903458405,0.4029381103159754
190,-2.510880000000002,0.12697227434050326,0.546,0.02226584828835407,0.634,0.021542701780417423,0.346,0.021273645667821018,0.468,0.20723640850001157,0.40378586110741876
195,-2.467300000000002,0.12694815406298754,0.554,0.022229889788300795,0.636,0.02151762068631195,0.376,0.021662132858977667,0.4855,0.20811967951681734,0.406975101576945
200,-2.5190800000000015,0.1270967124169623,0.548,0.02225740326273485,0.636,0.02151762068631195,0.362,0.021492138097453217,0.47700000000000004,0.2122413670974691,0.40590443928450975
205,-2.488360000000002,0.12729386874787027,0.55,0.022248595461286987,0.636,0.02151762068631195,0.35,0.02133072900770154,0.4715,0.21268109693731885,0.40452128727034375
210,-2.4959800000000016,0.1270327079109944,0.55,0.022248595461286987,0.636,0.02151762068631195,0.35,0.02133072900770154,0.4715,0.2136402099866427,0.4034057723299805
215,-2.6474000000000024,0.12807963803821443,0.522,0.0223390241505756,0.596,0.021944657664224338,0.31,0.02068332661831747,0.4345,0.21444590653195586,0.40303743349520693
220,-2.486760000000002,0.1267354938634005,0.552,0.02223942445298439,0.636,0.02151762068631195,0.358,0.021439962686534694,0.47600000000000003,0.21398107568130212,0.4028704502046452
225,-2.476500000000002,0.1271650765737198,0.552,0.02223942445298439,0.636,0.02151762068631195,0.35,0.02133072900770154,0.47200000000000003,0.21328494585644808,0.4023410219706304
230,-2.508820000000002,0.12707458917974127,0.548,0.02225740326273485,0.636,0.02151762068631195,0.35,0.02133072900770154,0.47100000000000003,0.2168241126903122,0.4016740841219473
235,-2.845560000000002,0.12703191320609172,0.504,0.022359964221796064,0.636,0.02151762068631195,0.256,0.01951737687293044,0.41300000000000003,0.2164007447168355,0.40113488752287524
240,-2.509180000000002,0.1270774844541708,0.548,0.02225740326273485,0.636,0.02151762068631195,0.346,0.021273645667821018,0.46900000000000003,0.2160228819685972,0.4013003547324499
245,-2.872300000000002,0.12700088905200635,0.5,0.022360679774997897,0.636,0.02151762068631195,0.256,0.01951737687293044,0.41200000000000003,0.2161615920526946,0.4012870033874793
250,-2.4707200000000022,0.12697572588176065,0.554,0.022229889788300795,0.636,0.02151762068631195,0.35,0.02133072900770154,0.4725,0.21676867485313672,0.40098283784959193
255,-2.8721000000000023,0.1265999509478579,0.502,0.02236050088884415,0.636,0.02151762068631195,0.256,0.01951737687293044,0.4125,0.21584998521760518,0.4006826258828287
260,-2.8729400000000025,0.1269385926848097,0.502,0.02236050088884415,0.636,0.02151762068631195,0.248,0.019313000802568203,0.4085,0.21684524836943442,0.40043239557995086
265,-2.5149600000000016,0.1272631902664711,0.546,0.02226584828835407,0.636,0.02151762068631195,0.346,0.021273645667821018,0.46849999999999997,0.21857275292134148,0.3999498867973313
270,-2.502040000000002,0.12697256899346418,0.548,0.02225740326273485,0.636,0.02151762068631195,0.37,0.021591665058535898,0.48100000000000004,0.2157730267244146,0.4008626126655014
275,-2.759300000000002,0.12607120297673066,0.526,0.022330427671677047,0.636,0.02151762068631195,0.32,0.020861447696648473,0.4505,0.21744143608706948,0.4002355002463437
280,-3.0067200000000023,0.12750676563696542,0.48,0.022342784070030305,0.636,0.02151762068631195,0.238,0.01904499934365974,0.398,0.21618084130303972,0.40079832785332686
285,-2.9950200000000025,0.12725459991371638,0.486,0.022351912669836556,0.634,0.021542701780417423,0.224,0.018645321128905237,0.392,0.2175193955450009,0.4015093929373554
290,-2.5071600000000025,0.12750910190570722,0.546,0.02226584828835407,0.636,0.02151762068631195,0.362,0.021492138097453217,0.4765,0.21781633445882095,0.40131177119839123
