clip_eps,mean_weighted
0.1,0.33627049180327867
0.15,0.33639344262295096
0.175,0.3382622950819672
0.2,0.2944918032786885
0.25,0.29536885245901634
0.275,0.34305737704918027
0.3,0.3415655737704918
0.35,0.34001639344262297
0.4,0.3644999999999999
0.45,0.351950819672131
0.5,0.34040163934426226
0.525,0.3319836065573771
0.55,0.28799180327868856
0.6,0.33380327868852455
0.625,0.33575409836065573
0.65,0.3391639344262295
0.7,0.3165573770491803
