state,row,col,best_action,best_q,n_near_optimal,on_shortest_path
0,0,0,3,-1.0319173092672163,4,True
1,0,1,3,-1.0104258247544808,3,True
2,0,2,3,-0.9881188020847633,1,True
3,0,3,1,-0.9655461449222084,1,True
4,0,4,3,-1.1179373107606032,4,False
5,0,5,3,-1.097385164196566,3,False
6,0,6,3,-1.0760531253204673,3,False
7,0,7,3,-1.0544670625591301,3,False
8,0,8,1,-1.032638414413537,1,False
9,0,9,2,-1.053889957441908,4,False
10,0,10,1,-0.9876169101573605,1,False
11,0,11,2,-1.0088179043791907,4,False
12,0,12,1,-0.9887366715420436,1,False
13,0,13,1,-1.0099674936980374,3,False
14,0,14,2,-1.0320322658838643,3,False
15,0,15,2,-1.0532903565545342,4,False
16,0,16,3,-0.8039722115650151,1,False
17,0,17,3,-0.7793156408046421,1,False
18,0,18,3,-0.7543993495479954,1,False
19,0,19,1,-0.7292039526458688,1,False
20,0,20,2,-0.7530949005269941,2,False
21,0,21,1,-0.7799219962068424,1,False
22,0,22,2,-0.8045507792540337,1,False
23,0,23,3,-0.7251842244214575,1,False
24,0,24,3,-0.6996610495673276,1,False
25,0,25,3,-0.6738515075722781,1,False
26,0,26,1,-0.6477523854443449,1,False
27,0,27,1,-0.6725170826704271,2,False
28,0,28,2,-0.6983233848578295,1,False
29,0,29,2,-0.7231862162393274,1,False
30,1,0,3,-1.1148115600180148,3,False
31,1,1,1,-1.0936749045147087,2,False
32,1,2,1,-1.1137172755155995,4,False
33,1,3,1,-0.9427198147905154,1,True
34,1,4,1,-0.8714840097271015,1,False
35,1,5,2,-0.8950986412853132,1,False
36,1,6,2,-0.9183748134938003,1,False
37,1,7,1,-0.9385325037786529,4,False
38,1,8,3,-1.0099904748734319,3,False
39,1,9,3,-0.9876474426348651,1,False
40,1,10,3,-0.9650686649896575,1,False
41,1,11,1,-0.941627543321577,1,False
42,1,12,2,-0.9656571119965623,1,False
43,1,13,2,-0.988213777788103,1,False
44,1,14,3,-0.9237427508952053,1,False
45,1,15,1,-0.9004474728515293,1,False
46,1,16,0,-0.8289813747754317,1,False
47,1,17,2,-0.8530528565809283,1,False
48,1,18,2,-0.8762442921026798,1,False
49,1,19,1,-0.7030801770445287,1,False
50,1,20,2,-0.7292195278971069,1,False
51,1,21,2,-0.7550130773770841,1,False
52,1,22,0,-0.8287655617995645,1,False
53,1,23,0,-0.7504242089420177,1,False
54,1,24,1,-0.5113219031479688,1,False
55,1,25,2,-0.5389347894978754,1,False
56,1,26,1,-0.6206911179864486,1,False
57,1,27,2,-0.6470727923116081,1,False
58,1,28,3,-0.4543358329730033,1,False
59,1,29,1,-0.4258132549271647,1,False
60,2,0,0,-1.135175466999159,4,False
61,2,1,1,-1.0717448664252949,2,False
62,2,2,2,-1.0936607321038836,2,False
63,2,3,1,-0.9196373648600122,1,True
64,2,4,3,-0.8476023585844936,1,True
65,2,5,1,-0.8227915598078989,1,True
66,2,6,2,-0.8463098794427194,1,False
67,2,7,3,-0.9165660586481988,1,False
68,2,8,3,-0.8932212495510242,1,False
69,2,9,1,-0.8695842618035617,1,False
70,2,10,3,-0.9403584106332376,1,False
71,2,11,1,-0.917867101985201,1,False
72,2,12,0,-0.9871582050821388,4,False
73,2,13,3,-0.9694292368830211,1,False
74,2,14,0,-0.946776220669635,1,False
75,2,15,3,-0.8768907342184173,1,False
76,2,16,0,-0.8530696892399131,1,False
77,2,17,1,-0.6241358091142304,1,False
78,2,18,2,-0.6504974777936059,1,False
79,2,19,2,-0.6765852705642784,1,False
80,2,20,1,-0.7537343042218764,1,False
81,2,21,2,-0.7774000660244788,2,False
82,2,22,1,-0.8474460763068875,2,False
83,2,23,0,-0.7753841246641567,1,False
84,2,24,1,-0.48339921692827936,1,False
85,2,25,0,-0.5662418024233608,1,False
86,2,26,2,-0.5932646351808072,1,False
87,2,27,1,-0.454406502814467,1,False
88,2,28,0,-0.48112004207226283,2,False
89,2,29,1,-0.39693222707309667,1,False
90,3,0,1,-1.0276027049254883,3,False
91,3,1,2,-1.0495032746550323,3,False
92,3,2,0,-1.1142531099345359,4,False
93,3,3,3,-0.8962959321681517,1,True
94,3,4,0,-0.8720646494820232,1,True
95,3,5,3,-0.7977102274763569,1,True
96,3,6,1,-0.7729833252645696,1,True
97,3,7,2,-0.7976600244103441,1,False
98,3,8,1,-0.8208635592323461,2,False
99,3,9,2,-0.8456812611715664,1,False
100,3,10,2,-0.8696014186221364,1,False
101,3,11,2,-0.8938801407047268,1,False
102,3,12,2,-0.9172483775683943,1,False
103,3,13,1,-0.9858087539350376,1,False
104,3,14,2,-1.0081522590914789,3,False
105,3,15,2,-1.0300749833789768,3,False
106,3,16,1,-1.0452864813504377,4,False
107,3,17,1,-0.5974788686734198,1,True
108,3,18,1,-0.6241358091320961,1,False
109,3,19,2,-0.6504974784625103,1,False
110,3,20,1,-0.7285654431108785,1,False
111,3,21,1,-0.7544158136459405,1,False
112,3,22,3,-0.8244450427247046,1,False
113,3,23,0,-0.8000663092778953,1,False
114,3,24,3,-0.45516324170070144,1,False
115,3,25,3,-0.42661046204481773,1,False
116,3,26,1,-0.3970064521041516,1,False
117,3,27,2,-0.42588660647978416,1,False
118,3,28,1,-0.3381320059681321,1,False
119,3,29,1,-0.3677261302468261,1,False
120,4,0,1,-1.005472197598647,3,False
121,4,1,3,-0.936374376453586,1,False
122,4,2,1,-0.9132039815947672,1,True
123,4,3,0,-0.9195305173087199,1,False
124,4,4,3,-0.893166271207243,2,False
125,4,5,1,-0.8701148534336937,1,False
126,4,6,1,-0.7473290463882885,1,True
127,4,7,2,-0.7723228950861135,1,False
128,4,8,2,-0.7970237393646618,1,False
129,4,9,1,-0.669920874640996,1,False
130,4,10,2,-0.6957039206261738,1,False
131,4,11,1,-0.7186479031388295,2,False
132,4,12,0,-0.9403573344692338,1,False
133,4,13,2,-0.9632098850100053,1,False
134,4,14,1,-0.6572074795836254,1,False
135,4,15,1,-1.002212219590927,3,False
136,4,16,2,-1.0243521099462622,3,False
137,4,17,1,-0.5705228538340248,1,True
138,4,18,2,-0.5974788686738849,1,False
139,4,19,0,-0.6765852955918797,1,False
140,4,20,2,-0.7030811134560725,1,False
141,4,21,2,-0.7298940098091495,1,False
142,4,22,2,-0.7550644196770484,1,False
143,4,23,1,-0.8762360669723104,1,False
144,4,24,1,-0.4265774325566288,1,False
145,4,25,2,-0.4536527015248207,2,False
146,4,26,3,-0.3670010810467812,1,False
147,4,27,1,-0.33743774812491156,2,False
148,4,28,1,-0.30906437840567647,1,False
149,4,29,1,-0.33819231687638446,1,False
150,5,0,3,-0.9830938103816218,1,False
151,5,1,0,-0.9598908554739083,1,False
152,5,2,1,-0.8897899193975554,1,True
153,5,3,1,-0.9386164371146891,4,False
154,5,4,0,-0.9159243995228132,1,False
155,5,5,1,-0.8462334730836046,1,False
156,5,6,3,-0.7213609866628431,1,True
157,5,7,3,-0.6957763843023993,1,True
158,5,8,3,-0.6699227615173629,1,True
159,5,9,3,-0.6437795460669057,1,True
160,5,10,1,-0.6166364971955559,1,True
161,5,11,3,-0.6943556209641929,1,False
162,5,12,3,-0.6685214110005779,1,False
163,5,13,1,-0.642363417458024,1,False
164,5,14,1,-0.6316241596773585,1,False
166,5,16,1,-0.5670492053252473,2,False
167,5,17,3,-0.5425358549847522,1,True
168,5,18,1,-0.5142813913291702,1,True
169,5,19,3,-0.37008947750578347,1,True
170,5,20,1,-0.3405821649567211,1,True
171,5,21,0,-0.7550644196770484,1,False
172,5,22,0,-0.7793249058709127,2,False
173,5,23,1,-0.8530445416320404,1,False
174,5,24,3,-0.39774386599217726,1,False
175,5,25,1,-0.36854791500932343,1,False
176,5,26,3,-0.33664988587531286,2,False
177,5,27,1,-0.3083303780915879,1,False
178,5,28,1,-0.27812687264682845,1,False
179,5,29,2,-0.3083271367375314,1,False
180,6,0,3,-1.0043131627592443,3,False
181,6,1,0,-0.9825111011926955,1,False
182,6,2,1,-0.8661135897819192,1,True
183,6,3,3,-0.9166219417674905,1,False
184,6,4,1,-0.8932769848006279,1,False
185,6,5,3,-0.822068876378345,1,False
186,6,6,3,-0.7969930351860425,1,False
187,6,7,1,-0.7715986170367498,1,False
188,6,8,3,-0.7452353540452158,1,False
189,6,9,1,-0.7199380518190859,1,False
190,6,10,1,-0.589876545803134,1,True
191,6,11,2,-0.6159108256216257,1,False
192,6,12,1,-0.5891618203579484,1,False
193,6,13,2,-0.615911027432801,1,False
194,6,14,3,-0.5956599253132941,1,False
195,6,15,3,-0.5684324991081314,1,False
196,6,16,3,-0.5411438790617251,1,False
197,6,17,1,-0.5128554691457509,2,False
198,6,18,1,-0.4863736828255567,1,True
199,6,19,0,-0.3992699317224191,1,True
200,6,20,1,-0.31074379822341824,1,True
201,6,21,1,-0.335892131511748,2,False
202,6,22,0,-0.8039809189633191,1,False
203,6,23,2,-0.8289729665996809,1,False
204,6,24,2,-0.8524245143545093,1,False
205,6,25,3,-0.33902334974944637,1,False
206,6,26,3,-0.30837061766114154,1,False
207,6,27,3,-0.2773852386484472,2,False
208,6,28,3,-0.24675161621515163,1,False
209,6,29,1,-0.21501019815371938,1,False
210,7,0,0,-1.0258706765578665,4,False
211,7,1,1,-0.8173310642718314,1,True
212,7,2,2,-0.8421716260798046,1,True
213,7,3,2,-0.8654806012234626,1,False
214,7,4,3,-0.8696406016862243,1,False
215,7,5,0,-0.8457382326277975,2,False
216,7,6,0,-0.8214068413502469,1,False
217,7,7,1,-0.7465781139749667,1,False
218,7,8,0,-0.7702195178444265,1,False
219,7,9,1,-0.6943560395756723,1,False
220,7,10,3,-0.5621311002509212,1,True
221,7,11,1,-0.5347596683372896,1,True
222,7,12,2,-0.5621124895673143,1,False
223,7,13,3,-0.4782542063511068,2,False
224,7,14,3,-0.45140271131092474,1,False
225,7,15,1,-0.42284628500556265,1,False
226,7,16,2,-0.45144909123819993,1,False
227,7,17,3,-0.4856469960444263,1,False
228,7,18,3,-0.4574548696465955,1,True
229,7,19,0,-0.4281467101510348,1,True
230,7,20,1,-0.27989096410569914,1,True
231,7,21,3,-0.30747972917923766,1,False
232,7,22,1,-0.27730947565378056,1,False
233,7,23,1,-0.2459393239057859,2,False
234,7,24,1,-0.21744446082012855,1,False
235,7,25,0,-0.3685077908475305,1,False
236,7,26,3,-0.2793774572446011,1,False
237,7,27,1,-0.24885238200170287,1,False
238,7,28,2,-0.2785704227038179,1,False
239,7,29,1,-0.18374020294161642,1,False
240,8,0,1,-0.768060225270225,1,True
241,8,1,2,-0.7928249291235543,1,True
242,8,2,1,-0.7529009316197339,1,False
243,8,3,2,-0.7778336126310463,1,False
244,8,4,2,-0.8024978050520013,1,False
245,8,5,2,-0.8271932499007465,1,False
246,8,6,0,-0.844478009365115,2,False
247,8,7,1,-0.7212944925597009,1,False
248,8,8,0,-0.7937121714836587,2,False
249,8,9,3,-0.6684869766138729,1,False
250,8,10,1,-0.6423276650745162,1,False
251,8,11,1,-0.5063601831263339,2,True
252,8,12,1,-0.4811351396096001,1,True
253,8,13,1,-0.45287233348475464,1,False
254,8,14,1,-0.42206133974538695,1,False
255,8,15,1,-0.393158894172628,1,False
256,8,16,0,-0.48003538295212017,1,False
257,8,17,1,-0.3366393067409797,2,False
258,8,18,3,-0.3099668023574592,1,False
259,8,19,3,-0.2798707319671589,1,False
260,8,20,1,-0.24935348334855295,1,True
261,8,21,1,-0.2175987926746968,1,False
262,8,22,1,-0.24676225313866484,2,False
263,8,23,1,-0.21663508268321194,2,False
264,8,24,1,-0.18628879251199998,1,False
265,8,25,0,-0.3962029360615028,2,False
266,8,26,0,-0.3095638098155131,1,False
267,8,27,1,-0.21641046936001143,1,False
268,8,28,1,-0.1201888145299393,1,False
269,8,29,2,-0.15214148019841864,1,False
270,9,0,1,-0.7430181022370076,1,True
271,9,1,1,-0.7509627153605823,2,False
272,9,2,1,-0.7276887290111252,1,False
