epoch,state,argmax_action,action_0,action_1,action_2,action_3
85,386,1,1.601286385266576e-06,0.853069543838501,0.0006832640501670539,0.146245539188385
85,322,1,3.016688197021722e-07,0.9885947704315186,0.001246496569365263,0.010158387012779713
85,465,1,0.0986720472574234,0.8451798558235168,0.05596856027841568,0.00017949641915038228
85,334,0,0.8952920436859131,1.2190846973680891e-05,0.10469429939985275,1.5040004655020311e-06
90,386,1,1.6521256611667923e-06,0.8191567063331604,0.0006995731382630765,0.18014200031757355
90,322,1,3.163940220929362e-07,0.987613320350647,0.0011805143440142274,0.011205852031707764
90,465,1,0.10240613669157028,0.840373158454895,0.05704660713672638,0.0001742035965435207
90,334,0,0.8923838138580322,1.1861186067108065e-05,0.10760271549224854,1.5512295021835598e-06
95,386,1,1.5469428262804286e-06,0.7796854972839355,0.0006914863479323685,0.219621479511261
95,322,1,3.029819595212757e-07,0.984918475151062,0.0012503127800300717,0.01383079495280981
95,465,1,0.10027369111776352,0.8450456857681274,0.05451903119683266,0.0001615714281797409
95,334,0,0.8789091110229492,1.2737823453790043e-05,0.12107662856578827,1.4738634490640834e-06
100,386,1,1.3556846170104109e-06,0.7896418571472168,0.0006745123537257314,0.20968225598335266
100,322,1,2.8625521508729435e-07,0.9836512207984924,0.001307240454480052,0.015041288919746876
100,465,1,0.11220838129520416,0.8305906057357788,0.05703345686197281,0.00016760989092290401
100,334,0,0.8910825848579407,1.1630914741544984e-05,0.10890422761440277,1.6164018461495289e-06
105,386,1,1.1978755765085225e-06,0.8053401112556458,0.0006588963442482054,0.19399988651275635
105,322,1,2.2747829575564538e-07,0.9859210848808289,0.0011354343732818961,0.012943223118782043
105,465,1,0.1243148073554039,0.8119966983795166,0.06357352435588837,0.0001150432726717554
105,334,0,0.8910586833953857,1.12733687274158e-05,0.10892846435308456,1.6035535281844204e-06
110,386,1,1.0860355814656941e-06,0.7710134387016296,0.0006240627262741327,0.22836129367351532
110,322,1,1.693954487791416e-07,0.9868823885917664,0.0010215234942734241,0.012096015736460686
110,465,1,0.10544854402542114,0.8433135151863098,0.05111341550946236,0.00012452718510758132
110,334,0,0.8913604021072388,1.1097913557023276e-05,0.10862679779529572,1.6652356862323359e-06
115,386,1,9.792105402084417e-07,0.7840920686721802,0.0006300467066466808,0.21527695655822754
115,322,1,1.5443687573224452e-07,0.9869657754898071,0.001018765033222735,0.012015359476208687
115,465,1,0.11386708915233612,0.8315114974975586,0.05452578142285347,9.568702807882801e-05
115,334,0,0.8843625783920288,1.1051964065700304e-05,0.11562450230121613,1.8071262957164436e-06
120,386,1,8.995887696983118e-07,0.7999690175056458,0.0006136572919785976,0.19941642880439758
120,322,1,1.413836656638523e-07,0.9864155650138855,0.0010237103560939431,0.012560597620904446
120,465,1,0.11990587413311005,0.8282409906387329,0.05177025869488716,8.288011304102838e-05
120,334,0,0.8892307281494141,1.0248591934214346e-05,0.1107572466135025,1.7386015542797395e-06
125,386,1,8.627280294604134e-07,0.8153996467590332,0.0005750019918195903,0.18402452766895294
125,322,1,1.4099636302944418e-07,0.9871952533721924,0.0010081540094688535,0.011796444654464722
125,465,1,0.12101880460977554,0.8263772130012512,0.05252154543995857,8.236688881879672e-05
125,334,0,0.8820711970329285,1.0275606655341107e-05,0.11791647225618362,2.104713985318085e-06
130,386,1,8.926285772759002e-07,0.7824702858924866,0.0006102738552726805,0.2169184535741806
130,322,1,1.3386909358814592e-07,0.9853523373603821,0.001076173852197826,0.013571342453360558
130,465,1,0.14367467164993286,0.8013241291046143,0.054932691156864166,6.853551894892007e-05
130,334,0,0.8878722190856934,9.607545507606119e-06,0.1121162548661232,1.903387328638928e-06
135,386,1,8.597357918915804e-07,0.8024380803108215,0.0006005313480272889,0.19696052372455597
135,322,1,1.1119674780957212e-07,0.9875215888023376,0.0009447804186493158,0.011533443816006184
135,465,1,0.13627958297729492,0.8091163039207458,0.05456018075346947,4.395046198624186e-05
135,334,0,0.8750401139259338,9.249507456843276e-06,0.12494854629039764,2.0554080037982203e-06
140,386,1,8.216986771003576e-07,0.7826958298683167,0.0006104864296503365,0.21669287979602814
140,322,1,1.071983106726293e-07,0.9876698851585388,0.0010421391343697906,0.01128794252872467
140,465,1,0.11871937662363052,0.8364889621734619,0.04473334178328514,5.829939618706703e-05
140,334,0,0.8853481411933899,9.050240805663634e-06,0.11464043706655502,2.3495961158914724e-06
145,386,1,8.689765991221066e-07,0.7753016352653503,0.0006103711202740669,0.22408714890480042
145,322,1,1.0760300739320883e-07,0.9879894256591797,0.001005462370812893,0.011005044914782047
145,465,1,0.12642528116703033,0.828602135181427,0.04493071511387825,4.184866702416912e-05
145,334,0,0.8763600587844849,8.272963896160945e-06,0.12362948060035706,2.2073895706853364e-06
150,386,1,8.560075457353378e-07,0.7672560214996338,0.0005929253529757261,0.23215019702911377
150,322,1,1.0513793569089103e-07,0.9874645471572876,0.0009938562288880348,0.011541514657437801
150,465,1,0.11697781085968018,0.8399628400802612,0.043015219271183014,4.418612297740765e-05
150,334,0,0.8675273060798645,8.098393664113246e-06,0.13246232271194458,2.3934080672916025e-06
155,386,1,8.87211456301884e-07,0.752885639667511,0.0005830787704326212,0.24653032422065735
155,322,1,1.1973409641541366e-07,0.9870023727416992,0.0012009680503979325,0.011796614155173302
155,465,1,0.12362746149301529,0.8336478471755981,0.04268532991409302,3.9371072489302605e-05
155,334,0,0.8707479238510132,7.704468771407846e-06,0.12924158573150635,2.8189447220938746e-06
160,386,1,9.039795827447961e-07,0.7430781126022339,0.0006028042989782989,0.25631818175315857
160,322,1,1.1686395140486638e-07,0.9872193336486816,0.0013106579426676035,0.011469940654933453
160,465,1,0.12773549556732178,0.8303675651550293,0.041862890124320984,3.407986878301017e-05
160,334,0,0.8778690099716187,7.657517926418222e-06,0.12212076038122177,2.619775386847323e-06
165,386,1,8.711056125321193e-07,0.7565180659294128,0.0006449069478549063,0.2428361475467682
165,322,1,1.1543146172243723e-07,0.9878553748130798,0.0013275176752358675,0.010816934518516064
165,465,1,0.13466113805770874,0.8234142065048218,0.041894517838954926,3.0169212550390512e-05
165,334,0,0.8699964284896851,7.627359536854783e-06,0.12999317049980164,2.7338535346643766e-06
170,386,1,8.872809758031508e-07,0.7274913787841797,0.0006176821189001203,0.2718900740146637
170,322,1,1.0641703340752429e-07,0.9879391193389893,0.0012758304364979267,0.01078497152775526
170,465,1,0.12521718442440033,0.837344229221344,0.037406377494335175,3.224397005396895e-05
170,334,0,0.8818724751472473,7.166314389905892e-06,0.11811763048171997,2.778884436338558e-06
175,386,1,9.698056828710833e-07,0.7125800848007202,0.0006153028225526214,0.2868037223815918
175,322,1,1.1322980952854778e-07,0.988568902015686,0.001409384305588901,0.010021662339568138
175,465,1,0.12731033563613892,0.8343096971511841,0.03835173696279526,2.825240335369017e-05
175,334,0,0.8713282346725464,7.576494681416079e-06,0.12866096198558807,3.2631628528179135e-06
180,386,1,9.670675353845581e-07,0.7117373943328857,0.0006360437837429345,0.28762564063072205
180,322,1,1.0744246736749119e-07,0.9880896210670471,0.00133897562045604,0.010571305640041828
180,465,1,0.15736010670661926,0.7950334548950195,0.047580014914274216,2.6428737328387797e-05
180,334,0,0.8769543170928955,7.201665084721753e-06,0.12303519248962402,3.353194870214793e-06
185,386,1,1.0314653309251298e-06,0.6557188034057617,0.0005409048171713948,0.34373921155929565
185,322,1,1.0817991835665453e-07,0.9867021441459656,0.001183798536658287,0.012114024721086025
185,465,1,0.12405713647603989,0.8390612602233887,0.03685548156499863,2.6068468287121505e-05
185,334,0,0.8674838542938232,8.093170436040964e-06,0.132504403591156,3.5855493933922844e-06
190,386,1,1.1580955288081896e-06,0.6389034390449524,0.0005466354778036475,0.36054882407188416
190,322,1,9.871269668337845e-08,0.9889622330665588,0.0012050984660163522,0.00983259454369545
190,465,1,0.13123618066310883,0.8298140168190002,0.03892238438129425,2.7486265025800094e-05
190,334,0,0.8768203854560852,7.707740223850124e-06,0.12316823750734329,3.6863057175651193e-06
195,386,1,1.2015320862701628e-06,0.5972349643707275,0.0005098818219266832,0.40225398540496826
195,322,1,1.0007154571667343e-07,0.9882701635360718,0.001148316776379943,0.010581469163298607
195,465,1,0.12729299068450928,0.8354067206382751,0.037273526191711426,2.6754982172860764e-05
195,334,0,0.8759031891822815,7.490706138923997e-06,0.12408551573753357,3.7899847029621014e-06
200,386,1,1.235317427017435e-06,0.5748887658119202,0.0004977000644430518,0.4246123433113098
200,322,1,9.479566642767168e-08,0.9889445900917053,0.001133883954025805,0.009921426884829998
200,465,1,0.12377258390188217,0.8410908579826355,0.03510941192507744,2.719709118537139e-05
200,334,0,0.8716157674789429,7.655035915377084e-06,0.12837238609790802,4.126991825614823e-06
205,386,1,1.3987831835038378e-06,0.5259258151054382,0.000467067991849035,0.4736057221889496
205,322,1,1.0440587772109211e-07,0.9883910417556763,0.0012119533494114876,0.010396861471235752
205,465,1,0.11584783345460892,0.8495794534683228,0.03454609587788582,2.676771691767499e-05
205,334,0,0.8787363767623901,7.697756700508762e-06,0.1212519109249115,4.120367066207109e-06
210,386,3,1.6282263004541164e-06,0.4729892611503601,0.0004516390326898545,0.5265575051307678
210,322,1,1.1159087165424353e-07,0.9887400269508362,0.0012504691258072853,0.010009370744228363
210,465,1,0.1332734227180481,0.8273053169250488,0.039390332996845245,3.0937437259126455e-05
210,334,0,0.868403434753418,8.354105375474319e-06,0.1315830498933792,5.11870803165948e-06
215,386,3,1.585065092513105e-06,0.4338492155075073,0.00037327001336961985,0.5657759308815002
215,322,1,1.0493223356888848e-07,0.9881978631019592,0.0012652279110625386,0.010536846704781055
215,465,1,0.11715485900640488,0.8444885611534119,0.03832418844103813,3.244659092160873e-05
215,334,0,0.8800711035728455,9.051538654603064e-06,0.1199144497513771,5.490501735039288e-06
220,386,3,1.6986095943138935e-06,0.4524421691894531,0.0004058425547555089,0.5471502542495728
220,322,1,9.899765274212768e-08,0.9898799657821655,0.001284629455767572,0.00883537158370018
220,465,1,0.13566282391548157,0.8245970010757446,0.03971603885293007,2.4225470042438246e-05
220,334,0,0.8770024180412292,8.058873390837107e-06,0.12298433482646942,5.24137931279256e-06
225,386,3,1.7816571471485076e-06,0.4773765802383423,0.0004283930466044694,0.5221933126449585
225,322,1,9.100880049572879e-08,0.9905776977539062,0.001367685617879033,0.00805450975894928
225,465,1,0.12524977326393127,0.8350133299827576,0.03971056267619133,2.6358380637248047e-05
225,334,0,0.8891339302062988,8.110365342872683e-06,0.11085233092308044,5.520654667634517e-06
230,386,3,2.2503295440401416e-06,0.3859311640262604,0.00036775568150915205,0.6136988401412964
230,322,1,1.0719915621848486e-07,0.9905056357383728,0.001492219278588891,0.008002027869224548
230,465,1,0.13712558150291443,0.815803050994873,0.0470404252409935,3.09177630697377e-05
230,334,0,0.8822551369667053,9.17874785955064e-06,0.11772940307855606,6.26459950581193e-06
235,386,3,2.4087880774459336e-06,0.35847997665405273,0.00037219180376268923,0.6411455273628235
235,322,1,1.1510815056681167e-07,0.989851713180542,0.0014829449355602264,0.008665314875543118
235,465,1,0.13270603120326996,0.8225314021110535,0.04473573714494705,2.6776742743095383e-05
235,334,0,0.8805124759674072,9.23046718526166e-06,0.11947204172611237,6.240847596927779e-06
240,386,3,2.6789405183080817e-06,0.35370251536369324,0.0003762526612263173,0.6459185481071472
240,322,1,1.1138890698703108e-07,0.9900916814804077,0.001611173851415515,0.008297065272927284
240,465,1,0.13033492863178253,0.8231934309005737,0.04644223675131798,2.9484957849490456e-05
240,334,0,0.8873156905174255,1.0592501894279849e-05,0.11266680061817169,6.9469706431846134e-06
245,386,3,2.9496018214558717e-06,0.36710232496261597,0.0003524055937305093,0.6325423121452332
245,322,1,1.066669170768364e-07,0.9911092519760132,0.001476575736887753,0.007413959130644798
245,465,1,0.13158904016017914,0.8172550201416016,0.051124610006809235,3.1240881071425974e-05
245,334,0,0.8772848844528198,1.092377078748541e-05,0.12269628047943115,7.949994142109063e-06
250,386,3,3.1459680940315593e-06,0.4163835942745209,0.00038474160828627646,0.5832285284996033
250,322,1,1.0551669049618795e-07,0.9915001392364502,0.0014963609864935279,0.007003337610512972
250,465,1,0.13840727508068085,0.8029143810272217,0.058642204850912094,3.605476376833394e-05
250,334,0,0.8827857375144958,1.1825189176306594e-05,0.11719366163015366,8.845625416142866e-06
255,386,3,3.371292223164346e-06,0.40580591559410095,0.0004062465450260788,0.593784511089325
255,322,1,1.0998582666843504e-07,0.9918911457061768,0.0015376457013189793,0.0065710474736988544
255,465,1,0.1403011530637741,0.8031122088432312,0.056559424847364426,2.7309377401252277e-05
255,334,0,0.8912724256515503,1.2006568795186467e-05,0.10870664566755295,8.901378350856248e-06
260,386,3,4.2764481804624666e-06,0.3891944885253906,0.0003396456886548549,0.6104615926742554
260,322,1,1.176455128870657e-07,0.991863489151001,0.0015719486400485039,0.0065644350834190845
260,465,1,0.13910937309265137,0.7999351024627686,0.060913801193237305,4.172716216999106e-05
260,334,0,0.8937107920646667,1.3053080692770891e-05,0.10626638680696487,9.70657401921926e-06
265,386,3,3.8627272260782775e-06,0.3604370951652527,0.00035210198257118464,0.6392069458961487
265,322,1,1.1501678898184764e-07,0.9909090399742126,0.0015271808952093124,0.007563681807368994
265,465,1,0.11772019416093826,0.8260229229927063,0.05622507259249687,3.178557744831778e-05
265,334,0,0.899192214012146,1.3863939784641843e-05,0.10078420490026474,9.722339200379793e-06
270,386,3,4.444882961252006e-06,0.3940398097038269,0.0003336660156492144,0.6056221127510071
270,322,1,1.1567832558512237e-07,0.9918732047080994,0.001597938360646367,0.006528750061988831
270,465,1,0.13273262977600098,0.8011956214904785,0.06602831929922104,4.337068457971327e-05
270,334,0,0.8921331167221069,1.5033511772344355e-05,0.1078406348824501,1.1247001566516701e-05
275,386,3,4.490907485887874e-06,0.4104914665222168,0.00034644088009372354,0.5891576409339905
275,322,1,1.1375740172070437e-07,0.9922227263450623,0.0017186616314575076,0.006058534141629934
275,465,1,0.12678463757038116,0.810468852519989,0.062706857919693,3.9600326999789104e-05
275,334,0,0.8970988392829895,1.693637386779301e-05,0.10287206619977951,1.2243825949553866e-05
280,386,3,4.889453066425631e-06,0.3902990520000458,0.0003105816140305251,0.6093853712081909
280,322,1,1.1288575052503802e-07,0.9922969937324524,0.001664156443439424,0.0060387831181287766
280,465,1,0.113609679043293,0.8203385472297668,0.06600493937730789,4.698836346506141e-05
280,334,0,0.8979323506355286,1.7288522940361872e-05,0.10203727334737778,1.3087139450362884e-05
285,386,3,5.2254567890486214e-06,0.3885776996612549,0.0003218225610908121,0.6110953092575073
285,322,1,1.1612320349740912e-07,0.9926291704177856,0.0016415448626503348,0.00572910625487566
285,465,1,0.11580557376146317,0.8257883787155151,0.05837366729974747,3.241877493564971e-05
285,334,0,0.8901340365409851,2.214256710431073e-05,0.10983006656169891,1.3679003131983336e-05
290,386,3,6.038241281203227e-06,0.4289381504058838,0.00037504651118069887,0.5706807374954224
290,322,1,1.1567311730686924e-07,0.9926480054855347,0.0016813544789329171,0.0056705172173678875
290,465,1,0.16056661307811737,0.757951021194458,0.0814453586935997,3.694782208185643e-05
290,334,0,0.899686336517334,2.0488776499405503e-05,0.10027947276830673,1.3684047189599369e-05
295,386,3,5.235367552813841e-06,0.4171697795391083,0.00033009619801305234,0.5824947953224182
295,322,1,9.860138305839428e-08,0.9931974411010742,0.0015301232924684882,0.005272271577268839
295,465,1,0.12281134724617004,0.811944305896759,0.06520723551511765,3.716784340213053e-05
295,334,0,0.9108253717422485,2.3109483663574792e-05,0.08913673460483551,1.481553499615984e-05
300,386,3,5.674101430486189e-06,0.4353286623954773,0.00040647792047820985,0.5642591118812561
300,322,1,1.0399750038914135e-07,0.9930324554443359,0.001568156061694026,0.005399198736995459
300,465,1,0.12760257720947266,0.8125092387199402,0.059852391481399536,3.584737714845687e-05
300,334,0,0.9039108157157898,2.5130490030278452e-05,0.09604812413454056,1.5986330254236236e-05
