state,covered,critic_pred,true_value,abs_error,signed_error
279,True,-0.8604896068572998,-0.9992844047077231,0.13879479785042326,0.13879479785042326
280,True,-0.6091629862785339,-0.9993397916541769,0.3901768053756429,0.3901768053756429
281,True,-0.7399373054504395,-0.9994876373041509,0.25955033185371146,0.25955033185371146
282,True,-0.4459378719329834,-0.9997829214239293,0.5538450494909459,0.5538450494909459
283,True,-0.5830321311950684,-0.9997823461917733,0.41675021499670495,0.41675021499670495
284,False,-0.599797248840332,-0.999614664158221,0.39981741531788895,0.39981741531788895
285,True,-0.5493038296699524,-0.9997748141297236,0.4504709844597712,0.4504709844597712
286,True,-0.469732403755188,-0.9997189637769641,0.5299865600217761,0.5299865600217761
287,False,-0.4415479302406311,-0.38273639963606326,0.05881153060456784,-0.05881153060456784
288,False,-0.3206693232059479,-0.9826840759419717,0.6620147527360238,0.6620147527360238
289,False,-0.3291987478733063,-0.9828551097364029,0.6536563618630966,0.6536563618630966
290,True,-0.11291047185659409,-0.27774663795167054,0.16483616609507645,0.16483616609507645
291,True,-0.11231773346662521,-0.2696716218454681,0.1573538883788429,0.1573538883788429
292,True,-0.03703511506319046,-0.05142924533776527,0.014394130274574812,0.014394130274574812
293,True,0.009731628000736237,-0.03453332572121906,0.0442649537219553,0.0442649537219553
294,True,0.0006783753633499146,-0.02320465733428246,0.023883032697632374,0.023883032697632374
295,False,-0.09715750068426132,-0.9999994018044859,0.9028419011202246,0.9028419011202246
296,False,-0.09245883673429489,-0.9999993675413953,0.9075405308071004,0.9075405308071004
297,False,0.06491134315729141,-0.9999996245978865,1.064910967755178,1.064910967755178
298,False,0.2919289171695709,-0.9999998738558201,1.291928791025391,1.291928791025391
299,False,0.3207513391971588,-0.9999998896771332,1.320751228874292,1.320751228874292
300,False,-1.2407513856887817,-0.9999972687669946,0.24075411692178716,-0.24075411692178716
301,False,-0.8641073703765869,-0.9997817818446079,0.13567441146802095,0.13567441146802095
302,False,-1.0943806171417236,-0.9997795386909015,0.09460107845082211,-0.09460107845082211
303,False,-0.7858465313911438,-0.99994378167616,0.21409725028501625,0.21409725028501625
304,False,-1.1168615818023682,-0.9999454352940119,0.11691614650835624,-0.11691614650835624
305,False,-1.1930451393127441,-0.9999444202255626,0.19310071908718152,-0.19310071908718152
306,True,-1.0160068273544312,-0.9996749194484881,0.016331907905943077,-0.016331907905943077
307,True,-0.7190445065498352,-0.9995728419370704,0.2805283353872352,0.2805283353872352
308,True,-0.7426890730857849,-0.9995628046319596,0.25687373154617466,0.25687373154617466
309,True,-0.8995813131332397,-0.9992312772859613,0.09964996415272154,0.09964996415272154
310,True,-0.8789497017860413,-0.998117751307553,0.11916804952151172,0.11916804952151172
311,True,-0.6989006996154785,-0.9980740141496279,0.2991733145341494,0.2991733145341494
312,True,-0.8704609870910645,-0.9979509605115405,0.12748997342047608,0.12748997342047608
313,True,-0.6145780086517334,-0.9995003995571754,0.384922390905442,0.384922390905442
314,True,-0.3757282793521881,-0.9994615718524261,0.623733292500238,0.623733292500238
315,True,-0.5557803511619568,-0.9994503617130683,0.44367001055111155,0.44367001055111155
316,True,-0.5264794826507568,-0.998612718663987,0.4721332360132302,0.4721332360132302
317,False,-0.27347055077552795,-0.9665217201750472,0.6930511693995193,0.6930511693995193
318,False,-0.27847525477409363,-0.9819866583260294,0.7035114035519358,0.7035114035519358
319,False,-0.32960858941078186,-0.9826658754289749,0.653057286018193,0.653057286018193
320,True,-0.1491747498512268,-0.8205459664186805,0.6713712165674537,0.6713712165674537
321,True,-0.20587420463562012,-0.8185012312042956,0.6126270265686755,0.6126270265686755
322,True,-0.17433977127075195,-0.04734940567463855,0.1269903655961134,-0.1269903655961134
323,True,-0.01714300364255905,-0.024603314125959837,0.007460310483400786,0.007460310483400786
324,True,-0.04322986304759979,-0.011887147095194636,0.031342715952405155,-0.031342715952405155
325,False,-0.03546846657991409,-0.9999998838780374,0.9645314172981233,0.9645314172981233
326,False,0.043977245688438416,-0.9999998185195453,1.0439770642079838,1.0439770642079838
327,False,0.09571617096662521,-0.999999845774042,1.0957160167406672,1.0957160167406672
328,False,0.0874706283211708,-0.999999887969298,1.0874705162904688,1.0874705162904688
329,False,0.2659751772880554,-0.9999999503034934,1.265975127591549,1.265975127591549
330,False,-1.2466347217559814,-0.9999794351548298,0.24665528660115166,-0.24665528660115166
331,False,-1.4332058429718018,-0.9999787020111782,0.43322714096062354,-0.43322714096062354
332,False,-0.8774036765098572,-0.99994314177785,0.12253946526799286,0.12253946526799286
333,False,-0.8766526579856873,-0.9999471582198676,0.12329450023418032,0.12329450023418032
