factor,raw_r,partial_r_controlling_coverage
coverage,0.0752347214828058,
goal_distance,0.16087361369659653,0.15836623943045722
hazard_distance,-0.010259027564893788,-0.01969851694857888
local_connectivity,0.00656328845025392,0.0017252933643859083
action_sample_gap,-0.05306973578757673,-0.05063258961119647
log_n_best_config_action,-0.07332625191224162,-0.3005401933472882
log_pair_min_samples,-0.1823869562860138,-0.4407099386097606
pi_beta_prob_gap,0.05530025365359918,0.05619907518789658
