state,row,col,covered,n_actions_covered,pi_d_star_V,pi_d_star_action,best_config_action,argmax_disagree,rank_correlation,ppo_discounted_return,ppo_discounted_return_stderr,value_gap,is_disagreement,severity_raw,severity,statistically_significant,true_value_pi_beta,critic_pred_pi_beta,critic_abs_error,n_pi_d_star_action,n_best_config_action,pair_min_samples,pi_d_star_action_cross,pi_d_star_V_cross,argmax_disagree_cross,rank_correlation_cross,value_gap_cross,is_disagreement_cross,severity_raw_cross,statistically_significant_cross,is_disagreement_strict,references_agree_on_action,severity_raw_strict,severity_strict
425,14,5,False,0,-50.0,0,0,0,,-2.198276549848233,0.12477864434796264,-47.80172345015177,0,0.0,0.0,0,-2.589608796442442,-2.6186740398406982,0.029065243398256335,0,0,0,0,-50.0,0,,-47.80172345015177,0,0.0,0,0,1,0.0,0.0
426,14,6,False,0,-50.0,0,1,1,,-2.1712526783459887,0.13016122325575427,-47.82874732165401,0,0.0,0.0,0,-2.567782557430274,-2.5898869037628174,0.022104346332543212,0,0,0,0,-50.0,1,,-47.82874732165401,0,0.0,0,0,1,0.0,0.0
427,14,7,False,0,-50.0,0,1,1,,-2.111003842180312,0.1299482994688525,-47.88899615781969,0,0.0,0.0,0,-2.787191434093066,-2.603289842605591,0.1839015914874751,0,0,0,0,-50.0,1,,-47.88899615781969,0,0.0,0,0,1,0.0,0.0
428,14,8,True,1,-1.538816847810794,1,1,0,0.7745966692414834,-2.1850002467320593,0.12177102683359463,0.6461833989212653,0,0.0,0.0,0,-2.828625929763044,-2.61222243309021,0.2164034966728341,3,3,3,1,-5.63448118220839,0,0.7745966692414834,-3.4494809354763305,0,0.0,0,0,1,0.0,0.0
429,14,9,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.9238833280938397,-2.7128303050994873,0.21105302299435236,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
430,14,10,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.9464085085348244,-2.708022117614746,0.2383863909200783,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
431,14,11,False,0,-50.0,0,0,0,,-2.2462351032322823,0.12468683352152612,-47.75376489676772,0,0.0,0.0,0,-2.8727276220644344,-2.849541425704956,0.023186196359478384,0,0,0,0,-50.0,0,,-47.75376489676772,0,0.0,0,0,1,0.0,0.0
432,14,12,True,1,-1.1103814474617513,3,3,0,0.7745966692414834,-1.8043305851137195,0.16217561315266377,0.6939491376519682,0,0.0,0.0,0,-2.8459539598336896,-2.760188579559326,0.08576538027436342,12,12,12,3,-2.855829819459507,0,0.7745966692414834,-1.0514992343457874,0,0.0,0,0,1,0.0,0.0
433,14,13,True,2,-1.091294392052832,1,1,0,0.9486832980505139,-1.8600689928699228,0.19681542866768104,0.7687746008170908,0,0.0,0.0,0,-2.840303134111913,-2.7980902194976807,0.04221291461423249,170,170,170,3,-1.580088717877435,1,0.7378647873726218,0.2799802749924878,1,0.2799802749924878,0,0,0,0.0,0.0
434,14,14,True,3,-1.1290905413774248,2,1,1,0.39999999999999997,-2.0724150806866337,0.1584057677562257,0.9433245393092089,1,0.9433245393092089,0.31285282597729314,1,-2.8577730707263136,-2.9216413497924805,0.06386827906616688,2,295,2,1,-1.5613349681264226,0,1.0,0.5110801125602111,0,0.0,0,0,0,0.0,0.0
435,14,15,True,2,-1.1503058430058426,2,1,1,0.7378647873726218,-2.5225384013392684,0.040414258688962666,1.3722325583334258,1,1.3722325583334258,0.45509982607580834,1,-2.866843133053212,-2.7859511375427246,0.0808919955104872,49,128,49,1,-1.575575560203841,0,0.9486832980505139,0.9469628411354274,0,0.0,0,0,0,0.0,0.0
436,14,16,True,2,-0.11268576207476975,3,3,0,0.9486832980505139,-0.2242635784895121,0.12579802373694365,0.11157781641474233,0,0.0,0.0,0,-1.281880779571441,-2.416471004486084,1.134590224914643,116,116,116,3,-0.22905853145647806,0,0.9486832980505139,-0.004794952966965971,0,0.0,0,0,1,0.0,0.0
437,14,17,True,2,-0.07954158994712489,1,1,0,0.9486832980505139,-0.07002263141259737,0.015241823813189673,-0.009518958534527514,0,0.0,0.0,0,-1.1440344190368044,-2.3976776599884033,1.253643240951599,240,240,240,1,-0.19794597468155367,0,0.9486832980505139,-0.1279233432689563,0,0.0,0,0,1,0.0,0.0
438,14,18,True,2,0.01607157595321568,1,1,0,0.9486832980505139,-0.12922494020814113,0.13100499791300724,0.1452965161613568,0,0.0,0.0,0,-0.8092777745422234,-1.7665762901306152,0.9572985155883919,162,162,162,1,-0.13718452066397888,0,0.9486832980505139,-0.00795958045583775,0,0.0,0,0,1,0.0,0.0
439,14,19,True,4,0.009546269332556761,3,2,1,0.7378647873726218,-0.15037537969392467,0.12974926670608455,0.15992164902648143,1,0.15992164902648143,0.053037886483395885,0,-0.9398787300178773,-1.8986190557479858,0.9587403257301086,300,204,204,2,-0.16889421661070617,0,0.316227766016838,-0.018518836916781495,0,0.0,0,0,0,0.0,0.0
440,14,20,True,4,0.041768987874874854,3,2,1,0.0,-0.17840729951541207,0.12857319637809034,0.2201762873902869,1,0.2201762873902869,0.07302128891259668,0,-1.0008277465343283,-1.7542309761047363,0.7534032295704081,88,472,88,3,-0.1982718420378816,1,0.6000000000000001,-0.019864542522469525,0,0.0,0,0,1,0.0,0.0
441,14,21,True,2,0.07550950295814095,3,1,1,0.7378647873726218,-1.623330769136842,0.2105076002303541,1.698840272094983,1,1.698840272094983,0.5634190120805654,1,-1.0681734852074956,-1.50189208984375,0.43371860463625445,2,115,2,1,-0.16758358353831757,0,0.9486832980505139,1.4557471855985245,0,0.0,0,0,0,0.0,0.0
442,14,22,True,1,0.10657525483594818,1,1,0,0.7745966692414834,0.056196092704780896,0.04356057311169663,0.050379162131167284,0,0.0,0.0,0,-0.46607685244890557,-1.0995864868164062,0.6335096343675006,4,4,4,1,-1.3429179695038127,0,0.7745966692414834,-1.3991140622085936,0,0.0,0,0,1,0.0,0.0
443,14,23,False,0,-50.0,0,2,1,,0.053217437177654134,0.01574799165374341,-50.05321743717765,0,0.0,0.0,0,-0.5375989510741707,-0.8678942322731018,0.33029528119893115,0,0,0,0,-50.0,1,,-50.05321743717765,0,0.0,0,0,1,0.0,0.0
444,14,24,False,0,-50.0,0,2,1,,0.022670163799719062,0.015438875232007992,-50.02267016379972,0,0.0,0.0,0,-0.6995297976955606,-1.1958262920379639,0.4962964943424033,0,0,0,0,-50.0,1,,-50.02267016379972,0,0.0,0,0,1,0.0,0.0
445,14,25,False,0,-50.0,0,1,1,,-0.3270866339147199,0.1743980085742009,-49.67291336608528,0,0.0,0.0,0,-0.8187965657083012,-1.413275957107544,0.5944793913992428,0,0,0,0,-50.0,1,,-49.67291336608528,0,0.0,0,0,1,0.0,0.0
446,14,26,False,0,-50.0,0,2,1,,-0.09920540043549737,0.016225860614721005,-49.900794599564506,0,0.0,0.0,0,-0.8556919216273057,-1.0398943424224854,0.18420242079517968,0,0,0,0,-50.0,1,,-49.900794599564506,0,0.0,0,0,1,0.0,0.0
447,14,27,False,0,-50.0,0,2,1,,-1.6096883834280171,0.22259287114613852,-48.390311616571985,0,0.0,0.0,0,-0.8282538576595226,-0.8078933358192444,0.020360521840278256,0,0,0,0,-50.0,1,,-48.390311616571985,0,0.0,0,0,1,0.0,0.0
448,14,28,False,0,-50.0,0,3,1,,-2.4627030407543096,0.10122842432623014,-47.537296959245694,0,0.0,0.0,0,-1.5056014730928118,-1.0211644172668457,0.4844370558259661,0,0,0,0,-50.0,1,,-47.537296959245694,0,0.0,0,0,1,0.0,0.0
449,14,29,False,0,-50.0,0,2,1,,-2.50308697665942,0.09497399876669134,-47.49691302334058,0,0.0,0.0,0,-1.3996506719744468,-0.7592867016792297,0.6403639702952171,0,0,0,0,-50.0,1,,-47.49691302334058,0,0.0,0,0,1,0.0,0.0
450,15,0,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.6857492973044774,-2.456042766571045,0.2297065307334325,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
451,15,1,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.722550521221932,-2.599626302719116,0.12292421850281565,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
452,15,2,False,0,-50.0,0,3,1,,-2.4723572034070216,0.08802804814566045,-47.52764279659298,0,0.0,0.0,0,-2.303807843797578,-2.3577358722686768,0.05392802847109879,0,0,0,0,-50.0,1,,-47.52764279659298,0,0.0,0,0,1,0.0,0.0
453,15,3,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.302518079343053,-2.4305496215820312,0.12803154223897817,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
454,15,4,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.284611966086663,-2.3727853298187256,0.08817336373206253,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
455,15,5,False,0,-50.0,0,1,1,,-2.5230589216648056,0.07500205376130556,-47.476941078335194,0,0.0,0.0,0,-2.276244017651666,-2.4768898487091064,0.20064583105744038,0,0,0,0,-50.0,1,,-47.476941078335194,0,0.0,0,0,1,0.0,0.0
456,15,6,False,0,-50.0,0,3,1,,-2.11064158827406,0.12992360534379896,-47.88935841172594,0,0.0,0.0,0,-2.5605251345899154,-2.632359743118286,0.07183460852837076,0,0,0,0,-50.0,1,,-47.88935841172594,0,0.0,0,0,1,0.0,0.0
457,15,7,False,0,-50.0,0,1,1,,-2.1850002467320593,0.12177102683359463,-47.81499975326794,0,0.0,0.0,0,-2.7773648328495493,-2.60859751701355,0.16876731583599947,0,0,0,0,-50.0,1,,-47.81499975326794,0,0.0,0,0,1,0.0,0.0
458,15,8,True,2,-1.5240574227084305,3,3,0,0.9486832980505139,-2.142135363324563,0.12166270088713713,0.6180779406161325,0,0.0,0.0,0,-2.8269855700344233,-2.620699405670166,0.20628616436425729,4,4,4,0,-5.6359384443879135,1,0.7378647873726218,-3.4938030810633505,0,0.0,0,0,0,0.0,0.0
459,15,9,True,2,-1.5041794091025538,1,1,0,0.9486832980505139,-2.1850002467320593,0.12177102683359463,0.6808208376295055,0,0.0,0.0,0,-2.824378014398873,-2.6354289054870605,0.1889491089118125,2,2,2,2,-6.754882916255042,1,0.7378647873726218,-4.569882669522983,0,0.0,0,0,0,0.0,0.0
460,15,10,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.9497616327801066,-2.8863983154296875,0.06336331735041911,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
461,15,11,True,2,-2.9999989435144365,1,1,0,0.0,-2.598060975426111,2.037621039635e-16,-0.4019379680883257,0,0.0,0.0,0,-2.950920043117626,-2.9016988277435303,0.04922121537409563,5,5,5,1,-28.541594373517302,0,0.316227766016838,-25.94353339809119,0,0.0,0,0,1,0.0,0.0
462,15,12,True,2,-1.1362132186611735,3,3,0,0.9486832980505139,-1.8600689928699228,0.19681542866768104,0.7238557742087492,0,0.0,0.0,0,-2.8590298663498417,-2.934497594833374,0.07546772848353234,99,99,99,3,-1.5773422056048254,0,0.9486832980505139,0.28272678726509737,0,0.0,0,0,1,0.0,0.0
463,15,13,True,4,-1.114348438983453,0,0,0,0.39999999999999997,-1.8043305851137195,0.16217561315266377,0.6899821461302664,0,0.0,0.0,0,-2.8496705040720984,-2.7640464305877686,0.08562407348432988,300,300,300,3,-1.56137980224452,1,-0.39999999999999997,0.24295078286919947,1,0.24295078286919947,0,0,0,0.0,0.0
464,15,14,True,4,-1.1348089691614593,2,1,1,-0.19999999999999998,-2.1323676398251186,0.16663981769648442,0.9975586706636592,1,0.9975586706636592,0.33083953209127653,1,-2.8558899657114774,-2.7699902057647705,0.08589975994670684,255,808,255,1,-1.5447329912997891,0,0.19999999999999998,0.5876346485253294,0,0.0,0,0,0,0.0,0.0
465,15,15,True,4,-1.1698975518320762,0,1,1,-0.19999999999999998,-2.5582498678275853,0.022531255408930133,1.3883523159955091,1,1.3883523159955091,0.4604459307603583,1,-2.867861353637261,-2.863480806350708,0.004380547286552794,121,1057,121,1,-1.560405710633494,0,0.316227766016838,0.9978441571940913,0,0.0,0,0,0,0.0,0.0
466,15,16,True,2,-0.012571234196139864,1,1,0,0.9486832980505139,-0.15030287433714723,0.12983435660264064,0.13773164014100736,0,0.0,0.0,0,-0.9366836059243491,-2.234649181365967,1.2979655754416177,49,49,49,1,-0.13471514381308147,0,0.9486832980505139,0.015587730524065757,0,0.0,0,0,1,0.0,0.0
467,15,17,True,2,-0.047334669389189024,2,2,0,0.9486832980505139,-0.16973492500578408,0.12875605724712944,0.12240025561659505,0,0.0,0.0,0,-1.088258275583506,-2.491022825241089,1.402764549657583,103,103,103,2,-0.1665066342137799,0,0.9486832980505139,0.0032282907920041792,0,0.0,0,0,1,0.0,0.0
468,15,18,True,3,0.048712963902661145,1,1,0,0.7999999999999999,0.04134847235540304,0.01908111223496933,0.007364491547258108,0,0.0,0.0,0,-0.7339184934362397,-1.852276086807251,1.1183575933710113,165,165,165,1,-0.10506552555828218,0,0.7999999999999999,-0.1464139979136852,0,0.0,0,0,1,0.0,0.0
469,15,19,False,0,-50.0,0,1,1,,-0.04205957628873505,0.1355053875569987,-49.957940423711264,0,0.0,0.0,0,-0.6135695811243563,-1.4756574630737305,0.8620878819493741,0,0,0,0,-50.0,1,,-49.957940423711264,0,0.0,0,0,1,0.0,0.0
470,15,20,True,2,0.04796887837875893,1,1,0,0.9486832980505139,-0.011050445666737902,0.06088711174611925,0.059019324045496833,0,0.0,0.0,0,-0.8529984770484054,-1.3775510787963867,0.5245526017479814,99,99,99,1,-0.0698499310087312,0,0.9486832980505139,-0.0587994853419933,0,0.0,0,0,1,0.0,0.0
471,15,21,True,3,0.0447544085991118,0,1,1,0.19999999999999998,-1.762074660673737,0.1653970538955149,1.8068290692728488,1,1.8068290692728488,0.5992334099501728,1,-1.0707442432611654,-1.7720324993133545,0.7012882560521891,2,329,2,2,-0.10405835873337405,1,0.7999999999999999,1.6580163019403629,1,1.6580163019403629,1,0,0,0.0,0.0
472,15,22,True,1,0.1379548021872686,3,3,0,0.7745966692414834,-0.14641865211880628,0.1880848846989453,0.28437345430607486,0,0.0,0.0,0,-0.4173717326264173,-0.591693103313446,0.17432137068702874,6,6,6,3,-0.04153213875623243,0,0.7745966692414834,0.10488651336257385,0,0.0,0,0,1,0.0,0.0
473,15,23,True,2,0.16965131466334984,1,1,0,0.9486832980505139,-0.10854038945544382,0.19091951015338238,0.2781917041187937,0,0.0,0.0,0,-0.34450104842090085,-0.33343586325645447,0.011065185164446378,4,4,4,1,0.025946952615255738,0,0.9486832980505139,0.13448734207069957,0,0.0,0,0,1,0.0,0.0
474,15,24,False,0,-50.0,0,0,0,,-0.013434363387029464,0.016466136614906434,-49.98656563661297,0,0.0,0.0,0,-0.7475021126993255,-1.2177410125732422,0.47023889987391665,0,0,0,0,-50.0,0,,-49.98656563661297,0,0.0,0,0,1,0.0,0.0
475,15,25,False,0,-50.0,0,2,1,,-0.1725761037390325,0.12876076291274688,-49.82742389626097,0,0.0,0.0,0,-0.7907089513355208,-1.5310090780258179,0.7403001266902971,0,0,0,0,-50.0,1,,-49.82742389626097,0,0.0,0,0,1,0.0,0.0
476,15,26,False,0,-50.0,0,1,1,,-2.557677039521001,0.04038393590511,-47.442322960479,0,0.0,0.0,0,-0.7679969046783741,-0.7839480042457581,0.015951099567383942,0,0,0,0,-50.0,1,,-47.442322960479,0,0.0,0,0,1,0.0,0.0
477,15,27,False,0,-50.0,0,2,1,,-2.557677039521001,0.04038393590511,-47.442322960479,0,0.0,0.0,0,-0.7992236375963804,-0.7586840987205505,0.04053953887582984,0,0,0,0,-50.0,1,,-47.442322960479,0,0.0,0,0,1,0.0,0.0
478,15,28,False,0,-50.0,0,2,1,,-2.447953465076015,0.11490733948890353,-47.55204653492399,0,0.0,0.0,0,-0.8523344678579725,-0.8294298052787781,0.022904662579194435,0,0,0,0,-50.0,1,,-47.55204653492399,0,0.0,0,0,1,0.0,0.0
479,15,29,False,0,-50.0,0,2,1,,-2.557677039521001,0.04038393590511,-47.442322960479,0,0.0,0.0,0,-1.3018157906932497,-0.6578888297080994,0.6439269609851503,0,0,0,0,-50.0,1,,-47.442322960479,0,0.0,0,0,1,0.0,0.0
480,16,0,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.7057767254397413,-2.175616502761841,0.5301602226779005,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
481,16,1,False,0,-50.0,0,0,0,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.724596214864406,-2.502232313156128,0.2223639017082779,0,0,0,0,-50.0,0,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
482,16,2,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.0299434829240703,-2.3541855812072754,0.32424209828320505,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
483,16,3,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.0115616645875747,-2.3559281826019287,0.34436651801435403,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
484,16,4,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.008932416780774,-2.4240753650665283,0.41514294828575427,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
485,16,5,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-2.022621597585626,-2.606978178024292,0.5843565804386661,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
487,16,7,False,0,-50.0,0,3,1,,-2.142135363324563,0.12166270088713713,-47.85786463667544,0,0.0,0.0,0,-2.8105489484143735,-2.4958884716033936,0.31466047681097997,0,0,0,0,-50.0,1,,-47.85786463667544,0,0.0,0,0,1,0.0,0.0
488,16,8,False,0,-50.0,0,3,1,,-2.201128686128559,0.1234582539077346,-47.798871313871444,0,0.0,0.0,0,-2.814052053065086,-2.5007107257843018,0.3133413272807841,0,0,0,0,-50.0,1,,-47.798871313871444,0,0.0,0,0,1,0.0,0.0
489,16,9,True,1,-1.4890701108819253,1,1,0,0.7745966692414834,-2.1582638027210628,0.12364604032210846,0.6691936918391375,0,0.0,0.0,0,-2.8121218362490583,-2.5964434146881104,0.21567842156094796,2,2,2,1,-6.427835832551935,0,0.7745966692414834,-4.269572029830872,0,0.0,0,0,1,0.0,0.0
490,16,10,True,1,-2.9999989435144365,3,3,0,0.7745966692414834,-2.598060975426111,2.037621039635e-16,-0.4019379680883257,0,0.0,0.0,0,-2.94484899066303,-3.014685869216919,0.06983687855388876,1,1,1,3,-27.30018524796047,0,0.7745966692414834,-24.70212427253436,0,0.0,0,0,1,0.0,0.0
491,16,11,True,1,-2.9999989435144365,0,0,0,0.7745966692414834,-2.598060975426111,2.037621039635e-16,-0.4019379680883257,0,0.0,0.0,0,-2.9505999236954374,-2.9554808139801025,0.004880890284665096,4,4,4,0,-28.240551954166744,0,0.7745966692414834,-25.642490978740632,0,0.0,0,0,1,0.0,0.0
492,16,12,True,4,-1.1567578879195528,0,1,1,-0.316227766016838,-2.2135584975122216,0.13542328668508866,1.0568006095926687,1,1.0568006095926687,0.3504870735661195,1,-2.87681582688507,-2.8298239707946777,0.04699185609039214,32,172,32,0,-1.5931398998774844,1,-0.316227766016838,0.6204185976347372,1,0.6204185976347372,1,1,1,0.6204185976347372,0.20791571592604005
493,16,13,True,2,-1.1760411044338868,3,1,1,0.7378647873726218,-1.4523318484822219,0.20070701815985287,0.2762907440483351,1,0.2762907440483351,0.09163160340362704,0,-2.828795400513641,-2.7353196144104004,0.09347578610324048,184,67,67,1,-1.5109727572678024,0,0.9486832980505139,-0.05864090878558059,0,0.0,0,0,0,0.0,0.0
494,16,14,True,4,-1.1553760976404843,0,0,0,0.19999999999999998,-2.1770232084361796,0.13706106121180936,1.0216471107956953,0,0.0,0.0,0,-2.855638145735998,-2.837672710418701,0.017965435317296663,676,676,676,2,-1.5279428437875389,1,-0.39999999999999997,0.6490803646486407,1,0.6490803646486407,1,0,0,0.0,0.0
495,16,15,True,2,-1.1753157904584595,2,0,1,0.7378647873726218,-2.5225384013392684,0.040414258688962666,1.347222610880809,1,1.347222610880809,0.44680529708600325,1,-2.86631220020491,-2.9084057807922363,0.04209358058732615,327,1073,327,2,-1.5442753293388927,1,0.7378647873726218,0.9782630720003758,1,0.9782630720003758,1,1,1,0.9782630720003758,0.32783715342252223
496,16,16,True,2,0.018957719154616654,3,3,0,0.9486832980505139,-0.11889589701054996,0.1312625290819441,0.13785361616516661,0,0.0,0.0,0,-0.7827521857812638,-2.158836603164673,1.376084417383409,57,57,57,1,-0.10256697242428928,1,0.7378647873726218,0.016328924586260687,1,0.016328924586260687,0,0,0,0.0,0.0
497,16,17,True,3,0.05217080977680569,3,1,1,0.7999999999999999,0.04879511307421598,0.017418475417860204,0.003375696702589706,1,0.003375696702589706,0.001119547100747313,0,-0.7546030984213831,-2.0733680725097656,1.3187649740883827,3,98,3,1,-0.07095492084203038,0,1.0,-0.11975003391624636,0,0.0,0,0,0,0.0,0.0
498,16,18,True,2,0.08300081727904388,1,1,0,0.9486832980505139,-0.04497414369995956,0.13556923724937342,0.12797496097900343,0,0.0,0.0,0,-0.7047577545038606,-1.699852466583252,0.9950947120793914,205,205,205,1,-0.07258472853585993,0,0.9486832980505139,-0.02761058483590037,0,0.0,0,0,1,0.0,0.0
499,16,19,True,1,0.12074745687592989,1,1,0,0.7745966692414834,-0.14646595472060117,0.1880399869128363,0.26721341159653106,0,0.0,0.0,0,-0.5866579080902327,-1.2377519607543945,0.6510940526641619,5,5,5,1,-1.3398844113299253,0,0.7745966692414834,-1.1934184566093242,0,0.0,0,0,1,0.0,0.0
500,16,20,True,3,0.08116885393183315,1,1,0,0.7999999999999999,-0.04812813077211002,0.13535307936148758,0.12929698470394319,0,0.0,0.0,0,-0.7654645972188449,-1.365360975265503,0.5998963780466581,128,128,128,1,-0.036928108157409774,0,0.7999999999999999,0.011200022614700246,0,0.0,0,0,1,0.0,0.0
501,16,21,True,3,0.011784200298571476,0,0,0,0.7999999999999999,-1.7089894063140705,0.1835978606191592,1.720773606612642,0,0.0,0.0,0,-1.1249625563637302,-1.6363332271575928,0.5113706707938626,321,321,321,0,-0.13616752892541736,0,0.7999999999999999,1.572821877388653,0,0.0,0,0,1,0.0,0.0
502,16,22,True,1,-0.019610950597725003,2,2,0,0.7745966692414834,-1.7905498171980063,0.1525526140632414,1.7709388666002812,0,0.0,0.0,0,-1.1453353560056057,-1.768799901008606,0.6234645450030003,292,292,292,2,-0.1671027973140167,0,0.7745966692414834,1.6234470198839897,0,0.0,0,0,1,0.0,0.0
503,16,23,True,1,0.2016679939321188,3,3,0,0.7745966692414834,0.19916456665712653,0.015144814399998973,0.0025034272749922537,0,0.0,0.0,0,-0.28184287567625765,-0.5458455681800842,0.2640026925038266,4,4,4,3,0.06081408560744453,0,0.7745966692414834,-0.138350481049682,0,0.0,0,0,1,0.0,0.0
504,16,24,True,2,0.23400807400158236,1,1,0,0.632455532033676,0.23002025493417017,0.01697276352366315,0.0039878190674121905,0,0.0,0.0,0,-0.20435010775818888,-0.3554643988609314,0.15111429110274252,4,4,4,1,0.09518056379213588,0,0.632455532033676,-0.13483969114203428,0,0.0,0,0,1,0.0,0.0
505,16,25,True,1,0.2016679939321188,1,1,0,0.7745966692414834,0.06995155986530195,0.1409382015053923,0.13171643406681682,0,0.0,0.0,0,-0.24532887357323296,-0.428913414478302,0.18358454090506904,1,1,1,1,0.06347900471403183,0,0.7745966692414834,-0.006472555151270126,0,0.0,0,0,1,0.0,0.0
506,16,26,False,0,-50.0,0,3,1,,-2.557677039521001,0.04038393590511,-47.442322960479,0,0.0,0.0,0,-0.7398235199153702,-0.8267130255699158,0.08688950565454556,0,0,0,0,-50.0,1,,-47.442322960479,0,0.0,0,0,1,0.0,0.0
507,16,27,False,0,-50.0,0,2,1,,-2.557677039521001,0.04038393590511,-47.442322960479,0,0.0,0.0,0,-0.6610176436698665,-0.5853311419487,0.07568650172116653,0,0,0,0,-50.0,1,,-47.442322960479,0,0.0,0,0,1,0.0,0.0
508,16,28,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.305898083453856,-1.1025969982147217,0.20330108523913437,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
509,16,29,False,0,-50.0,0,2,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.5421293976490051,-0.7109857201576233,0.8311436774913818,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
510,17,0,False,0,-50.0,0,3,1,,-2.4546286836923437,0.09871914318321012,-47.54537131630766,0,0.0,0.0,0,-2.0942221365683085,-2.2040646076202393,0.10984247105193079,0,0,0,0,-50.0,1,,-47.54537131630766,0,0.0,0,0,1,0.0,0.0
511,17,1,False,0,-50.0,0,3,1,,-2.524951391864106,0.07310958356200459,-47.47504860813589,0,0.0,0.0,0,-2.0528481940117302,-2.1218369007110596,0.06898870669932933,0,0,0,0,-50.0,1,,-47.47504860813589,0,0.0,0,0,1,0.0,0.0
512,17,2,False,0,-50.0,0,0,0,,-2.5240099117147055,0.07405106371140557,-47.47599008828529,0,0.0,0.0,0,-2.041320324240619,-2.291991710662842,0.25067138642222275,0,0,0,0,-50.0,0,,-47.47599008828529,0,0.0,0,0,1,0.0,0.0
513,17,3,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.984535447152137,-2.3603720664978027,0.3758366193456657,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
514,17,4,False,0,-50.0,0,3,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.9636600531000232,-2.609189748764038,0.6455296956640149,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
515,17,5,False,0,-50.0,0,3,1,,-2.519157926654805,0.07890304877130559,-47.480842073345194,0,0.0,0.0,0,-1.9416309133974436,-2.660252332687378,0.7186214192899343,0,0,0,0,-50.0,1,,-47.480842073345194,0,0.0,0,0,1,0.0,0.0
516,17,6,False,0,-50.0,0,1,1,,-2.598060975426111,2.037621039635e-16,-47.40193902457389,0,0.0,0.0,0,-1.8890374726390076,-2.6689159870147705,0.7798785143757629,0,0,0,0,-50.0,1,,-47.40193902457389,0,0.0,0,0,1,0.0,0.0
517,17,7,False,0,-50.0,0,3,1,,-2.216894871618807,0.1250038020891414,-47.783105128381195,0,0.0,0.0,0,-2.8119281394898064,-2.271982431411743,0.5399457080780632,0,0,0,0,-50.0,1,,-47.783105128381195,0,0.0,0,0,1,0.0,0.0
