state,row,col,covered,true_value_pi_beta,near_death,critic_pred_pi_beta,critic_abs_error,pi_d_star_action,best_config_action,argmax_agree,rank_correlation
228,7,18,True,-0.19574524672883192,False,-0.19897159934043884,0.0032263526116069197,3,3,1,0.7999999999999999
229,7,19,True,-0.18639626752936356,False,-0.22894403338432312,0.04254776585495956,0,0,1,1.0
230,7,20,True,-0.15564651682112038,False,-0.170813649892807,0.015167133071686628,0,0,1,0.19999999999999998
231,7,21,True,-0.08591110314820388,False,-0.06844141334295273,0.017469689805251154,3,3,1,0.9486832980505139
232,7,22,True,-0.07553569561453341,False,-0.11605775356292725,0.040522057948393836,1,1,1,0.7999999999999999
233,7,23,True,-0.055237062655414754,False,0.022880785167217255,0.07811784782263201,1,3,0,0.21081851067789195
234,7,24,True,-0.045444653746738894,False,0.026494942605495453,0.07193959635223435,1,1,1,0.7745966692414834
235,7,25,False,-1.0000001415780082,True,-0.04020193964242935,0.9597982019355789,0,0,1,
236,7,26,False,-0.9999993792365446,True,0.1251051425933838,1.1251045218299285,0,1,0,
237,7,27,False,-0.9999995177569936,True,0.22060102224349976,1.2206005400004933,0,3,0,
238,7,28,False,-0.9999994344165376,True,0.05331110209226608,1.0533105365088038,0,2,0,
239,7,29,False,-1.0000002105375778,True,0.2562504708766937,1.2562506814142715,0,0,1,
240,8,0,False,-0.999998058494215,True,-1.1466426849365234,0.14664462644230847,0,3,0,
241,8,1,False,-0.999998164145629,True,-0.8155030608177185,0.18449510332791053,0,0,1,
242,8,2,False,-0.9997698451691897,True,-1.0685815811157227,0.068811735946533,0,3,0,
243,8,3,True,-0.9997618020297712,True,-0.7692129015922546,0.23054890043751652,3,2,0,0.2581988897471611
244,8,4,True,-0.9997589369233212,True,-0.7552013993263245,0.24455753759699672,3,3,1,0.7745966692414834
245,8,5,True,-0.9997561493284177,True,-0.6959784030914307,0.30377774623698706,3,3,1,0.19999999999999998
246,8,6,True,-0.9997619868713409,True,-0.7315371632575989,0.268224823613742,0,0,1,0.632455532033676
247,8,7,True,-0.999770680563573,True,-0.8409660458564758,0.15880463470709716,0,0,1,0.316227766016838
248,8,8,True,-0.9995389822551144,True,-0.8103194832801819,0.1892194989749325,1,0,0,0.39999999999999997
249,8,9,True,-0.9993832436608846,True,-0.5663276314735413,0.43305561218734334,3,2,0,0.2581988897471611
250,8,10,True,-0.9993742459888655,True,-0.8273014426231384,0.17207280336572706,2,2,1,0.7999999999999999
251,8,11,True,-0.9995762902674179,True,-0.5873416066169739,0.412234683650444,3,3,1,0.9486832980505139
252,8,12,True,-0.9997186039457734,True,-0.7264924049377441,0.27322619900802925,1,1,1,0.7999999999999999
253,8,13,True,-0.9997990987824898,True,-0.5863417983055115,0.4134573004769784,0,0,1,0.7999999999999999
254,8,14,False,-0.9996192339544065,True,-0.6623374819755554,0.33728175197885113,0,1,0,
255,8,15,True,-0.9997914045244916,True,-0.490953654050827,0.5088377504736645,0,0,1,0.39999999999999997
256,8,16,True,-0.9997848406272287,True,-0.4146738052368164,0.5851110353904123,1,0,0,-0.6000000000000001
257,8,17,False,-0.3379092749655421,False,-0.36768704652786255,0.029777771562320476,0,3,0,
258,8,18,False,-0.3001425059776466,False,-0.17929938435554504,0.12084312162210153,0,3,0,
259,8,19,True,-0.2906707116511621,False,-0.13344022631645203,0.15723048533471007,3,3,1,0.7745966692414834
260,8,20,True,-0.28235857390789476,False,-0.16172745823860168,0.12063111566929308,1,1,1,0.9486832980505139
261,8,21,True,-0.16018984398747965,False,-0.10788387805223465,0.052305965935245,3,3,1,0.632455532033676
262,8,22,True,-0.06472242197239124,False,-0.07786297798156738,0.013140556009176144,1,1,1,0.39999999999999997
263,8,23,True,-0.04483220994065959,False,0.028277479112148285,0.07310968905280787,3,3,1,0.9486832980505139
264,8,24,True,-0.034365016345141934,False,0.04350690543651581,0.07787192178165775,1,1,1,0.7745966692414834
265,8,25,False,-1.0000001621989725,True,-0.11501041799783707,0.8849897442011354,0,0,1,
266,8,26,False,-0.9999992944357562,True,-0.018007010221481323,0.9819922842142749,0,0,1,
267,8,27,False,-0.9999995796318034,True,0.09484554827213287,1.0948451279039362,0,0,1,
268,8,28,False,-1.000000012928915,True,0.2923923432826996,1.2923923562116146,0,1,0,
269,8,29,False,-1.0000001674969108,True,0.16093748807907104,1.1609376555759818,0,1,0,
270,9,0,False,-0.9999979317942822,True,-1.1631478071212769,0.16314987532699465,0,0,1,
271,9,1,False,-0.9997794120035476,True,-1.1819043159484863,0.18212490394493874,0,3,0,
