state,row,col,covered,true_value_pi_beta,near_death,critic_pred_pi_beta,critic_abs_error,pi_d_star_action,best_config_action,argmax_agree,rank_correlation
272,9,2,False,-0.9997726190503343,True,-1.0143624544143677,0.014589835364033354,0,0,1,
273,9,3,False,-0.9998647334923609,True,-1.1101237535476685,0.11025902005530752,0,3,0,
274,9,4,False,-0.9997595810005931,True,-0.7569593787193298,0.2428002022812633,0,2,0,
275,9,5,False,-0.9997527272143312,True,-0.7404734492301941,0.2592792779841371,0,2,0,
276,9,6,True,-0.9997496943472176,True,-0.9565607905387878,0.04318890380842977,3,3,1,0.9486832980505139
277,9,7,True,-0.999767308316807,True,-0.8290091156959534,0.17075819262085368,0,0,1,1.0
278,9,8,True,-0.9995467460498714,True,-0.8733897805213928,0.12615696552847855,1,0,0,0.7378647873726218
279,9,9,True,-0.9992844047077231,True,-0.8604896068572998,0.13879479785042326,3,3,1,0.9486832980505139
280,9,10,True,-0.9993397916541769,True,-0.6091629862785339,0.3901768053756429,0,0,1,0.632455532033676
281,9,11,True,-0.9994876373041509,True,-0.7399373054504395,0.25955033185371146,0,0,1,0.632455532033676
282,9,12,True,-0.9997829214239293,True,-0.4459378719329834,0.5538450494909459,3,2,0,-0.21081851067789195
283,9,13,True,-0.9997823461917733,True,-0.5830321311950684,0.41675021499670495,0,0,1,1.0
284,9,14,False,-0.999614664158221,True,-0.599797248840332,0.39981741531788895,0,0,1,
285,9,15,True,-0.9997748141297236,True,-0.5493038296699524,0.4504709844597712,0,0,1,0.9486832980505139
286,9,16,True,-0.9997189637769641,True,-0.469732403755188,0.5299865600217761,1,0,0,-0.6000000000000001
287,9,17,False,-0.38273639963606326,False,-0.4415479302406311,0.05881153060456784,0,0,1,
288,9,18,False,-0.9826840759419717,True,-0.3206693232059479,0.6620147527360238,0,3,0,
289,9,19,False,-0.9828551097364029,True,-0.3291987478733063,0.6536563618630966,0,1,0,
290,9,20,True,-0.27774663795167054,False,-0.11291047185659409,0.16483616609507645,3,3,1,0.632455532033676
291,9,21,True,-0.2696716218454681,False,-0.11231773346662521,0.1573538883788429,3,3,1,0.632455532033676
292,9,22,True,-0.05142924533776527,False,-0.03703511506319046,0.014394130274574812,3,3,1,1.0
293,9,23,True,-0.03453332572121906,False,0.009731628000736237,0.0442649537219553,3,3,1,1.0
294,9,24,True,-0.02320465733428246,False,0.0006783753633499146,0.023883032697632374,1,1,1,0.39999999999999997
295,9,25,False,-0.9999994018044859,True,-0.09715750068426132,0.9028419011202246,0,3,0,
296,9,26,False,-0.9999993675413953,True,-0.09245883673429489,0.9075405308071004,0,0,1,
297,9,27,False,-0.9999996245978865,True,0.06491134315729141,1.064910967755178,0,0,1,
298,9,28,False,-0.9999998738558201,True,0.2919289171695709,1.291928791025391,0,3,0,
299,9,29,False,-0.9999998896771332,True,0.3207513391971588,1.320751228874292,0,1,0,
300,10,0,False,-0.9999972687669946,True,-1.2407513856887817,0.24075411692178716,0,0,1,
301,10,1,False,-0.9997817818446079,True,-0.8641073703765869,0.13567441146802095,0,0,1,
302,10,2,False,-0.9997795386909015,True,-1.0943806171417236,0.09460107845082211,0,0,1,
303,10,3,False,-0.99994378167616,True,-0.7858465313911438,0.21409725028501625,0,0,1,
304,10,4,False,-0.9999454352940119,True,-1.1168615818023682,0.11691614650835624,0,3,0,
305,10,5,False,-0.9999444202255626,True,-1.1930451393127441,0.19310071908718152,0,2,0,
306,10,6,True,-0.9996749194484881,True,-1.0160068273544312,0.016331907905943077,0,0,1,0.7745966692414834
307,10,7,True,-0.9995728419370704,True,-0.7190445065498352,0.2805283353872352,3,2,0,0.2581988897471611
308,10,8,True,-0.9995628046319596,True,-0.7426890730857849,0.25687373154617466,2,3,0,-0.10540925533894598
309,10,9,True,-0.9992312772859613,True,-0.8995813131332397,0.09964996415272154,0,0,1,0.632455532033676
310,10,10,True,-0.998117751307553,True,-0.8789497017860413,0.11916804952151172,3,1,0,0.7378647873726218
311,10,11,True,-0.9980740141496279,True,-0.6989006996154785,0.2991733145341494,3,2,0,0.10540925533894598
312,10,12,True,-0.9979509605115405,True,-0.8704609870910645,0.12748997342047608,1,2,0,0.39999999999999997
313,10,13,True,-0.9995003995571754,True,-0.6145780086517334,0.384922390905442,1,3,0,0.7378647873726218
314,10,14,True,-0.9994615718524261,True,-0.3757282793521881,0.623733292500238,3,3,1,0.7745966692414834
315,10,15,True,-0.9994503617130683,True,-0.5557803511619568,0.44367001055111155,0,0,1,0.39999999999999997
316,10,16,True,-0.998612718663987,True,-0.5264794826507568,0.4721332360132302,1,0,0,0.7378647873726218
317,10,17,False,-0.9665217201750472,True,-0.27347055077552795,0.6930511693995193,0,3,0,
318,10,18,False,-0.9819866583260294,True,-0.27847525477409363,0.7035114035519358,0,0,1,
319,10,19,False,-0.9826658754289749,True,-0.32960858941078186,0.653057286018193,0,2,0,
320,10,20,True,-0.8205459664186805,False,-0.1491747498512268,0.6713712165674537,3,2,0,0.2581988897471611
321,10,21,True,-0.8185012312042956,False,-0.20587420463562012,0.6126270265686755,3,1,0,-0.39999999999999997
322,10,22,True,-0.04734940567463855,False,-0.17433977127075195,0.1269903655961134,3,3,1,0.9486832980505139
323,10,23,True,-0.024603314125959837,False,-0.01714300364255905,0.007460310483400786,3,3,1,0.9486832980505139
324,10,24,True,-0.011887147095194636,False,-0.04322986304759979,0.031342715952405155,1,1,1,0.39999999999999997
325,10,25,False,-0.9999998838780374,True,-0.03546846657991409,0.9645314172981233,0,2,0,
326,10,26,False,-0.9999998185195453,True,0.043977245688438416,1.0439770642079838,0,3,0,
327,10,27,False,-0.999999845774042,True,0.09571617096662521,1.0957160167406672,0,3,0,
328,10,28,False,-0.999999887969298,True,0.0874706283211708,1.0874705162904688,0,0,1,
329,10,29,False,-0.9999999503034934,True,0.2659751772880554,1.265975127591549,0,0,1,
330,11,0,False,-0.9999794351548298,True,-1.2466347217559814,0.24665528660115166,0,0,1,
331,11,1,False,-0.9999787020111782,True,-1.4332058429718018,0.43322714096062354,0,0,1,
332,11,2,False,-0.99994314177785,True,-0.8774036765098572,0.12253946526799286,0,0,1,
333,11,3,False,-0.9999471582198676,True,-0.8766526579856873,0.12329450023418032,0,2,0,
334,11,4,False,-0.9999467642719628,True,-0.8537821173667908,0.14616464690517206,0,0,1,
335,11,5,False,-0.9998996888575896,True,-1.1348212957382202,0.1349216068806306,0,0,1,
336,11,6,False,-0.9982710179468495,True,-0.7583778500556946,0.2398931678911549,0,3,0,
337,11,7,False,-0.9982132409007975,True,-0.7505770921707153,0.24763614873008222,0,2,0,
338,11,8,False,-0.99818983714724,True,-0.7140559554100037,0.2841338817372363,0,2,0,
339,11,9,True,-0.9981680436203978,True,-0.6294940114021301,0.36867403221826767,3,3,1,0.7745966692414834
340,11,10,True,-0.99811833587027,True,-0.5924638509750366,0.40565448489523337,3,3,1,0.7745966692414834
341,11,11,True,-0.9980961906547415,True,-0.8250027894973755,0.17309340115736604,0,0,1,0.9486832980505139
342,11,12,True,-0.9976328859339147,True,-0.8300209641456604,0.16761192178825435,1,0,0,0.39999999999999997
343,11,13,True,-0.9995058023075746,True,-0.649257481098175,0.3502483212093995,2,0,0,0.21081851067789195
344,11,14,True,-0.9904088708609817,True,-0.7063613533973694,0.28404751746361234,1,3,0,0.2581988897471611
345,11,15,True,-0.9989792996375847,True,-0.4452836215496063,0.5536956780879784,0,0,1,0.7745966692414834
346,11,16,True,-0.9774834752475056,True,-0.4784790873527527,0.4990043878947529,3,3,1,0.9486832980505139
347,11,17,True,-0.9770405979947632,True,-0.49829941987991333,0.47874117811484984,3,3,1,0.9486832980505139
348,11,18,True,-0.9767135698042809,True,-0.5056234002113342,0.4710901695929467,1,1,1,0.9486832980505139
349,11,19,True,-0.9773477878818031,True,-0.27389001846313477,0.7034577694186683,3,3,1,0.7745966692414834
350,11,20,True,-0.9772147331481007,True,-0.39701709151268005,0.5801976416354206,1,1,1,0.7745966692414834
351,11,21,True,-0.8320090054631716,False,-0.2794787287712097,0.5525302766919619,0,0,1,0.19999999999999998
352,11,22,True,-0.050186965287969176,False,-0.1495313048362732,0.09934433954830402,3,3,1,0.7745966692414834
353,11,23,True,-0.03977639888901412,False,-0.26611876487731934,0.2263423659883052,1,1,1,0.7745966692414834
354,11,24,True,-0.00038036124451059717,False,-0.009142957627773285,0.008762596383262688,3,3,1,0.632455532033676
355,11,25,True,0.01578273650205404,False,0.024734236299991608,0.008951499797937568,3,3,1,1.0
356,11,26,True,0.0319004761665057,False,0.07914131134748459,0.047240835180978887,1,1,1,1.0
357,11,27,True,-0.23272409076946102,False,0.12319224327802658,0.35591633404748757,1,1,1,0.9486832980505139
358,11,28,True,-0.8046283574895476,False,0.21690839529037476,1.0215367527799224,1,1,1,0.9486832980505139
360,12,0,False,-0.9999783796626871,True,-1.403501272201538,0.403522892538851,0,0,1,
361,12,1,False,-0.9999473509845616,True,-1.2874873876571655,0.28754003667260397,0,3,0,
362,12,2,False,-0.9999479904476972,True,-1.0704597234725952,0.070511733024898,0,2,0,
363,12,3,False,-0.9999404800579755,True,-1.3508095741271973,0.35086909406922173,0,1,0,
364,12,4,False,-0.9999406991809122,True,-1.3979398012161255,0.39799910203521327,0,0,1,
365,12,5,False,-0.9986244916783853,True,-1.1232693195343018,0.12464482785591646,0,3,0,
366,12,6,False,-0.9982693961382116,True,-0.8025979399681091,0.1956714561701025,0,2,0,
367,12,7,False,-0.9982209401624218,True,-0.7633963227272034,0.23482461743521843,0,2,0,
368,12,8,False,-0.9981963015654413,True,-1.0945841073989868,0.09638780583354556,0,3,0,
369,12,9,False,-0.9981700759844339,True,-0.7011575102806091,0.2970125657038247,0,2,0,
370,12,10,True,-0.99814670424257,True,-0.6805725693702698,0.31757413487230024,3,3,1,0.7745966692414834
371,12,11,True,-0.9981233056707859,True,-0.6899515390396118,0.30817176663117407,0,0,1,0.632455532033676
372,12,12,True,-0.988593843950208,True,-0.5551037192344666,0.43349012471574144,3,2,0,0.2581988897471611
373,12,13,True,-0.9882224551612043,True,-0.9597476124763489,0.02847484268485545,1,2,0,0.7378647873726218
374,12,14,True,-0.9768913229295167,True,-0.43922844529151917,0.5376628776379976,3,2,0,0.2581988897471611
375,12,15,True,-0.9762712633368722,True,-0.6940832734107971,0.2821879899260751,3,3,1,0.7745966692414834
376,12,16,True,-0.9759179500880126,True,-0.5659620761871338,0.40995587390087884,3,3,1,0.9486832980505139
377,12,17,True,-0.9772357792823096,True,-0.3895012140274048,0.5877345652549049,0,0,1,0.7745966692414834
378,12,18,True,-0.9763822061111895,True,-0.2430793046951294,0.7333029014160601,3,3,1,0.632455532033676
379,12,19,True,-0.9761138023771272,True,-0.36845478415489197,0.6076590182222352,3,2,0,-0.10540925533894598
380,12,20,True,-0.9769346616193869,True,-0.16275489330291748,0.8141797683164694,3,3,1,0.7745966692414834
381,12,21,True,-0.9767005280854095,True,-0.26807308197021484,0.7086274461151947,3,3,1,0.632455532033676
382,12,22,True,-0.9816444519570816,True,-0.32989564538002014,0.6517488065770615,2,1,0,-0.316227766016838
383,12,23,True,-0.0282124165532359,False,-0.18040400743484497,0.15219159088160908,3,3,1,0.632455532033676
384,12,24,True,-0.013195776107042125,False,-0.11241275817155838,0.09921698206451626,0,0,1,0.7999999999999999
385,12,25,True,0.0013513842617228495,False,-0.12401047348976135,0.1253618577514842,0,0,1,0.39999999999999997
386,12,26,True,0.04418655049825028,False,0.12405537813901901,0.07986882764076873,1,3,0,0.21081851067789195
387,12,27,True,0.04431424441115606,False,0.12485264986753464,0.08053840545637858,2,3,0,0.39999999999999997
388,12,28,True,0.0634226348640124,False,0.18711286783218384,0.12369023296817144,2,3,0,0.7999999999999999
389,12,29,True,0.09965529718702962,False,0.235588937997818,0.13593364081078838,1,1,1,0.7999999999999999
390,13,0,False,-0.9999365450426412,True,-1.4064838886260986,0.40654734358345745,0,3,0,
391,13,1,False,-0.9999352340382173,True,-1.3551056385040283,0.35517040446581105,0,3,0,
392,13,2,False,-0.9999335797139066,True,-1.439766526222229,0.4398329465083224,0,2,0,
393,13,3,False,-0.9999390301127159,True,-0.9873228073120117,0.01261622280070418,0,0,1,
394,13,4,False,-0.999923772715144,True,-1.3318254947662354,0.33190172205109136,0,0,1,
395,13,5,False,-0.9992657253952804,True,-1.2009031772613525,0.20163745186607218,0,3,0,
396,13,6,False,-0.9992733109848989,True,-1.4008820056915283,0.4016086947066294,0,2,0,
397,13,7,False,-0.9982801385415246,True,-1.253577709197998,0.2552975706564734,0,3,0,
398,13,8,False,-0.9982192016691288,True,-1.123095989227295,0.12487678755816611,0,0,1,
399,13,9,False,-0.9994835373969034,True,-0.7582518458366394,0.24123169156026403,0,3,0,
400,13,10,False,-0.9994779558552792,True,-0.7074049115180969,0.2920730443371823,0,3,0,
401,13,11,False,-0.9994710607777164,True,-1.0262302160263062,0.02675915524858974,0,3,0,
402,13,12,False,-0.9994636700057581,True,-1.0923689603805542,0.09290529037479611,0,2,0,
403,13,13,True,-0.9864029530319505,True,-0.8111090064048767,0.17529394662707376,3,3,1,0.9486832980505139
404,13,14,True,-0.9778587868170233,True,-0.5289499163627625,0.44890887045426087,3,3,1,0.7745966692414834
405,13,15,True,-0.9765810875368707,True,-0.5225113034248352,0.45406978411203547,0,0,1,0.7745966692414834
406,13,16,True,-0.9722022281389215,True,-0.5917535424232483,0.38044868571567325,3,3,1,0.9486832980505139
407,13,17,True,-0.9736118652468974,True,-0.33908578753471375,0.6345260777121836,3,3,1,0.7745966692414834
408,13,18,True,-0.973485666680588,True,-0.2805066704750061,0.6929789962055819,3,3,1,0.7745966692414834
409,13,19,True,-0.9731430973194167,True,-0.1992655098438263,0.7738775874755904,3,2,0,0.2581988897471611
410,13,20,True,-0.9727512636016425,True,-0.34852537512779236,0.6242258884738502,3,3,1,0.9486832980505139
411,13,21,True,-0.9767398344677564,True,-0.20229482650756836,0.774445007960188,0,0,1,0.9486832980505139
412,13,22,True,-0.9818429659265034,True,-0.35595476627349854,0.6258881996530049,0,0,1,0.632455532033676
413,13,23,True,-0.03563520917046067,False,-0.19269457459449768,0.157059365424037,3,3,1,0.7745966692414834
414,13,24,True,-0.025136681328013347,False,-0.12289261072874069,0.09775592940072735,3,3,1,0.9486832980505139
415,13,25,True,-0.011427278433522935,False,-0.12942475080490112,0.11799747237137818,0,0,1,0.9486832980505139
416,13,26,True,0.1000083502903431,False,0.09762539714574814,0.002382953144594968,3,3,1,0.632455532033676
417,13,27,True,0.12792235020747736,False,0.14184793829917908,0.013925588091701718,1,1,1,0.632455532033676
418,13,28,True,0.16719171030059055,False,0.2518819272518158,0.08469021695122525,1,1,1,0.9486832980505139
419,13,29,True,0.1424785067481656,False,0.2117355763912201,0.0692570696430545,2,2,1,0.316227766016838
420,14,0,False,-0.9999323979596724,True,-1.4813517332077026,0.48141933524803027,0,3,0,
421,14,1,False,-0.9999350256353122,True,-1.1081852912902832,0.10825026565497098,0,0,1,
422,14,2,False,-0.9998982157142252,True,-1.4994150400161743,0.4995168243019491,0,0,1,
423,14,3,False,-0.9988453112504833,True,-1.669084072113037,0.6702387608625539,0,0,1,
424,14,4,False,-0.9993037478864756,True,-0.9589828848838806,0.040320863002594964,0,3,0,
425,14,5,False,-0.9992784729281078,True,-0.9753561615943909,0.023922311333716917,0,0,1,
426,14,6,False,-0.9992585893659055,True,-1.3345699310302734,0.33531134166436793,0,0,1,
427,14,7,False,-0.9983004326696038,True,-1.2890758514404297,0.2907754187708259,0,0,1,
428,14,8,False,-0.998284089303458,True,-1.2415307760238647,0.24324668672040672,0,0,1,
429,14,9,False,-0.9999787218340714,True,-1.2250380516052246,0.22505932977115317,0,3,0,
430,14,10,False,-0.9999792866141926,True,-1.2835372686386108,0.2835579820244183,0,2,0,
431,14,11,False,-0.9994768213459501,True,-0.8615373969078064,0.13793942443814367,0,0,1,
432,14,12,False,-0.9993355902829277,True,-0.6399106979370117,0.359424892345916,0,2,0,
433,14,13,True,-0.9993248155151249,True,-0.8991703391075134,0.10015447640761144,3,3,1,0.632455532033676
434,14,14,True,-0.9996548986891332,True,-0.9179044365882874,0.0817504621008458,3,3,1,0.9486832980505139
435,14,15,True,-0.9996606724716167,True,-0.9951547384262085,0.004505934045408222,1,2,0,0.39999999999999997
436,14,16,True,-0.9666365343874468,True,-0.41286006569862366,0.5537764686888231,3,3,1,0.7745966692414834
437,14,17,True,-0.9661194046186508,True,-0.731465220451355,0.23465418416729578,2,2,1,0.9486832980505139
438,14,18,False,-0.9448522853143033,True,-0.5102361440658569,0.4346161412484464,0,3,0,
439,14,19,False,-0.9448538913472897,True,-0.24687981605529785,0.6979740752919918,0,3,0,
440,14,20,True,-0.944134251161362,True,-0.16508999466896057,0.7790442564924014,3,3,1,0.7745966692414834
441,14,21,True,-0.9426788479944521,True,-0.28318795561790466,0.6594908923765475,3,3,1,0.7745966692414834
442,14,22,True,-0.9354879243665575,True,-0.17986583709716797,0.7556220872693895,3,3,1,0.7745966692414834
444,14,24,False,-0.15379883841481115,False,-0.19853752851486206,0.04473869010005091,0,1,0,
445,14,25,True,-0.010856745190245584,False,-0.15754297375679016,0.14668622856654456,3,1,0,0.7378647873726218
446,14,26,True,0.06707341350669425,False,-0.01781093329191208,0.08488434679860633,0,0,1,0.9486832980505139
447,14,27,True,0.14261848972674496,False,0.11146726459264755,0.031151225134097404,1,1,1,0.9486832980505139
448,14,28,True,0.1905600022818855,False,0.25336387753486633,0.06280387525298084,3,3,1,0.9486832980505139
449,14,29,True,0.2050184798131367,False,0.3454929292201996,0.14047444940706288,1,1,1,1.0
450,15,0,False,-0.9999122694504649,True,-1.1604866981506348,0.1605744287001699,0,3,0,
451,15,1,False,-0.9999106610046794,True,-1.7497978210449219,0.7498871600402425,0,0,1,
452,15,2,False,-0.9985701753869279,True,-1.4905322790145874,0.49196210362765946,0,3,0,
453,15,3,False,-0.9985118537634197,True,-1.0208829641342163,0.022371110370796643,0,2,0,
454,15,4,False,-0.9984806483955724,True,-1.050661325454712,0.052180677059139535,0,2,0,
455,15,5,False,-0.9984566758238549,True,-1.4703710079193115,0.47191433209545663,0,2,0,
456,15,6,False,-0.998435347197842,True,-1.3184802532196045,0.3200449060217625,0,3,0,
457,15,7,False,-0.9983634655448563,True,-1.341052770614624,0.3426893050697677,0,0,1,
458,15,8,False,-0.9999317055080423,True,-0.8404861092567444,0.15944559625129795,0,3,0,
459,15,9,False,-0.99997744604188,True,-1.2450004816055298,0.2450230355636498,0,0,1,
460,15,10,False,-0.9999905028582812,True,-0.7949166893959045,0.20507381346237663,0,3,0,
461,15,11,False,-0.999990677796106,True,-1.3322513103485107,0.3322606325524048,0,2,0,
462,15,12,False,-0.9998070094950785,True,-1.1390764713287354,0.13926946183365685,0,3,0,
463,15,13,True,-0.999662424845204,True,-0.6191832423210144,0.38047918252418955,3,2,0,0.2581988897471611
464,15,14,True,-0.9996589770213063,True,-0.9816360473632812,0.0180229296580251,0,0,1,0.9486832980505139
465,15,15,True,-0.9996644320543251,True,-0.9632462859153748,0.036418146138950336,0,0,1,0.9486832980505139
466,15,16,False,-0.9245118442958133,True,-0.7384126782417297,0.1860991660540836,0,3,0,
467,15,17,True,-0.965017061542767,True,-0.4553488492965698,0.5096682122461972,0,0,1,0.7745966692414834
468,15,18,False,-0.9439694150431603,True,-0.5600382685661316,0.38393114647702875,0,0,1,
469,15,19,False,-0.9274843111850689,True,-0.48998087644577026,0.43750343473929865,0,1,0,
470,15,20,False,-0.9805867726209764,True,-0.4334201514720917,0.5471666211488847,0,3,0,
471,15,21,False,-0.9868471757465788,True,-0.4530363976955414,0.5338107780510374,0,1,0,
472,15,22,True,-0.4936305580673268,False,-0.05070621520280838,0.4429243428645184,3,3,1,0.7745966692414834
473,15,23,True,-0.47556271928482524,False,-0.12144733220338821,0.354115387081437,1,1,1,0.7745966692414834
474,15,24,True,-0.037390338106756585,False,-0.12762954831123352,0.09023921020447694,3,3,1,0.7745966692414834
475,15,25,True,-0.023256492891621457,False,-0.1702485978603363,0.14699210496871484,0,0,1,0.9486832980505139
476,15,26,True,0.17616718102136597,False,0.11680448800325394,0.059362693018112034,1,1,1,0.9486832980505139
477,15,27,True,0.17539255503860665,False,0.19021344184875488,0.014820886810148232,3,3,1,0.7999999999999999
478,15,28,True,0.18975382784438907,False,0.33450010418891907,0.14474627634453,3,3,1,0.7999999999999999
479,15,29,True,0.21991257927741756,False,0.3292406499385834,0.10932807066116582,1,1,1,0.39999999999999997
480,16,0,False,-0.9994461100293,True,-1.805964469909668,0.806518359880368,0,3,0,
481,16,1,False,-0.9998238751573741,True,-1.2325019836425781,0.23267810848520398,0,0,1,
482,16,2,False,-0.9985480129234503,True,-1.56949782371521,0.5709498107917597,0,3,0,
483,16,3,False,-0.9985230091474231,True,-1.6404756307601929,0.6419526216127698,0,2,0,
484,16,4,False,-0.9984996976406486,True,-1.5978121757507324,0.5993124781100838,0,2,0,
485,16,5,False,-0.998475382900909,True,-1.5111584663391113,0.5126830834382023,0,0,1,
486,16,6,False,-0.998453257420007,True,-1.5002498626708984,0.5017966052508914,0,0,1,
487,16,7,False,-0.9999546375751769,True,-0.9384967684745789,0.06145786910059803,0,3,0,
489,16,9,False,-0.9999771414352284,True,-1.3272783756256104,0.32730123419038193,0,0,1,
490,16,10,False,-0.9999948145795,True,-1.3664911985397339,0.3664963839602339,0,3,0,
491,16,11,False,-0.9999910041656755,True,-0.8997431397438049,0.10024786442187061,0,0,1,
493,16,13,False,-0.9990484114192848,True,-1.1000174283981323,0.10096901697884753,0,3,0,
494,16,14,True,-0.9996251983635916,True,-0.6187246441841125,0.3809005541794791,3,2,0,0.2581988897471611
495,16,15,True,-0.9996667834675729,True,-0.6863240599632263,0.31334272350434655,0,0,1,0.7745966692414834
496,16,16,False,-0.9005194703553472,True,-0.6916739344596863,0.2088455358956609,0,3,0,
497,16,17,False,-0.9041823453744755,True,-0.6535362005233765,0.25064614485109904,0,3,0,
498,16,18,False,-0.9055068403537138,True,-0.6153144836425781,0.29019235671113564,0,2,0,
499,16,19,False,-0.9266916256090482,True,-0.4763295650482178,0.4503620605608304,0,1,0,
500,16,20,False,-0.9780534975640304,True,-0.4731808006763458,0.5048726968876845,0,1,0,
501,16,21,False,-0.992692134254527,True,-0.2815219461917877,0.7111701880627392,0,3,0,
502,16,22,False,-0.9927719775840872,True,-0.335252970457077,0.6575190071270102,0,2,0,
503,16,23,True,-0.4651608705662048,False,0.0276968851685524,0.4928577557347572,3,3,1,0.7745966692414834
504,16,24,True,-0.4588353019709916,False,0.031232185661792755,0.49006748763278435,3,3,1,0.7745966692414834
505,16,25,True,-0.45840898892896986,False,-0.016523204743862152,0.4418857841851077,2,1,0,0.7378647873726218
506,16,26,True,0.19253026170372534,False,0.19853150844573975,0.00600124674201441,3,3,1,0.632455532033676
507,16,27,True,0.20655325882417389,False,0.21513739228248596,0.008584133458312077,1,1,1,0.9486832980505139
508,16,28,True,0.22298772067285777,False,0.2275102734565735,0.0045225527837157165,1,1,1,0.9486832980505139
509,16,29,True,0.2347132625745875,False,0.3429658114910126,0.10825254891642508,1,1,1,0.39999999999999997
510,17,0,False,-0.9988821625565176,True,-1.7232154607772827,0.7243332982207651,0,3,0,
511,17,1,False,-0.9986460211400601,True,-1.300398588180542,0.3017525670404819,0,2,0,
512,17,2,False,-0.9985711793376623,True,-1.2675323486328125,0.26896116929515024,0,0,1,
513,17,3,False,-0.9985653456379934,True,-1.1786975860595703,0.18013224042157694,0,3,0,
514,17,4,False,-0.9985509741607934,True,-1.5643033981323242,0.5657524239715308,0,2,0,
515,17,5,False,-0.9985237186680199,True,-1.5239267349243164,0.5254030162562965,0,2,0,
516,17,6,False,-0.9984876877052081,True,-1.5525429248809814,0.5540552371757733,0,0,1,
517,17,7,False,-0.9998052328748281,True,-1.05423903465271,0.05443380177788182,0,3,0,
518,17,8,False,-0.9998030805128829,True,-1.4607360363006592,0.46093295578777627,0,2,0,
519,17,9,False,-0.9999282763319686,True,-1.4068012237548828,0.40687294742291424,0,0,1,
520,17,10,False,-0.9999999867713875,True,-0.9180025458335876,0.08199744093779981,0,3,0,
521,17,11,False,-1.0000001032506993,True,-0.9144986271858215,0.08550147606487779,0,2,0,
522,17,12,False,-1.0000000358987469,True,-0.9006198048591614,0.09938023103958549,0,0,1,
523,17,13,False,-0.9985111712367807,True,-0.7001985311508179,0.2983126400859628,0,3,0,
524,17,14,False,-0.9984796288646933,True,-0.6878471374511719,0.31063249141352145,0,3,0,
525,17,15,False,-0.998445445843306,True,-1.038257122039795,0.039811676196488954,0,2,0,
526,17,16,False,-0.8860046821473161,False,-0.46503183245658875,0.42097284969072735,0,3,0,
527,17,17,False,-0.8843451057715532,False,-0.7073622941970825,0.1769828115744707,0,3,0,
528,17,18,False,-0.8881131735154648,False,-0.31129172444343567,0.5768214490720291,0,3,0,
529,17,19,False,-0.8867494438929866,False,-0.5217908024787903,0.3649586414141963,0,2,0,
530,17,20,False,-0.9120801988149669,True,-0.23604688048362732,0.6760333183313396,0,3,0,
531,17,21,False,-0.9092808598258952,True,-0.3352442681789398,0.5740365916469554,0,3,0,
532,17,22,False,-0.9110168233457024,True,-0.3776555061340332,0.5333613172116692,0,1,0,
533,17,23,False,0.05513884936101157,False,0.00315701961517334,0.05198182974583823,0,1,0,
534,17,24,True,-0.4070676774139067,False,0.14948171377182007,0.5565493911857268,3,3,1,0.7745966692414834
535,17,25,True,-0.4513499434898886,False,0.10952141135931015,0.5608713548491988,0,0,1,0.9486832980505139
536,17,26,True,0.24308318577453478,False,0.25610971450805664,0.013026528733521864,3,1,0,0.7378647873726218
537,17,27,True,0.22349196259021914,False,0.3498855233192444,0.12639356072902524,3,3,1,0.7999999999999999
538,17,28,True,0.2364150112440227,False,0.21953919529914856,0.01687581594487414,1,1,1,0.9486832980505139
539,17,29,True,0.24921773701825697,False,0.3637763559818268,0.11455861896356981,1,1,1,0.9486832980505139
540,18,0,False,-0.9998785079737122,True,-1.7980070114135742,0.798128503439862,0,3,0,
541,18,1,False,-0.999915265267101,True,-1.866105556488037,0.8661902912209362,0,2,0,
542,18,2,False,-0.9999060267162552,True,-1.821983814239502,0.8220777875232468,0,2,0,
543,18,3,False,-0.9999071535891592,True,-1.41239595413208,0.4124888005429209,0,0,1,
544,18,4,False,-0.99856705882021,True,-1.7437279224395752,0.7451608636193652,0,0,1,
545,18,5,False,-0.9985571861055436,True,-1.7051008939743042,0.7065437078687606,0,0,1,
546,18,6,False,-0.9991180284293341,True,-1.1364734172821045,0.13735538885277043,0,3,0,
547,18,7,False,-0.999128123943125,True,-1.775597095489502,0.776468971546377,0,0,1,
548,18,8,False,-0.998509241234367,True,-1.4311904907226562,0.43268124948828923,0,2,0,
549,18,9,False,-0.9982791403219362,True,-0.9519107937812805,0.04636834654065569,0,3,0,
550,18,10,False,-0.9981399425659307,True,-0.9736446738243103,0.024495268741620446,0,2,0,
551,18,11,False,-0.9980571023636947,True,-0.9193137288093567,0.07874337355433803,0,2,0,
552,18,12,False,-0.9979938595048543,True,-0.8622429370880127,0.1357509224168416,0,2,0,
553,18,13,False,-0.9979355343819203,True,-1.172042727470398,0.17410719308847766,0,3,0,
554,18,14,False,-0.9979951500318609,True,-1.0868269205093384,0.08883177047747748,0,3,0,
555,18,15,False,-0.9979746695456428,True,-1.0565398931503296,0.058565223604686745,0,2,0,
556,18,16,False,-0.9644380153051348,True,-0.8489882349967957,0.11544978030833919,0,3,0,
557,18,17,False,-0.8756748243401106,False,-0.4159180819988251,0.4597567423412855,0,2,0,
558,18,18,False,-0.8578866165066288,False,-0.5804060101509094,0.27748060635571936,0,3,0,
559,18,19,False,-0.8566139214369519,False,-0.5098688006401062,0.3467451207968457,0,3,0,
