state,row,col,covered,pi_d_star_V,pi_d_star_action,best_config_action,argmax_disagree,rank_correlation,ppo_discounted_return,ppo_discounted_return_stderr,value_gap,is_disagreement,severity_raw,severity,statistically_significant,true_value_pi_beta,critic_pred_pi_beta,critic_abs_error
134,4,14,True,0.1486878185339229,1,1,0,1.0,0.09669025949319,0.0230713909312182,0.0519975590407329,0,0.0,0.0,0,-0.2783178612016014,-0.47278907895088196,0.19447121774928056
135,4,15,True,0.13579364266480567,1,1,0,0.9486832980505139,0.08294611801325655,0.022895308227961816,0.05284752465154913,0,0.0,0.0,0,-0.3327118315441032,-0.33788973093032837,0.005177899386225149
136,4,16,True,0.12314024047833362,2,2,0,0.39999999999999997,0.075684265190015,0.02277042474156133,0.047455975288318616,0,0.0,0.0,0,-0.3525225627888036,-0.33424222469329834,0.018280338095505277
137,4,17,False,-50.0,0,1,1,,0.13012761934284942,0.023863917294797952,-50.13012761934285,0,0.0,0.0,0,-0.3162696919544403,-0.16304144263267517,0.15322824932176515
138,4,18,False,-50.0,0,2,1,,0.09877601374389336,0.03259930822155813,-50.098776013743894,0,0.0,0.0,0,-0.488632127332373,-0.23794645071029663,0.25068567662207636
139,4,19,False,-50.0,0,3,1,,-0.8660203251420379,0.0,-49.13397967485796,0,0.0,0.0,0,-0.9997879980004695,-0.22320908308029175,0.7765789149201777
140,4,20,True,-0.9999989913057304,3,3,0,0.9486832980505139,-0.8660203251420379,0.0,-0.13397866616369258,0,0.0,0.0,0,-0.9999946776215909,-0.20781150460243225,0.7921831730191586
141,4,21,True,-0.9999989913057303,1,1,0,0.8944271909999159,-0.8660203251420379,0.0,-0.13397866616369247,0,0.0,0.0,0,-1.0000005203976636,-0.07105880230665207,0.9289417180910116
142,4,22,True,-0.9999989913057303,1,1,0,0.7745966692414834,-0.8660203251420379,0.0,-0.13397866616369247,0,0.0,0.0,0,-1.0000006407509217,-0.20498669147491455,0.7950139492760071
143,4,23,True,-0.9999989913057304,1,1,0,0.9486832980505139,-0.8660203251420379,0.0,-0.13397866616369258,0,0.0,0.0,0,-1.0000008833452654,-0.30371418595314026,0.6962866973921251
144,4,24,False,-50.0,0,3,1,,-0.8660203251420379,0.0,-49.13397967485796,0,0.0,0.0,0,-1.0000001598470125,0.09830596297979355,1.098306122826806
145,4,25,False,-50.0,0,3,1,,-0.8660203251420379,0.0,-49.13397967485796,0,0.0,0.0,0,-1.0000001932483364,-0.017817310988903046,0.9821828822594334
146,4,26,False,-50.0,0,3,1,,-0.9115734145937447,0.009066763879315928,-49.08842658540625,0,0.0,0.0,0,-1.0000003234831933,0.0985030010342598,1.0985033245174531
147,4,27,False,-50.0,0,1,1,,-0.9115734145937447,0.009066763879315926,-49.08842658540625,0,0.0,0.0,0,-1.000000378379493,0.2865363657474518,1.2865367441269449
148,4,28,False,-50.0,0,1,1,,-0.8660203251420379,0.0,-49.13397967485796,0,0.0,0.0,0,-1.0000004655505381,0.32646623253822327,1.3264666980887614
149,4,29,False,-50.0,0,0,0,,-0.8660203251420379,0.0,-49.13397967485796,0,0.0,0.0,0,-1.0000005209939804,0.2665138840675354,1.2665144050615158
150,5,0,False,-50.0,0,0,0,,-0.9946408130056815,0.0037506495920686103,-49.00535918699432,0,0.0,0.0,0,-0.9999999364213891,-0.8324456214904785,0.16755431493091055
151,5,1,False,-50.0,0,0,0,,-0.879418292627834,0.005741986065341221,-49.12058170737217,0,0.0,0.0,0,-0.9999999647073337,-0.7639427185058594,0.23605724620147428
152,5,2,False,-50.0,0,0,0,,-0.8767386991306748,0.005192539233820164,-49.12326130086932,0,0.0,0.0,0,-0.9999995789845973,-0.8206871747970581,0.17931240418753924
153,5,3,True,-0.11021938496392346,0,0,0,0.316227766016838,-0.18331240608315913,0.029497802645578438,0.07309302111923567,0,0.0,0.0,0,-0.8497460044380336,-0.7929185032844543,0.05682750115357926
154,5,4,True,-0.36729594368094765,0,0,0,0.7745966692414834,-0.1642592968770871,0.029050662839996685,-0.20303664680386055,0,0.0,0.0,0,-0.9682281070533465,-0.7391508221626282,0.22907728489071832
155,5,5,True,-0.38042133040233583,0,0,0,0.316227766016838,-0.19100113499806856,0.03311604036697099,-0.18942019540426727,0,0.0,0.0,0,-0.9891447100097384,-0.727896511554718,0.26124819845502034
156,5,6,True,-0.44507497620111625,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,0.4209453489409216,0,0.0,0.0,0,-0.9895264103428508,-0.5279939770698547,0.4615324332729961
157,5,7,True,-0.45062422621385745,2,3,1,0.39999999999999997,-0.8660203251420379,0.0,0.4153960989281804,1,0.4153960989281804,0.4360569319033239,1,-0.999400069823854,-0.5279534459114075,0.4714466239124465
158,5,8,True,-0.4561179837264709,2,3,1,0.39999999999999997,-0.8660203251420379,0.0,0.409902341415567,1,0.409902341415567,0.43028992770720303,1,-0.9996888000293078,-0.49410974979400635,0.5055790502353015
159,5,9,True,-0.5169407784607711,3,2,1,0.10540925533894598,-0.8660203251420379,0.0,0.34907954668126673,1,0.34907954668126673,0.36644194904284355,1,-0.9996940731798247,-0.41932225227355957,0.5803718209062652
160,5,10,True,-0.5132646785980919,1,1,0,0.7999999999999999,-0.8660203251420379,0.0,0.352755646543946,0,0.0,0.0,0,-0.9996904583653599,-0.6155509352684021,0.38413952309695776
161,5,11,True,-0.5289269321780795,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,0.33709339296395835,0,0.0,0.0,0,-0.9997220495128332,-0.41752010583877563,0.5822019436740575
162,5,12,True,-0.5233755665936747,1,3,1,0.39999999999999997,-0.8660203251420379,0.0,0.3426447585483632,1,0.3426447585483632,0.35968710955850125,1,-0.9997188722649523,-0.4110027849674225,0.5887160872975298
163,5,13,True,-0.518561178835771,1,1,0,0.7999999999999999,-0.8660203251420379,0.0,0.34745914630626684,0,0.0,0.0,0,-0.9997156666131902,-0.5111013650894165,0.4886143015237737
164,5,14,True,0.16126575977044794,1,1,0,0.9486832980505139,0.10717516043381328,0.02337499954362285,0.054090599336634654,0,0.0,0.0,0,-0.26949646464978166,-0.3313586115837097,0.06186214693392805
165,5,15,True,0.14843727969107787,2,2,0,0.7999999999999999,0.0967267185731725,0.02310876550243112,0.05171056111790537,0,0.0,0.0,0,-0.3056773126681208,-0.3584635853767395,0.05278627270861869
166,5,16,True,0.1883820810828754,1,1,0,0.9486832980505139,0.12951614104871212,0.023929471109039344,0.05886594003416329,0,0.0,0.0,0,-0.2325803443518243,-0.31793132424354553,0.08535097989172125
167,5,17,True,0.20079848239358988,3,3,0,0.7745966692414834,0.1697031003441991,0.006146769639599085,0.031095382049390774,0,0.0,0.0,0,-0.22589919157168722,-0.19721966981887817,0.02867952175280905
168,5,18,True,0.21412816437057172,1,1,0,0.9486832980505139,0.18309919826006824,0.00594804452787835,0.031028966110503486,0,0.0,0.0,0,-0.2147357359382112,-0.28547510504722595,0.07073936910901477
169,5,19,True,0.285030694906508,3,3,0,1.0,0.1830979775506458,0.043025609785661854,0.1019327173558622,0,0.0,0.0,0,-0.1608748996635731,-0.10473892837762833,0.056135971285944775
170,5,20,True,0.29931300334258926,1,1,0,1.0,0.1955843982805663,0.043492727950080655,0.10372860506202294,0,0.0,0.0,0,-0.13967594257689717,-0.11656372994184494,0.023112212635052226
171,5,21,True,-0.9999989913057303,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,-0.13397866616369247,0,0.0,0.0,0,-1.0000007036772063,-0.26761379837989807,0.7323869052973082
172,5,22,True,-0.9999989913057303,1,0,1,-0.21081851067789195,-0.8660203251420379,0.0,-0.13397866616369247,0,0.0,0.0,0,-1.000000758332976,-0.14713585376739502,0.852864904565581
173,5,23,True,-0.9999989913057303,1,0,1,-0.21081851067789195,-0.8660203251420379,0.0,-0.13397866616369247,0,0.0,0.0,0,-1.000001060738978,-0.2467373013496399,0.7532637593893381
174,5,24,False,-50.0,0,3,1,,-0.914253008090904,0.009187177704545949,-49.0857469919091,0,0.0,0.0,0,-1.0000001146326025,0.007285326719284058,1.0072854413518866
175,5,25,False,-50.0,0,1,1,,-0.914253008090904,0.00918717770454595,-49.0857469919091,0,0.0,0.0,0,-1.0000000730321301,0.06519147008657455,1.0651915431187047
176,5,26,False,-50.0,0,3,1,,-0.914253008090904,0.009187177704545949,-49.0857469919091,0,0.0,0.0,0,-1.000000002807264,0.18614953756332397,1.186149540370588
177,5,27,False,-50.0,0,1,1,,-0.9169326015880632,0.00929027399213783,-49.083067398411934,0,0.0,0.0,0,-0.9999999815781934,0.24520066380500793,1.2452006453832012
178,5,28,False,-50.0,0,3,1,,-0.8660203251420379,0.0,-49.13397967485796,0,0.0,0.0,0,-1.000000386184783,0.324211984872818,1.324212371057601
179,5,29,False,-50.0,0,0,0,,-0.8660203251420379,0.0,-49.13397967485796,0,0.0,0.0,0,-1.000000489395942,0.13668125867843628,1.1366817480743783
180,6,0,False,-50.0,0,0,0,,-0.989281626011363,0.0051925392338201745,-49.01071837398864,0,0.0,0.0,0,-0.999999933709104,-0.890105128288269,0.10989480542083496
181,6,1,False,-50.0,0,0,0,,-0.879418292627834,0.005741986065341221,-49.12058170737217,0,0.0,0.0,0,-0.9999999989883943,-0.7846020460128784,0.2153979529755159
182,6,2,False,-50.0,0,0,0,,-0.8740591056335155,0.004545487119924429,-49.12594089436649,0,0.0,0.0,0,-0.9999992651057036,-0.8810638189315796,0.118935446174124
183,6,3,True,-0.1370191537767319,0,3,1,0.21081851067789195,-0.529784606757089,0.03557796514622734,0.39276545298035714,1,0.39276545298035714,0.41230069041607686,1,-0.9740815851491638,-0.7019159197807312,0.27216566536843256
184,6,4,True,-0.16446775735088384,2,2,0,0.19999999999999998,-0.5545122917953126,0.03780032606136606,0.39004453444442877,0,0.0,0.0,0,-0.9772330627656115,-0.8990042209625244,0.07822884180308709
185,6,5,True,-0.6215554536345284,1,0,1,-0.10540925533894598,-0.20187242762981802,0.028839287032972883,-0.4196830260047103,0,0.0,0.0,0,-0.9994459766033911,-0.7233418822288513,0.27610409437453975
186,6,6,True,-0.6330197400373492,2,1,1,0.19999999999999998,-0.579339157948799,0.03761508889690368,-0.0536805820885502,0,0.0,0.0,0,-0.9997574211519527,-0.7508584856987,0.2488989354532527
187,6,7,True,-0.6370869928421473,2,2,0,0.39999999999999997,-0.5936433810541623,0.03567398648094329,-0.04344361178798506,0,0.0,0.0,0,-0.9997641883148787,-0.8018632531166077,0.197900935198271
188,6,8,True,-0.5403555764835692,3,3,0,0.9486832980505139,-0.8660203251420379,0.0,0.3256647486584686,0,0.0,0.0,0,-0.9995201281080273,-0.7103106379508972,0.28920949015713004
189,6,9,True,-0.5354805603517543,1,2,1,0.39999999999999997,-0.8660203251420379,0.0,0.3305397647902836,1,0.3305397647902836,0.3469800416479533,1,-0.9994933262088975,-0.729401171207428,0.27009215500146955
190,6,10,True,-0.5077443090193484,1,1,0,0.632455532033676,-0.8660203251420379,0.0,0.35827601612268944,0,0.0,0.0,0,-0.9996861452352495,-0.5157756805419922,0.48391046469325727
191,6,11,True,-0.5131171617000958,2,2,0,0.9486832980505139,-0.8660203251420379,0.0,0.35290316344194206,0,0.0,0.0,0,-0.9996894601192647,-0.541607677936554,0.4580817821827108
192,6,12,True,-0.5076738062467988,1,3,1,0.7378647873726218,-0.8660203251420379,0.0,0.35834651889523905,1,0.35834651889523905,0.37616983883787214,1,-0.9997033499531284,-0.5343406796455383,0.46536267030759004
193,6,13,True,-0.5131729819592863,2,2,0,1.0,-0.8660203251420379,0.0,0.35284734318275157,0,0.0,0.0,0,-0.9997121634344842,-0.4208984673023224,0.5788136961321618
194,6,14,True,0.17458728818729286,3,3,0,0.19999999999999998,0.12141358783850627,0.023740448828845184,0.05317370034878659,0,0.0,0.0,0,-0.24089841535797948,-0.3429866433143616,0.10208822795638209
195,6,15,True,0.18789164373899436,3,3,0,0.7999999999999999,0.1292789544701515,0.023919232213248657,0.05861268926884286,0,0.0,0.0,0,-0.23181905513651094,-0.32410210371017456,0.09228304857366362
196,6,16,True,0.2011856332909342,3,3,0,0.7999999999999999,0.1704581770053649,0.006343893461670172,0.030727456285569305,0,0.0,0.0,0,-0.22305595419780913,-0.2530120611190796,0.02995610692127046
197,6,17,True,0.21508934928096418,1,3,1,0.7378647873726218,0.1842997004372222,0.0059938355432658285,0.030789648843741968,1,0.030789648843741968,0.03232105415487816,1,-0.21401833493677103,-0.2962520122528076,0.08223367731603659
198,6,18,True,0.2278343082500714,1,1,0,0.19999999999999998,0.15760974333220934,0.03231092324577609,0.07022456491786205,0,0.0,0.0,0,-0.2055742119601498,-0.20572501420974731,0.00015080224959751476
199,6,19,True,0.270679887343212,0,0,0,0.19999999999999998,0.24317217354605913,0.005616580637375117,0.02750771379715289,0,0.0,0.0,0,-0.17289363208706632,-0.2144375741481781,0.04154394206111178
200,6,20,True,0.31383300682659476,3,3,0,0.632455532033676,0.28299267196858435,0.005605381911597099,0.03084033485801041,0,0.0,0.0,0,-0.12934921686188258,-0.03574562817811966,0.09360358868376292
201,6,21,True,0.32850367542002745,1,1,0,1.0,0.27617187022170986,0.02657962365334719,0.052331805198317594,0,0.0,0.0,0,-0.09715315744393188,-0.13736844062805176,0.04021528318411988
202,6,22,True,-0.9999989913057302,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,-0.13397866616369236,0,0.0,0.0,0,-1.00000090500067,-0.31288596987724304,0.6871149351234269
203,6,23,True,-0.9999989913057302,1,3,1,0.7378647873726218,-0.8660203251420379,0.0,-0.13397866616369236,0,0.0,0.0,0,-1.0000010101165577,-0.2975849211215973,0.7024160889949604
204,6,24,True,-0.9999989913057302,2,2,0,0.8944271909999159,-0.8660203251420379,0.0,-0.13397866616369236,0,0.0,0.0,0,-1.0000009834705246,-0.4201672077178955,0.5798337757526291
205,6,25,False,-50.0,0,3,1,,-0.914253008090904,0.00918717770454595,-49.0857469919091,0,0.0,0.0,0,-1.0000001022167473,0.12491274625062943,1.1249128484673767
206,6,26,False,-50.0,0,3,1,,-0.9169326015880632,0.00929027399213783,-49.083067398411934,0,0.0,0.0,0,-1.0000000391352024,0.10233836621046066,1.102338405345663
207,6,27,False,-50.0,0,3,1,,-0.914253008090904,0.00918717770454595,-49.0857469919091,0,0.0,0.0,0,-0.9999999763340531,0.25344493985176086,1.2534449161858139
208,6,28,False,-50.0,0,3,1,,-0.9196121950852225,0.009376623980171504,-49.08038780491478,0,0.0,0.0,0,-1.000000162351253,0.18910107016563416,1.1891012325168873
209,6,29,False,-50.0,0,1,1,,-0.9169326015880632,0.00929027399213783,-49.083067398411934,0,0.0,0.0,0,-1.0000001999723578,0.3070937693119049,1.3070939692842627
210,7,0,False,-50.0,0,0,0,,-0.9946408130056815,0.00375064959206861,-49.00535918699432,0,0.0,0.0,0,-0.9999999241281765,-0.9115117788314819,0.08848814529669458
211,7,1,False,-50.0,0,3,1,,-0.8740591056335155,0.004545487119924429,-49.12594089436649,0,0.0,0.0,0,-0.9999981598010335,-1.0315306186676025,0.03153245886656908
212,7,2,False,-50.0,0,0,0,,-0.8740591056335155,0.004545487119924429,-49.12594089436649,0,0.0,0.0,0,-0.9999981983446228,-0.7193158268928528,0.28068237145177
213,7,3,False,-50.0,0,2,1,,-0.8740591056335155,0.004545487119924429,-49.12594089436649,0,0.0,0.0,0,-0.9999981853024498,-0.8412942290306091,0.15870395627184064
214,7,4,True,-0.6184021466597054,3,2,1,0.2581988897471611,-0.49004967186645154,0.037097067528571136,-0.12835247479325385,0,0.0,0.0,0,-0.9988564131986806,-0.7052227854728699,0.2936336277258107
215,7,5,True,-0.6222181249677922,2,0,1,0.21081851067789195,-0.1859718429277047,0.019473273879781212,-0.4362462820400875,0,0.0,0.0,0,-0.9994412447600854,-0.760040819644928,0.23940042511515747
216,7,6,True,-0.6370702842698478,0,0,0,0.39999999999999997,-0.5911237159922356,0.036038445244912024,-0.04594656827761223,0,0.0,0.0,0,-0.9997612685730458,-0.8140208721160889,0.18574039645695695
217,7,7,True,-0.6411211558650658,0,0,0,0.19999999999999998,-0.5882811141748671,0.03645809564225788,-0.052840041690198736,0,0.0,0.0,0,-0.999768518641505,-0.7778770327568054,0.22189148588469954
218,7,8,True,-0.5455209049786076,0,0,0,0.7999999999999999,-0.8660203251420379,0.0,0.32049942016343025,0,0.0,0.0,0,-0.9995308253578261,-0.7469120621681213,0.2526187631897048
219,7,9,True,-0.5297450857713044,1,0,1,0.39999999999999997,-0.8660203251420379,0.0,0.33627523937073345,1,0.33627523937073345,0.3530007853550166,1,-0.99946867101966,-0.7068676948547363,0.29260097616492364
220,7,10,True,-0.5021250971522591,3,3,0,0.316227766016838,-0.8660203251420379,0.0,0.3638952279897788,0,0.0,0.0,0,-0.9996779629931724,-0.4554041624069214,0.544273800586251
221,7,11,True,-0.49654481025963737,1,3,1,0.7378647873726218,-0.8660203251420379,0.0,0.3694755148824005,1,0.3694755148824005,0.38785236512506543,1,-0.9996741570298648,-0.6041157841682434,0.39555837286162143
222,7,12,True,-0.5021346299188519,2,2,0,0.7999999999999999,-0.8660203251420379,0.0,0.3638856952231859,0,0.0,0.0,0,-0.9996915806100265,-0.4562239646911621,0.5434676159188644
223,7,13,True,-0.46176042417788327,3,3,0,0.9486832980505139,-0.8660203251420379,0.0,0.4042599009641546,0,0.0,0.0,0,-0.999798023739096,-0.5104015469551086,0.48939647678398734
224,7,14,True,-0.45584224933096285,3,3,0,0.7999999999999999,-0.8660203251420379,0.0,0.410178075811075,0,0.0,0.0,0,-0.9997929010389169,-0.29227152466773987,0.7075213763711771
225,7,15,True,-0.44965190443631653,3,3,0,1.0,-0.8660203251420379,0.0,0.41636842070572133,0,0.0,0.0,0,-0.9997903567974609,-0.39169061183929443,0.6080997449581664
226,7,16,True,-0.44335619463482057,1,1,0,0.7999999999999999,-0.8660203251420379,0.0,0.4226641305072173,0,0.0,0.0,0,-0.9997874120746602,-0.42663446068763733,0.5731529513870228
227,7,17,True,0.22828513136310438,3,3,0,0.632455532033676,0.15810360038597893,0.03233298058799549,0.07018153097712546,0,0.0,0.0,0,-0.20470169839843294,-0.26052460074424744,0.055822902345814496
228,7,18,True,0.24201351776285804,3,3,0,0.7999999999999999,0.18994006232367033,0.025001733448073694,0.052073455439187705,0,0.0,0.0,0,-0.19574524672883192,-0.19897156953811646,0.003226322809284532
229,7,19,True,0.2564470194307167,0,0,0,1.0,0.2233167613905122,0.006394001549201514,0.033130258040204474,0,0.0,0.0,0,-0.18639626752936356,-0.22894400358200073,0.042547736052637175
230,7,20,True,0.3199842440990898,1,0,1,-0.6000000000000001,0.1955843982805663,0.043492727950080655,0.12439984581852351,1,0.12439984581852351,0.13058720396469253,1,-0.15564651682112038,-0.170813649892807,0.015167133071686628
231,7,21,True,0.343462719457174,3,3,0,0.9486832980505139,0.18492665973302383,0.05666892115907134,0.15853605972415016,0,0.0,0.0,0,-0.08591110314820388,-0.06844153255224228,0.017469570595961603
232,7,22,True,0.3583996529285838,1,1,0,0.7999999999999999,0.27913596088453835,0.037740673398751035,0.07926369204404543,0,0.0,0.0,0,-0.07553569561453341,-0.11605764180421829,0.04052194618968488
233,7,23,True,0.3773995065191986,1,3,1,0.21081851067789195,0.3243447351800696,0.027748629608532888,0.053054771339129,1,0.053054771339129,0.05569359190581346,0,-0.055237062655414754,0.022880829870700836,0.07811789252611559
234,7,24,True,0.3867814023777276,1,1,0,0.7745966692414834,0.31307819188685926,0.03691807728079699,0.07370321049086836,0,0.0,0.0,0,-0.045444653746738894,0.026494987308979034,0.07193964105571793
235,7,25,False,-50.0,0,0,0,,-0.914253008090904,0.00918717770454595,-49.0857469919091,0,0.0,0.0,0,-1.0000001415780082,-0.04020198434591293,0.9597981572320953
236,7,26,False,-50.0,0,1,1,,-0.8767386991306748,0.005192539233820164,-49.12326130086932,0,0.0,0.0,0,-0.9999993792365446,0.1251051425933838,1.1251045218299285
237,7,27,False,-50.0,0,3,1,,-0.8847774796221525,0.006641315664952201,-49.11522252037785,0,0.0,0.0,0,-0.9999995177569936,0.22060120105743408,1.2206007188144277
238,7,28,False,-50.0,0,2,1,,-0.890136666616471,0.007353330029197604,-49.10986333338353,0,0.0,0.0,0,-0.9999994344165376,0.05331110209226608,1.0533105365088038
239,7,29,False,-50.0,0,0,0,,-0.9196121950852225,0.009376623980171504,-49.08038780491478,0,0.0,0.0,0,-1.0000002105375778,0.2562505602836609,1.2562507708212387
240,8,0,False,-50.0,0,3,1,,-0.8740591056335155,0.004545487119924429,-49.12594089436649,0,0.0,0.0,0,-0.999998058494215,-1.1466426849365234,0.14664462644230847
241,8,1,False,-50.0,0,0,0,,-0.8740591056335155,0.004545487119924429,-49.12594089436649,0,0.0,0.0,0,-0.999998164145629,-0.8155031204223633,0.18449504372326575
242,8,2,False,-50.0,0,3,1,,-0.7390441935932706,0.025416708579891808,-49.26095580640673,0,0.0,0.0,0,-0.9997698451691897,-1.068581461906433,0.06881161673724345
243,8,3,True,-0.6518910013860298,3,2,1,0.2581988897471611,-0.7809114503839232,0.02246699215006402,0.12902044899789333,1,0.12902044899789333,0.13543762516782257,1,-0.9997618020297712,-0.7692127823829651,0.23054901964680607
244,8,4,True,-0.6483747491023738,3,3,0,0.7745966692414834,-0.5997818533793796,0.038261287475123675,-0.04859289572299419,0,0.0,0.0,0,-0.9997589369233212,-0.7552013993263245,0.24455753759699672
245,8,5,True,-0.644561200516395,3,3,0,0.19999999999999998,-0.5789848029489018,0.037502802876858116,-0.06557639756749323,0,0.0,0.0,0,-0.9997561493284177,-0.6959783434867859,0.30377780584163183
246,8,6,True,-0.6411045883746725,0,0,0,0.632455532033676,-0.5919788049160004,0.03623228371221879,-0.049125783458672134,0,0.0,0.0,0,-0.9997619868713409,-0.7315372228622437,0.2682247640090972
247,8,7,True,-0.6450560714468386,0,0,0,0.316227766016838,-0.6067233931245606,0.035306848568365315,-0.038332678322278047,0,0.0,0.0,0,-0.999770680563573,-0.840965986251831,0.15880469431174193
248,8,8,True,-0.551279916656359,0,0,0,0.7999999999999999,-0.8660203251420379,0.0,0.31474040848567886,0,0.0,0.0,0,-0.9995389822551144,-0.8103194236755371,0.18921955857957728
249,8,9,True,-0.5241313912854342,3,2,1,0.2581988897471611,-0.8660203251420379,0.0,0.3418889338566037,1,0.3418889338566037,0.35889369190966963,1,-0.9993832436608846,-0.566327691078186,0.43305555258269857
250,8,10,True,-0.5187606677197844,1,2,1,0.39999999999999997,-0.8660203251420379,0.0,0.3472596574222535,1,0.3472596574222535,0.36453154273730354,1,-0.9993742459888655,-0.8273014426231384,0.17207280336572706
251,8,11,True,-0.490905939238684,3,3,0,0.9486832980505139,-0.8660203251420379,0.0,0.3751143859033539,0,0.0,0.0,0,-0.9995762902674179,-0.5873415470123291,0.4122347432550888
252,8,12,True,-0.4852189718000852,1,1,0,0.7999999999999999,-0.8660203251420379,0.0,0.38080135334195264,0,0.0,0.0,0,-0.9997186039457734,-0.7264924645423889,0.27322613940338447
253,8,13,True,-0.4675913977501592,0,0,0,0.7999999999999999,-0.8660203251420379,0.0,0.3984289273918787,0,0.0,0.0,0,-0.9997990987824898,-0.5863417983055115,0.4134573004769784
254,8,14,False,-50.0,0,1,1,,-0.8660203251420379,0.0,-49.13397967485796,0,0.0,0.0,0,-0.9996192339544065,-0.6623375415802002,0.33728169237420635
255,8,15,True,-0.4557760337649337,0,0,0,0.39999999999999997,-0.8660203251420379,0.0,0.41024429137710416,0,0.0,0.0,0,-0.9997914045244916,-0.490953654050827,0.5088377504736645
256,8,16,True,-0.437098066158457,1,0,1,-0.6000000000000001,-0.8660203251420379,0.0,0.4289222589835809,1,0.4289222589835809,0.4502558516076974,1,-0.9997848406272287,-0.41467395424842834,0.5851108863788004
257,8,17,False,-50.0,0,3,1,,0.19483815933711118,0.04347731815858529,-50.19483815933711,0,0.0,0.0,0,-0.3379092749655421,-0.36768704652786255,0.029777771562320476
258,8,18,False,-50.0,0,3,1,,0.25875036161549625,0.02370325578209602,-50.2587503616155,0,0.0,0.0,0,-0.3001425059776466,-0.17929935455322266,0.12084315142442392
259,8,19,True,0.3196809015241734,3,3,0,0.7745966692414834,0.22477967676194344,0.044527822370155054,0.09490122476222995,0,0.0,0.0,0,-0.2906707116511621,-0.1334402859210968,0.1572304257300653
260,8,20,True,0.33523269639657577,1,1,0,0.9486832980505139,0.17185521348130758,0.057115150968547045,0.16337748291526819,0,0.0,0.0,0,-0.28235857390789476,-0.16172751784324646,0.1206310560646483
261,8,21,True,0.3592855519970583,3,3,0,0.632455532033676,0.28104452142479025,0.03781960887194786,0.07824103057226806,0,0.0,0.0,0,-0.16018984398747965,-0.10788383334875107,0.052306010638728584
262,8,22,True,0.37370414995609547,1,1,0,0.39999999999999997,0.30184941581480423,0.03656781232727797,0.07185473414129123,0,0.0,0.0,0,-0.06472242197239124,-0.07786308974027634,0.013140667767885097
263,8,23,True,0.3913126326219002,1,3,1,0.7378647873726218,0.31308100567763925,0.03692036783637936,0.07823162694426095,1,0.07823162694426095,0.08212268557923519,1,-0.04483220994065959,0.02827741950750351,0.0731096294481631
264,8,24,True,0.40663674225177887,1,1,0,0.7745966692414834,0.2967378462670348,0.04564546764797357,0.10989889598474406,0,0.0,0.0,0,-0.034365016345141934,0.04350694268941879,0.07787195903456073
265,8,25,False,-50.0,0,0,0,,-0.914253008090904,0.009187177704545949,-49.0857469919091,0,0.0,0.0,0,-1.0000001621989725,-0.11501050740480423,0.8849896547941682
266,8,26,False,-50.0,0,0,0,,-0.879418292627834,0.005741986065341218,-49.12058170737217,0,0.0,0.0,0,-0.9999992944357562,-0.018006928265094757,0.9819923661706614
267,8,27,False,-50.0,0,0,0,,-0.890136666616471,0.007353330029197604,-49.10986333338353,0,0.0,0.0,0,-0.9999995796318034,0.09484553337097168,1.094845113002775
268,8,28,False,-50.0,0,1,1,,-0.9785632520227259,0.00701682287568208,-49.021436747977276,0,0.0,0.0,0,-1.000000012928915,0.2923924922943115,1.2923925052232266
269,8,29,False,-50.0,0,1,1,,-0.9410489430624964,0.009500823086761558,-49.0589510569375,0,0.0,0.0,0,-1.0000001674969108,0.16093754768371582,1.1609377151806266
270,9,0,False,-50.0,0,0,0,,-0.8740591056335155,0.004545487119924429,-49.12594089436649,0,0.0,0.0,0,-0.9999979317942822,-1.1631478071212769,0.16314987532699465
271,9,1,False,-50.0,0,3,1,,-0.7431526146247901,0.024049458915801993,-49.25684738537521,0,0.0,0.0,0,-0.9997794120035476,-1.1819043159484863,0.18212490394493874
272,9,2,False,-50.0,0,0,0,,-0.793321322763704,0.01968717082987318,-49.2066786772363,0,0.0,0.0,0,-0.9997726190503343,-1.0143624544143677,0.014589835364033354
273,9,3,False,-50.0,0,3,1,,-0.8613816579068347,0.004638667235203202,-49.13861834209317,0,0.0,0.0,0,-0.9998647334923609,-1.110123872756958,0.11025913926459707
274,9,4,False,-50.0,0,2,1,,-0.8613816579068347,0.004638667235203202,-49.13861834209317,0,0.0,0.0,0,-0.9997595810005931,-0.7569593787193298,0.2428002022812633
275,9,5,False,-50.0,0,2,1,,-0.8426408886874168,0.01451846199461431,-49.15735911131258,0,0.0,0.0,0,-0.9997527272143312,-0.7404735088348389,0.2592792183794923
276,9,6,True,-0.6492543454568148,3,3,0,0.9486832980505139,-0.6094299986496846,0.03502130953683299,-0.039824346807130206,0,0.0,0.0,0,-0.9997496943472176,-0.9565609097480774,0.04318878459914022
277,9,7,True,-0.6457114602941997,0,0,0,1.0,-0.6174059816938811,0.033348884430138476,-0.028305478600318623,0,0.0,0.0,0,-0.999767308316807,-0.8290092349052429,0.17075807341156413
278,9,8,True,-0.5560796303735788,0,0,0,0.9486832980505139,-0.8602759807913278,0.0057443443507099075,0.30419635041774906,0,0.0,0.0,0,-0.9995467460498714,-0.873389720916748,0.12615702513312332
