state,row,col,covered,pi_d_star_V,pi_d_star_action,best_config_action,argmax_disagree,rank_correlation,ppo_discounted_return,ppo_discounted_return_stderr,value_gap,is_disagreement,severity_raw,severity,statistically_significant,true_value_pi_beta,critic_pred_pi_beta,critic_abs_error
31,1,1,False,-50.0,0,1,1,,-0.9624856910397704,0.008593817830454811,-49.037514308960226,0,0.0,0.0,0,-0.9999999355189311,-0.6516333222389221,0.34836661328000895
32,1,2,False,-50.0,0,2,1,,-0.9624856910397704,0.008593817830454813,-49.037514308960226,0,0.0,0.0,0,-0.9999999102796614,-0.6833283305168152,0.3166715797628462
33,1,3,True,-0.11057031618202365,1,1,0,0.39999999999999997,-0.17643446661847217,0.02872604668330497,0.06586415043644853,0,0.0,0.0,0,-0.6404924696698217,-0.5844153761863708,0.0560770934834508
34,1,4,True,-0.07061068727771917,3,3,0,1.0,-0.14887609431399051,0.029674110426172656,0.07826540703627134,0,0.0,0.0,0,-0.5549039749984941,-0.5718774199485779,0.016973444950083794
35,1,5,True,-0.06078704813553993,3,3,0,0.9486832980505139,-0.1586836989301638,0.034657441049601515,0.09789665079462387,0,0.0,0.0,0,-0.5042573417023475,-0.5307928919792175,0.026535550276870046
36,1,6,True,-0.050276468505809635,3,3,0,0.7745966692414834,-0.14572848172596597,0.03503879952226977,0.09545201322015634,0,0.0,0.0,0,-0.49740213333779704,-0.5272975564002991,0.029895423062502036
37,1,7,True,-0.03944593036753197,1,1,0,1.0,-0.06382976723346723,0.0049873714053049936,0.02438383686593526,0,0.0,0.0,0,-0.49168772897838414,-0.5317800641059875,0.04009233512760341
38,1,8,False,-50.0,0,3,1,,-0.605501165928659,0.043565004946941224,-49.39449883407134,0,0.0,0.0,0,-0.9470348237629901,-0.48952940106391907,0.457505422699071
39,1,9,False,-50.0,0,3,1,,-0.6507731957532629,0.040354640174191735,-49.34922680424674,0,0.0,0.0,0,-0.9464066839137223,-0.5205623507499695,0.4258443331637528
40,1,10,True,-0.07160963698860864,3,3,0,0.7745966692414834,-0.6047443863625258,0.04375831403782098,0.5331347493739171,0,0.0,0.0,0,-0.945799658110508,-0.44472962617874146,0.5010700319317666
41,1,11,True,-0.06223195742665003,1,1,0,0.9486832980505139,-0.6493154972864723,0.04081812942184613,0.5870835398598223,0,0.0,0.0,0,-0.9445517198504225,-0.3623524010181427,0.5821993188322798
42,1,12,True,-0.9999989913057294,1,1,0,0.9486832980505139,-0.8660203251420379,0.0,-0.13397866616369158,0,0.0,0.0,0,-0.9981780544037129,-0.2747661769390106,0.7234118774647023
43,1,13,True,-0.9999989913057296,2,0,1,0.19999999999999998,-0.8569878643544552,0.006374980103646699,-0.14301112695127438,0,0.0,0.0,0,-0.9991773926385719,-0.44993066787719727,0.5492467247613746
