state,row,col,covered,n_actions_covered,pi_d_star_V,pi_d_star_action,best_config_action,argmax_disagree,rank_correlation,ppo_discounted_return,ppo_discounted_return_stderr,value_gap,is_disagreement,severity_raw,severity,statistically_significant,true_value_pi_beta,critic_pred_pi_beta,critic_abs_error,total_samples,log_coverage,p_beta_star,p_theta_star,delta_p_star,prior_error,C
48,1,18,True,3,-1.000009407896271,0,2,1,-0.2108185106778919,-0.8660203251420378,1.2490984923352586e-17,-0.1339890827542329,0,0.0,0.0,0,-0.999889177169402,-0.3866180777549743,0.6132710994144277,4434,8.39728289474368,0.0039382996037602425,0.0025623508263379335,-0.001375948777422309,0.9960617003962398,-0.0013813891015736753
49,1,19,True,2,-1.1817687366505327,1,1,0,0.632455532033676,-0.7797111226779925,0.0208931907284913,-0.4020576139725402,0,0.0,0.0,0,-0.9811418747180852,-0.0319647416472435,0.9491771330708418,8,2.1972245773362196,0.7190633416175842,0.43851280212402344,-0.2805505394935608,0.28093665838241577,-0.9986256016175383
50,1,20,True,1,-3.531793340370053,3,1,1,0.2581988897471611,-0.8409860138378331,0.0102383047549286,-2.6908073265322203,0,0.0,0.0,0,-0.9994501646216882,-0.1390483081340789,0.8604018564876093,8,2.1972245773362196,0.9826993942260742,0.07763420790433884,-0.9050651863217354,0.01730060577392578,
51,1,21,True,2,-3.6252883959855193,1,0,1,-0.2108185106778919,-0.8660203251420378,1.2490984923352586e-17,-2.759268070843482,0,0.0,0.0,0,-0.9999530949396328,0.00954020768404,1.0094933026236728,13,2.6390573296152584,0.9171746969223022,0.4432249069213867,-0.4739497900009155,0.08282530307769775,-5.7222825922690195
63,2,3,True,4,-0.1056869088581651,1,1,0,0.316227766016838,-0.1701274245797527,0.0239465038665593,0.0644405157215876,0,0.0,0.0,0,-0.6342396553910409,-0.6305562853813171,0.0036833700097237,5887,8.680671660408713,0.7484215497970581,0.9241539239883423,0.17573237419128418,0.2515784502029419,0.6985191857630308
64,2,4,True,3,-0.0638634693600062,3,3,0,0.7999999999999999,-0.1379908925960838,0.0240434273618443,0.0741274232360776,0,0.0,0.0,0,-0.5874585068946582,-0.5369592308998108,0.0504992759948473,4691,8.453614209773367,0.8774751424789429,0.9981679916381836,0.12069284915924072,0.12252485752105713,0.9850478637651012
65,2,5,True,2,-0.0528401889919087,1,1,0,0.948683298050514,-0.1342935632607295,0.0259760038671909,0.0814533742688208,0,0.0,0.0,0,-0.5802196227788678,-0.5499200224876404,0.0302996002912274,7083,8.865593998902725,0.5562585592269897,0.7308856248855591,0.17462706565856934,0.44374144077301025,0.39353337239443764
66,2,6,True,3,-0.063071458891953,2,2,0,0.948683298050514,-0.1378602323076615,0.0240549681127883,0.0747887734157084,0,0.0,0.0,0,-0.5855725353185728,-0.599087655544281,0.0135151202257082,3906,8.27052509505507,0.84113609790802,0.9821133017539978,0.14097720384597778,0.15886390209197998,0.8874086686121682
67,2,7,True,1,-0.0302997229011121,3,3,0,0.7745966692414834,-0.0795170399273755,0.0191379306028242,0.0492173170262634,0,0.0,0.0,0,-0.4850422298251066,-0.4909098148345947,0.0058675850094881,50,3.9318256327243257,0.9983294606208801,0.9967997074127197,-0.0015297532081604004,0.001670539379119873,
68,2,8,True,1,-0.0194197960836491,3,3,0,0.7745966692414834,-0.0560921345985136,0.0163226880264341,0.0366723385148644,0,0.0,0.0,0,-0.4792281262727008,-0.5112529993057251,0.0320248730330242,58,4.07753744390572,0.9937475919723511,0.9996721744537354,0.005924582481384277,0.006252408027648926,
69,2,9,True,3,-0.0084177974729134,1,1,0,1.0,-0.0395352829867603,0.0132756420812891,0.0311174855138468,0,0.0,0.0,0,-0.4733443816480646,-0.5129793286323547,0.0396349469842901,158,5.0689042022202315,0.9259999990463257,0.9891960620880127,0.06319606304168701,0.07400000095367432,0.8540008409087614
70,2,10,True,1,0.0005921010414546,3,3,0,0.7745966692414834,-0.6269752572229141,0.0340896319917096,0.6275673582643688,0,0.0,0.0,0,-0.8949692318260641,-0.502613365650177,0.3923558661758871,7,2.0794415416798357,0.996547520160675,0.9997547268867493,0.0032072067260742188,0.003452479839324951,
71,2,11,True,4,0.0115185777066798,1,0,1,-0.3999999999999999,-0.6171719868859171,0.0353802562962284,0.628690564592597,1,0.628690564592597,0.7222966593319554,1,-0.8938184708962957,-0.3390867710113525,0.5547316998849432,172,5.153291594497779,0.07496721297502518,0.24963034689426422,0.17466313391923904,0.9250327870249748,0.1888183168955322
72,2,12,True,1,-1.0002485385874555,3,3,0,0.7745966692414834,-0.8660203251420378,1.2490984923352586e-17,-0.1342282134454178,0,0.0,0.0,0,-0.9997490046450276,-0.4495322704315185,0.5502167342135091,63,4.1588830833596715,0.9982520937919617,0.9998793601989746,0.0016272664070129395,0.00174790620803833,
73,2,13,True,2,-1.0000148073168975,3,3,0,0.948683298050514,-0.8660203251420378,1.2490984923352586e-17,-0.1339944821748599,0,0.0,0.0,0,-0.9997890595982284,-0.4742652773857116,0.5255237822125167,125,4.836281906951478,0.9921998381614685,0.9981371164321899,0.0059372782707214355,0.007800161838531494,
74,2,14,True,3,-1.0000086584663963,0,0,0,0.7999999999999999,-0.8660203251420378,1.2490984923352586e-17,-0.1339883333243587,0,0.0,0.0,0,-0.9997877880849432,-0.4388028383255005,0.5609849497594427,222,5.407171771460119,0.7291656732559204,0.9424034953117371,0.21323782205581665,0.2708343267440796,0.7873367627335962
75,2,15,True,1,-1.0000623731803275,3,3,0,0.7745966692414834,-0.8660203251420378,1.2490984923352586e-17,-0.1340420480382897,0,0.0,0.0,0,-0.9997711493947576,-0.340906023979187,0.6588651254155705,197,5.288267030694535,0.9979027509689331,0.9991586208343506,0.0012558698654174805,0.0020972490310668945,
76,2,16,True,3,-1.000064479086658,2,0,1,-0.6000000000000001,-0.8660203251420378,1.2490984923352586e-17,-0.1340441539446202,0,0.0,0.0,0,-0.9997686127587576,-0.3565570712089538,0.6432115415498038,381,5.945420608606575,0.35230302810668945,0.12253302335739136,-0.2297700047492981,0.6476969718933105,-0.3547492341636979
77,2,17,True,2,-1.1509778368116228,3,1,1,0.7378647873726218,-0.5668548608697044,0.0416946616193443,-0.5841229759419184,0,0.0,0.0,0,-0.7285407971139668,-0.1478426158428192,0.5806981812711476,3,1.3862943611198906,0.4354996979236603,0.30536550283432007,-0.1301341950893402,0.5645003020763397,-0.23052989451144992
78,2,18,True,1,-1.118291720740807,3,1,1,0.2581988897471611,-0.7192344766334239,0.0299380869428697,-0.3990572441073831,0,0.0,0.0,0,-0.966426468003318,-0.1827185153961181,0.7837079526071998,6,1.9459101490553132,0.9896887540817261,0.3031185269355774,-0.6865702271461487,0.010311245918273926,
79,2,19,True,2,-1.1187000662311335,2,1,1,0.1054092553389459,-0.7762256801857816,0.0210013781955931,-0.3424743860453521,0,0.0,0.0,0,-0.97278417587355,-0.2044628262519836,0.7683213496215665,10,2.3978952727983707,0.5626813173294067,0.18366147577762604,-0.3790198415517807,0.43731868267059326,-0.866690257176308
80,2,20,True,2,-2.385403133235846,1,3,1,0.7378647873726218,-0.8660203251420378,1.2490984923352586e-17,-1.5193828080938083,0,0.0,0.0,0,-0.9999789406738392,-0.1298694908618927,0.8701094498119464,14,2.70805020110221,0.5497634410858154,0.32063207030296326,-0.22913137078285217,0.45023655891418457,-0.5089132951252072
81,2,21,True,2,-2.4031128894436744,2,1,1,-0.2108185106778919,-0.8660203251420378,1.2490984923352586e-17,-1.5370925643016369,0,0.0,0.0,0,-0.9999679500563544,-0.2361650168895721,0.7638029331667823,13,2.6390573296152584,0.519157350063324,0.21755918860435486,-0.3015981614589691,0.480842649936676,-0.6272283906152828
93,3,3,True,3,-0.095652817460319,3,3,0,0.1999999999999999,-0.1382028180068133,0.0188462690385537,0.0425500005464942,0,0.0,0.0,0,-0.6269368354096164,-0.626750648021698,0.0001861873879184,4869,8.490849216076635,0.9097676277160645,0.9940803647041321,0.08431273698806763,0.09023237228393555,0.9343956592735863
94,3,4,True,4,-0.0852349477037916,0,0,0,0.7999999999999999,-0.1491658412279216,0.0229667118672454,0.0639308935241299,0,0.0,0.0,0,-0.6063343237987391,-0.5613827109336853,0.0449516128650537,4891,8.495356496807062,0.9594078063964844,0.9792124032974243,0.01980459690093994,0.040592193603515625,0.4878917629922
95,3,5,True,2,-0.0419227462082858,3,3,0,0.316227766016838,-0.0780315055675116,0.0160138416554066,0.0361087593592257,0,0.0,0.0,0,-0.5674864417813945,-0.5043124556541443,0.0631739861272502,4031,8.302017809751204,0.9984116554260254,0.6885361671447754,-0.30987548828125,0.0015883445739746094,
96,3,6,True,2,-0.0311654661136126,3,3,0,0.948683298050514,-0.0822648882037999,0.0191475520564239,0.0510994220901873,0,0.0,0.0,0,-0.5624079285130568,-0.5667696595191956,0.0043617310061387,3929,8.276394704863307,0.5155407190322876,0.6680777072906494,0.15253698825836182,0.4844592809677124,0.314860287026946
97,3,7,True,3,-0.0197261385918773,3,3,0,0.7999999999999999,-0.0560921345985136,0.0163226880264341,0.0363659960066363,0,0.0,0.0,0,-0.4947826804124337,-0.5076467990875244,0.0128641186750906,2185,7.689828668736484,0.9946624636650085,0.9998681545257568,0.005205690860748291,0.005337536334991455,
98,3,8,True,2,-0.0087123663067233,3,3,0,0.948683298050514,-0.0389154718277276,0.0132910150099259,0.0302031055210042,0,0.0,0.0,0,-0.4873227263032924,-0.5113561749458313,0.0240334486425389,6553,8.787830829258759,0.5382274985313416,0.704048216342926,0.16582071781158447,0.46177250146865845,0.3590961291202809
99,3,9,True,2,0.0027076423204495,3,3,0,0.316227766016838,-0.0627485589376034,0.0240140878833997,0.0654562012580529,0,0.0,0.0,0,-0.4667662653797523,-0.4543457329273224,0.0124205324524299,3587,8.185350223178686,0.9984195232391357,0.7094319462776184,-0.28898757696151733,0.0015804767608642578,
100,3,10,True,3,0.0142665571678404,3,3,0,1.0,-0.0560867697429174,0.0247378165782515,0.0703533269107579,0,0.0,0.0,0,-0.4601939225143163,-0.4946437478065491,0.0344498252922327,3560,8.177796683277778,0.9940786361694336,0.9998579025268555,0.005779266357421875,0.005921363830566406,
101,3,11,True,2,0.0256547621517737,3,3,0,0.316227766016838,-0.0412539389106693,0.0251772320366968,0.0669087010624431,0,0.0,0.0,0,-0.4540806737136358,-0.4470531344413757,0.0070275392722601,3577,8.182559264068665,0.9981087446212769,0.9709107875823975,-0.027197957038879395,0.0018912553787231445,
102,3,12,True,3,0.037544771717454,1,1,0,1.0,-0.0188163218174111,0.0222149802812567,0.0563610935348651,0,0.0,0.0,0,-0.4360337424282499,-0.4805168211460113,0.0444830787177614,3844,8.254528881939745,0.9454231262207031,0.988979697227478,0.0435565710067749,0.054576873779296875,0.798077427133571
103,3,13,True,2,0.0728722088545196,3,3,0,0.948683298050514,0.0255274274870626,0.0190875653549391,0.047344781367457,0,0.0,0.0,0,-0.4086464649065113,-0.3933848738670349,0.0152615910394763,8261,9.01942196795671,0.41443905234336853,0.6183269619941711,0.2038879096508026,0.5855609476566315,0.3481924647925137
104,3,14,True,3,0.0849097134899657,3,3,0,1.0,0.0515093279690613,0.0141146729875387,0.0334003855209043,0,0.0,0.0,0,-0.3748873905723694,-0.367435872554779,0.0074515180175904,3582,8.183955717304954,0.9929597973823547,0.9698717594146729,-0.023088037967681885,0.007040202617645264,
105,3,15,True,3,0.0970822773716222,3,3,0,1.0,0.0502064256083054,0.0195093403365813,0.0468758517633167,0,0.0,0.0,0,-0.3670621147491872,-0.3340957164764404,0.0329663982727468,3803,8.24380842366528,0.9925523996353149,0.6661357879638672,-0.32641661167144775,0.007447600364685059,
106,3,16,True,3,0.1093914160336885,1,1,0,1.0,0.0628182896432267,0.0197075759043091,0.0465731263904617,0,0.0,0.0,0,-0.3598788045077449,-0.3196269571781158,0.040251847329629,12018,9.39424400995279,0.9799781441688538,0.6862534284591675,-0.2937247157096863,0.02002185583114624,-14.670204310070227
107,3,17,True,1,-2.4213655420180498,0,0,0,0.7745966692414834,-0.5528176102597484,0.0420291223231915,-1.8685479317583011,0,0.0,0.0,0,-0.537315612441952,-0.2034194767475128,0.3338961356944392,1,0.6931471805599453,0.49030959606170654,0.9882070422172546,0.4978974461555481,0.5096904039382935,0.9768625077269983
110,3,20,True,3,-2.4000531146886077,0,0,0,0.3999999999999999,-0.8660203251420378,1.2490984923352586e-17,-1.5340327895465695,0,0.0,0.0,0,-0.9999876016677344,-0.1774848401546478,0.8225027615130867,13,2.6390573296152584,0.4161927103996277,0.4520278871059418,0.03583517670631409,0.5838072896003723,0.06138185895356664
123,4,3,True,4,-0.1056871060324903,0,0,0,0.316227766016838,-0.1705424808166638,0.0239472934437979,0.0648553747841735,0,0.0,0.0,0,-0.7540346191209741,-0.7362136840820312,0.0178209350389428,882,6.78332520060396,0.4264240562915802,0.6377576589584351,0.21133360266685486,0.5735759437084198,0.36844920883621884
124,4,4,True,2,-0.4959597353401627,1,0,1,-0.1054092553389459,-0.1390020465012068,0.0188205886193257,-0.3569576888389559,0,0.0,0.0,0,-0.9678732519267323,-0.6506583094596863,0.317214942467046,515,6.246106765481563,0.09323495626449585,0.041013870388269424,-0.052221085876226425,0.9067650437355042,-0.057590537082347966
125,4,5,True,4,-0.5015791250163917,2,2,0,0.316227766016838,-0.1592102116963171,0.0215547228097275,-0.3423689133200745,0,0.0,0.0,0,-0.978293413649758,-0.7434723973274231,0.2348210163223349,681,6.525029657843462,0.48054230213165283,0.6354333758354187,0.15489107370376587,0.5194576978683472,0.29817841633568765
126,4,6,True,2,-0.0522150078080338,3,3,0,0.948683298050514,-0.095173540500651,0.0211454453255213,0.0429585326926172,0,0.0,0.0,0,-0.6242874043841083,-0.5648267865180969,0.0594606178660114,1995,7.59890045687141,0.7773306965827942,0.9975358247756958,0.2202051281929016,0.2226693034172058,0.9889334758474221
127,4,7,True,3,-0.030878150203525,3,3,0,0.7999999999999999,-0.0809061066532564,0.0191340596979214,0.0500279564497313,0,0.0,0.0,0,-0.5076747027140286,-0.5289687514305115,0.0212940487164828,3572,8.181160858023409,0.9949371814727783,0.9995787739753723,0.004641592502593994,0.00506281852722168,
128,4,8,True,3,-0.0197186571939029,0,0,0,0.7999999999999999,-0.0563433153281851,0.0163117873688564,0.0366246581342822,0,0.0,0.0,0,-0.4989137488747882,-0.5260427594184875,0.0271290105436993,6603,8.795430805040018,0.7012882828712463,0.9107240438461304,0.20943576097488403,0.29871171712875366,0.7011300493599686
129,4,9,True,2,-0.6495678374101318,1,3,1,0.7378647873726218,-0.8660203251420378,1.2490984923352586e-17,0.2164524877319059,1,0.2164524877319059,0.2486802213966099,1,-0.9997106327914796,-0.5375686883926392,0.4621419443988404,15,2.772588722239781,0.6045437455177307,0.4805447459220886,-0.12399899959564209,0.3954562544822693,-0.3135593335297766
130,4,10,True,1,-0.6663644620401431,3,3,0,0.7745966692414834,-0.8660203251420378,1.2490984923352586e-17,0.1996558631018946,0,0.0,0.0,0,-0.9997279038406024,-0.4301338791847229,0.5695940246558795,7,2.0794415416798357,0.9941773414611816,0.999657154083252,0.0054798126220703125,0.005822658538818359,
131,4,11,True,1,-0.6631751211861688,1,1,0,0.7745966692414834,-0.8660203251420378,1.2490984923352586e-17,0.2028452039558689,0,0.0,0.0,0,-0.9997254103175832,-0.5342176556587219,0.4655077546588612,4,1.6094379124341003,0.9303499460220337,0.9323168992996216,0.0019669532775878906,0.06965005397796631,0.028240513326954972
132,4,12,True,4,0.0491961235644887,3,3,0,0.632455532033676,0.0040453231771248,0.0186589791500595,0.0451508003873639,0,0.0,0.0,0,-0.4286176399928106,-0.4391800165176391,0.0105623765248284,8206,9.012742727629712,0.9983945488929749,0.9994120597839355,0.0010175108909606934,0.0016054511070251465,
133,4,13,True,3,0.0609682580923172,0,0,0,0.7999999999999999,0.0398951842116326,0.0044984375310115,0.0210730738806845,0,0.0,0.0,0,-0.4221664105763174,-0.4520541429519653,0.0298877323756479,12940,9.46815584482167,0.6358253955841064,0.8284575939178467,0.19263219833374023,0.36417460441589355,0.5289556053550374
134,4,14,True,3,0.1474939778904314,1,1,0,0.948683298050514,0.1105547328784515,0.0147034015524264,0.0369392450119799,0,0.0,0.0,0,-0.2783178612016014,-0.4727890789508819,0.1944712177492805,150,5.017279836814924,0.8904110789299011,0.9121828675270081,0.021771788597106934,0.10958892107009888,0.19866778853658523
135,4,15,True,2,0.1344255643210409,1,1,0,0.948683298050514,0.0987209115305001,0.0146535574157749,0.0357046527905407,0,0.0,0.0,0,-0.3327118315441032,-0.3378897309303283,0.0051778993862251,13041,9.475930197953147,0.5784732103347778,0.7218303084373474,0.14335709810256958,0.42152678966522217,0.34009012384817633
136,4,16,True,4,0.1218386618346418,2,2,0,0.316227766016838,0.0905297732332134,0.0145610075041859,0.0313088886014283,0,0.0,0.0,0,-0.3525225627888036,-0.3342422246932983,0.0182803380955052,17238,9.754929537894979,0.5232826471328735,0.36444979906082153,-0.158832848072052,0.47671735286712646,-0.3331803365595606
140,4,20,True,2,-3.507780682830446,3,3,0,0.948683298050514,-0.8660203251420378,1.2490984923352586e-17,-2.6417603576884083,0,0.0,0.0,0,-0.9999946776215908,-0.2078115046024322,0.7921831730191586,8,2.1972245773362196,0.9893423318862915,0.7164133191108704,-0.27292901277542114,0.010657668113708496,
141,4,21,True,2,-2.308557796336445,1,1,0,0.948683298050514,-0.8660203251420378,1.2490984923352586e-17,-1.4425374711944077,0,0.0,0.0,0,-1.0000005203976636,-0.071058802306652,0.9289417180910116,7,2.0794415416798357,0.35804784297943115,0.5379005074501038,0.1798526644706726,0.6419521570205688,0.28016521559084023
142,4,22,True,1,-1.0358747796305592,1,1,0,0.7745966692414834,-0.8660203251420378,1.2490984923352586e-17,-0.1698544544885214,0,0.0,0.0,0,-1.0000006407509217,-0.2049866914749145,0.7950139492760071,6,1.9459101490553132,0.9839977025985718,0.5617319941520691,-0.4222657084465027,0.016002297401428223,
143,4,23,True,2,-0.9999996429992944,3,1,1,0.7378647873726218,-0.8660203251420378,1.2490984923352586e-17,-0.1339793178572565,0,0.0,0.0,0,-1.0000008833452654,-0.3037141859531402,0.6962866973921251,17,2.8903717578961645,0.12720760703086853,0.39916470646858215,0.2719570994377136,0.8727923929691315,0.3115942595610272
153,5,3,True,4,-0.1156172401902914,0,0,0,0.316227766016838,-0.1610336110360679,0.0188980318285591,0.0454163708457765,0,0.0,0.0,0,-0.8497460044380336,-0.7929185032844543,0.0568275011535792,518,6.251903883165888,0.5626009702682495,0.7648884654045105,0.202287495136261,0.4373990297317505,0.46247815240998713
154,5,4,True,1,-0.5014044046855408,0,0,0,0.7745966692414834,-0.158795155459406,0.021551083101993,-0.3426092492261348,0,0.0,0.0,0,-0.9682281070533464,-0.7391508221626282,0.2290772848907183,53,3.9889840465642745,0.9774646162986755,0.9773869514465332,-7.766485214233398e-05,0.022535383701324463,-0.0034463514432092595
155,5,5,True,4,-0.5081143713309468,0,0,0,0.316227766016838,-0.1656208544007359,0.02116684099635,-0.3424935169302109,0,0.0,0.0,0,-0.9891447100097384,-0.727896511554718,0.2612481984550203,359,5.886104031450156,0.4799489974975586,0.6534309387207031,0.17348194122314453,0.5200510025024414,0.3335863990038748
156,5,6,True,1,-0.4797848496857712,3,3,0,0.7745966692414834,-0.8660203251420378,1.2490984923352586e-17,0.3862354754562665,0,0.0,0.0,0,-0.9895264103428508,-0.5279939770698547,0.4615324332729961,509,6.234410725718371,0.998548686504364,0.6087790727615356,-0.38976961374282837,0.0014513134956359863,
157,5,7,True,3,-0.4856600362366376,2,3,1,0.3999999999999999,-0.8660203251420378,1.2490984923352586e-17,0.3803602889054001,1,0.3803602889054001,0.4369923480511274,1,-0.999400069823854,-0.5279534459114075,0.4714466239124465,510,6.236369590203704,0.002797650871798396,0.004955008625984192,0.002157357754185796,0.9972023491282016,0.002163410220675727
158,5,8,True,3,-0.4952278118713528,2,3,1,0.3999999999999999,-0.8660203251420378,1.2490984923352586e-17,0.3707925132706849,1,0.3707925132706849,0.4260000208755625,1,-0.9996888000293078,-0.4941097497940063,0.5055790502353015,518,6.251903883165888,0.0029183481819927692,0.0020532584749162197,-0.0008650897070765495,0.9970816518180072,-0.000867621729373123
159,5,9,True,2,-0.6452871515597263,1,2,1,-0.1054092553389459,-0.8660203251420378,1.2490984923352586e-17,0.2207331735823114,1,0.2207331735823114,0.2535982609911776,1,-0.9996940731798248,-0.4193222522735595,0.5803718209062652,577,6.359573868672378,0.0021768955048173666,0.02315288595855236,0.020975990453734994,0.9978231044951826,0.02102175261250053
160,5,10,True,3,-0.6477474835048123,1,1,0,1.0,-0.8660203251420378,1.2490984923352586e-17,0.2182728416372255,0,0.0,0.0,0,-0.99969045836536,-0.6155509352684021,0.3841395230969577,590,6.3818160174060985,0.8706327080726624,0.8761570453643799,0.005524337291717529,0.12936729192733765,0.042702735826150015
161,5,11,True,1,-0.6594107914663403,3,3,0,0.7745966692414834,-0.8660203251420378,1.2490984923352586e-17,0.2066095336756974,0,0.0,0.0,0,-0.9997220495128332,-0.4175201058387756,0.5822019436740575,7,2.0794415416798357,0.9984760880470276,0.9602857828140259,-0.03819030523300171,0.0015239119529724121,
162,5,12,True,3,-0.6555898149852109,3,3,0,0.7999999999999999,-0.8660203251420378,1.2490984923352586e-17,0.2104305101568269,0,0.0,0.0,0,-0.9997188722649524,-0.4110027849674225,0.5887160872975298,103,4.6443908991413725,0.9935029149055481,0.9993332028388977,0.005830287933349609,0.006497085094451904,
163,5,13,True,3,-0.6517255824055849,1,1,0,0.7999999999999999,-0.8660203251420378,1.2490984923352586e-17,0.2142947427364528,0,0.0,0.0,0,-0.9997156666131902,-0.5111013650894165,0.4886143015237737,1650,7.409136443920128,0.9438349604606628,0.6653257012367249,-0.278509259223938,0.05616503953933716,-4.958765479527068
164,5,14,True,2,0.1600246246596417,1,1,0,0.948683298050514,0.108979180013295,0.0205597006887503,0.0510454446463466,0,0.0,0.0,0,-0.2694964646497816,-0.3313586115837097,0.061862146933928,4963,8.509967146324497,0.6921002864837646,0.8991705775260925,0.20707029104232788,0.30789971351623535,0.6725251176026482
165,5,15,True,3,0.1471536904250527,2,2,0,0.7999999999999999,0.1108725206105253,0.0147419354377296,0.0362811698145274,0,0.0,0.0,0,-0.3056773126681208,-0.3584635853767395,0.0527862727086186,9059,9.111624399037025,0.5452715754508972,0.7176492810249329,0.17237770557403564,0.4547284245491028,0.37907836033113834
166,5,16,True,2,0.1532093117003388,1,1,0,0.948683298050514,0.1313118808295149,0.0210445402918713,0.0218974308708239,0,0.0,0.0,0,-0.2325803443518243,-0.3179313242435455,0.0853509798917212,96,4.574710978503383,0.5212024450302124,0.5471522808074951,0.025949835777282715,0.4787975549697876,0.0541979287653634
167,5,17,True,1,-1.10714842391018,3,3,0,0.7745966692414834,0.1620190149055874,0.0155283674165836,-1.2691674388157674,0,0.0,0.0,0,-0.2258991915716872,-0.1972196698188781,0.028679521752809,54,4.007333185232471,0.9921851754188538,0.9973115921020508,0.0051264166831970215,0.00781482458114624,
168,5,18,True,2,0.1790462125219915,1,1,0,0.948683298050514,0.1582987365266503,0.0214446931614868,0.0207474759953411,0,0.0,0.0,0,-0.2147357359382112,-0.2854751050472259,0.0707393691090147,182,5.209486152841421,0.9762587547302246,0.9801843762397766,0.003925621509552002,0.02374124526977539,0.16535027817389383
169,5,19,True,3,0.2843846954801078,3,3,0,1.0,0.2132542965677101,0.0272510935755269,0.0711303989123977,0,0.0,0.0,0,-0.1608748996635731,-0.1047389283776283,0.0561359712859447,5316,8.57866451350434,0.6376487016677856,0.4454670548439026,-0.19218164682388306,0.36235129833221436,-0.5303738325443649
170,5,20,True,3,0.2987953537604317,1,1,0,1.0,0.2104442534938696,0.031533625715033,0.0883511002665621,0,0.0,0.0,0,-0.1396759425768971,-0.1165637299418449,0.0231122126350522,3631,8.197538739721184,0.9728457927703857,0.994339644908905,0.021493852138519287,0.027154207229614258,0.7915477685195754
171,5,21,True,1,-1.0358747796305592,3,3,0,0.7745966692414834,-0.8660203251420378,1.2490984923352586e-17,-0.1698544544885214,0,0.0,0.0,0,-1.0000007036772065,-0.267613798379898,0.7323869052973082,1,0.6931471805599453,0.9972648620605469,0.9986891150474548,0.001424252986907959,0.002735137939453125,
172,5,22,True,2,-1.001869700838095,1,0,1,-0.2108185106778919,-0.8660203251420378,1.2490984923352586e-17,-0.1358493756960572,0,0.0,0.0,0,-1.000000758332976,-0.147135853767395,0.852864904565581,9,2.302585092994046,0.865562379360199,0.38446730375289917,-0.4810950756072998,0.13443762063980103,-3.5785747569595774
173,5,23,True,3,-0.9999997398652348,0,0,0,0.3999999999999999,-0.8660203251420378,1.2490984923352586e-17,-0.1339794147231972,0,0.0,0.0,0,-1.000001060738978,-0.2467373013496399,0.7532637593893381,27,3.332204510175204,0.6007391810417175,0.6049570441246033,0.004217863082885742,0.39926081895828247,0.010564179810807966
183,6,3,True,2,-0.1257058364336885,0,3,1,0.2108185106778919,-0.545974402150671,0.0269615465251813,0.4202685657169823,1,0.4202685657169823,0.4828425908321374,1,-0.9740815851491638,-0.7019159197807312,0.2721656653684325,1398,7.243512974665482,0.0005703351926058531,0.10725696384906769,0.10668662865646183,0.9994296648073941,0.10674751051843356
184,6,4,True,4,-0.1457337303465226,2,2,0,0.316227766016838,-0.5389348528918371,0.0293965574582816,0.3932011225453144,0,0.0,0.0,0,-0.9772330627656116,-0.8990042209625244,0.078228841803087,1496,7.311218384419629,0.813148021697998,0.9234228730201721,0.11027485132217407,0.18685197830200195,0.5901722439563413
185,6,5,True,2,-0.5511768168250173,1,0,1,-0.1054092553389459,-0.1974443296697753,0.0227382506915183,-0.3537324871552419,0,0.0,0.0,0,-0.9994459766033912,-0.7233418822288513,0.2761040943745397,845,6.740519359606223,0.1199992448091507,0.05703399330377579,-0.06296525150537491,0.8800007551908493,-0.07155136076186591
186,6,6,True,3,-0.5562882960710582,2,1,1,0.3999999999999999,-0.5499967020639188,0.0292550199104407,-0.0062915940071394,0,0.0,0.0,0,-0.9997574211519528,-0.7508584856987,0.2488989354532527,14933,9.611395771595648,0.000182657633558847,5.596538176178001e-05,-0.000126692251797067,0.9998173423664412,-0.00012671539733167907
187,6,7,True,4,-0.561212214154622,2,2,0,0.316227766016838,-0.5546006021006511,0.0287237346907915,-0.0066116120539708,0,0.0,0.0,0,-0.9997641883148788,-0.8018632531166077,0.197900935198271,14952,9.612667227583843,0.6042880415916443,0.7881526947021484,0.18386465311050415,0.3957119584083557,0.4646426503006125
188,6,8,True,2,-0.800157479712184,1,3,1,0.7378647873726218,-0.8660203251420378,1.2490984923352586e-17,0.0658628454298537,1,0.0658628454298537,0.0756692018416217,1,-0.9995201281080272,-0.7103106379508972,0.28920949015713,114,4.74493212836325,0.5818829536437988,0.3874242305755615,-0.1944587230682373,0.41811704635620117,-0.4650820261046581
189,6,9,True,3,-0.8024352146848642,2,2,0,0.7999999999999999,-0.8660203251420378,1.2490984923352586e-17,0.0635851104571735,0,0.0,0.0,0,-0.9994933262088976,-0.729401171207428,0.2700921550014695,81,4.406719247264253,0.34613215923309326,0.5186657309532166,0.1725335717201233,0.6538678407669067,0.2638661224227859
