state,row,col,covered,n_actions_covered,pi_d_star_V,pi_d_star_action,best_config_action,argmax_disagree,rank_correlation,ppo_discounted_return,ppo_discounted_return_stderr,value_gap,is_disagreement,severity_raw,severity,statistically_significant,true_value_pi_beta,critic_pred_pi_beta,critic_abs_error,total_samples,log_coverage,p_beta_star,p_theta_star,delta_p_star,prior_error,C
18,0,18,True,1,-1.2359220054783078,3,1,1,0.2581988897471611,-0.8641729607551556,0.0018473643868821,-0.3717490447231522,0,0.0,0.0,0,-0.9948326245647072,-0.1975308656692505,0.7973017588954567,8,2.1972245773362196,0.9871137142181396,0.3239879906177521,-0.6631257236003876,0.012886285781860352,
19,0,19,True,2,-1.2387271157065545,1,3,1,0.7378647873726218,-0.856118177724283,0.0062809498286142,-0.3826089379822714,0,0.0,0.0,0,-0.9947717991073046,-0.0156972929835319,0.9790745061237728,9,2.302585092994046,0.24007068574428558,0.4171432554721832,0.17707256972789764,0.7599293142557144,0.23301189519360105
20,0,20,True,1,-3.445447913737099,1,3,1,0.2581988897471611,-0.856118177724283,0.0062809498286142,-2.589329736012816,0,0.0,0.0,0,-0.9993302343215454,-0.0768525674939155,0.92247766682763,7,2.0794415416798357,0.9858407974243164,0.047095976769924164,-0.9387448206543922,0.014159202575683594,
33,1,3,True,4,-0.115609667899538,1,1,0,0.316227766016838,-0.1571713453265765,0.018361627378894,0.0415616774270385,0,0.0,0.0,0,-0.6404924696698217,-0.5844153761863708,0.0560770934834508,7041,8.859647499714997,0.80892014503479,0.863103449344635,0.05418330430984497,0.19107985496520996,0.2835636667178241
34,1,4,True,3,-0.0721163825637018,3,3,0,1.0,-0.1459576853083643,0.0229802086715564,0.0738413027446624,0,0.0,0.0,0,-0.5549039749984941,-0.5718774199485779,0.0169734449500837,127,4.852030263919617,0.4452589452266693,0.5890827775001526,0.14382383227348328,0.5547410547733307,0.2592630039474007
35,1,5,True,2,-0.0622069350371312,3,3,0,0.948683298050514,-0.1462541640957811,0.0264046867707061,0.0840472290586499,0,0.0,0.0,0,-0.5042573417023475,-0.5307928919792175,0.02653555027687,51,3.9512437185814275,0.9936789870262146,0.9991281628608704,0.005449175834655762,0.0063210129737854,
36,1,6,True,1,-0.0516984016210276,3,3,0,0.7745966692414834,-0.1349761266619147,0.0266749848669153,0.083277725040887,0,0.0,0.0,0,-0.497402133337797,-0.5272975564002991,0.029895423062502,52,3.970291913552122,0.9933630228042603,0.9990550875663757,0.0056920647621154785,0.006636977195739746,
37,1,7,True,3,-0.0410589233947389,1,1,0,1.0,-0.0685516052105319,0.0123973183522966,0.0274926818157929,0,0.0,0.0,0,-0.4916877289783841,-0.5317800641059875,0.0400923351276034,53,3.9889840465642745,0.8991214632987976,0.9578178524971008,0.05869638919830322,0.10087853670120239,0.5818521076704278
40,1,10,True,1,-2.634357212225069,3,3,0,0.7745966692414834,-0.6148661768433523,0.0351262156158429,-2.0194910353817166,0,0.0,0.0,0,-0.945799658110508,-0.4447296261787414,0.5010700319317666,1,0.6931471805599453,0.998394787311554,0.9992290735244751,0.0008342862129211426,0.001605212688446045,
41,1,11,True,2,-0.0918993954366854,1,1,0,0.948683298050514,-0.6414037876583543,0.0331763364672555,0.5495043922216688,0,0.0,0.0,0,-0.9445517198504224,-0.3623524010181427,0.5821993188322798,139,4.941642422609304,0.5208820700645447,0.6447267532348633,0.1238446831703186,0.4791179299354553,0.2584847600819331
42,1,12,True,2,-1.0089972561062646,1,1,0,0.948683298050514,-0.855324104587757,0.0106962205542806,-0.1536731515185075,0,0.0,0.0,0,-0.9981780544037128,-0.2747661769390106,0.7234118774647023,83,4.430816798843313,0.6744369268417358,0.7659386396408081,0.09150171279907227,0.32556307315826416,0.28105679158087765
43,1,13,True,3,-1.0095730275546275,2,0,1,0.1999999999999999,-0.852232007376578,0.0090078722380887,-0.1573410201780497,0,0.0,0.0,0,-0.999177392638572,-0.4499306678771972,0.5492467247613746,55,4.02535169073515,0.19432710111141205,0.008058498613536358,-0.1862686024978757,0.805672898888588,-0.2311963114991581
44,1,14,True,2,-1.0000085933467218,1,3,1,0.7378647873726218,-0.8660203251420378,1.2490984923352586e-17,-0.133988268204684,0,0.0,0.0,0,-0.9997841815402128,-0.3218069076538086,0.6779772738864042,161,5.087596335232384,0.5727869868278503,0.389771968126297,-0.18301501870155334,0.42721301317214966,-0.42839289314393064
45,1,15,True,3,-1.000009897030401,2,1,1,0.1999999999999999,-0.8660203251420378,1.2490984923352586e-17,-0.1339895718883632,0,0.0,0.0,0,-0.9997740367481146,-0.3140559494495392,0.6857180872985754,67,4.219507705176107,0.002738006878644228,0.0021295498590916395,-0.0006084570195525885,0.9972619931213558,-0.0006101275529895242
46,1,16,True,2,-1.0001686908776193,3,1,1,0.2108185106778919,-0.8660203251420378,1.2490984923352586e-17,-0.1341483657355815,0,0.0,0.0,0,-0.9997631807900634,-0.1658081114292144,0.833955069360849,303,5.717027701406222,0.3653196394443512,0.25110939145088196,-0.11421024799346924,0.6346803605556488,-0.17994923916265607
47,1,17,True,3,-1.000013450196993,3,3,0,1.0,-0.8660203251420378,1.2490984923352586e-17,-0.1339931250549553,0,0.0,0.0,0,-0.9998869856878384,-0.3089138567447662,0.6909731289430722,2414,7.789454566086673,0.9895473718643188,0.6800784468650818,-0.30946892499923706,0.010452628135681152,
