method,term,coef,std_err,t_stat,p_value_normal_approx,ci95_low,ci95_high,r2
ols,prior_error,49.15723536918941,13.755746342696922,3.5735782083018366,0.0003521360027445297,22.19597253750344,76.11849820087538,0.03787483077345233
ols,log_coverage,1.0355800754477835,1.5773370523426633,0.6565369613994285,0.5114786939870373,-2.0560005471438365,4.127160698039404,0.03787483077345233
ols,intercept,-35.76557559141585,9.758962277765303,-3.664895362174285,0.00024743972729091013,-54.89314165583585,-16.63800952699586,0.03787483077345233
wls,prior_error,-0.10712188797777869,0.12878109512503777,-0.8318137679584923,0.40551407133953266,-0.35953283442285267,0.1452890584672953,0.004008648858457198
wls,log_coverage,0.012699529599485008,0.013039538026722834,0.9739248103313919,0.3300938738459793,-0.012857964932891746,0.03825702413186176,0.004008648858457198
wls,intercept,0.028932375516647256,0.11398113941835804,0.25383476305192426,0.7996232157557772,-0.1944706577433345,0.252335408776629,0.004008648858457198
