factor,raw_r,partial_r_controlling_coverage
coverage,0.059607968387617616,
goal_distance,-0.03909015613315769,-0.042257401937998845
start_distance,-0.003877024077248895,0.0012749681003780932
hazard_distance,-0.06879297545740991,-0.0922211981227609
local_connectivity,-0.049015360181230976,-0.04888560469876443
critic_abs_error,0.1572207440762444,0.19991258859439537
