clip_eps,prefix,best,best_overall,mean,std,final,csv_path,best_checkpoint_epoch,status
0.15,h3_intermediate_clip_0_15,0.36550000000000005,0.404,0.33639344262295096,0.012252929838103483,0.36550000000000005,results\phase2\analysis\h3_intermediate\h3_intermediate_clip_0_15.csv,,ran
0.25,h3_intermediate_clip_0_25,0.357,0.398,0.29536885245901645,0.049336844045073144,0.24450000000000002,results\phase2\analysis\h3_intermediate\h3_intermediate_clip_0_25.csv,,ran
