state,row,col,covered,n_actions_covered,pi_d_star_V,pi_d_star_action,best_config_action,argmax_disagree,rank_correlation,ppo_discounted_return,ppo_discounted_return_stderr,value_gap,is_disagreement,severity_raw,severity,statistically_significant,true_value_pi_beta,critic_pred_pi_beta,critic_abs_error,n_pi_d_star_action,n_best_config_action,pair_min_samples,pi_d_star_action_cross,pi_d_star_V_cross,argmax_disagree_cross,rank_correlation_cross,value_gap_cross,is_disagreement_cross,severity_raw_cross,statistically_significant_cross,is_disagreement_strict,severity_raw_strict,severity_strict,total_samples,log_coverage,goal_distance,hazard_distance,local_connectivity,action_sample_gap,log_n_best_config_action,log_pair_min_samples,pi_beta_prob_gap
18,0,18,True,1,-0.9999989913057304,3,1,1,0.2581988897471611,-0.8641729607551556,0.0018473643868821,-0.1358260305505748,0,0.0,0.0,0,-0.9948326245647072,-0.1975308656692505,0.7973017588954567,8,0,0,3,-1.2359220054783078,1,0.2581988897471611,-0.3717490447231522,0,0.0,0,0,0.0,0.0,8,2.1972245773362196,52,14,2,-2.1972245773362196,0.0,0.0,-0.9746611062437296
19,0,19,True,2,-0.9999989913057304,1,3,1,0.8944271909999159,-0.856118177724283,0.0062809498286142,-0.1438808135814474,0,0.0,0.0,0,-0.9947717991073046,-0.0156972929835319,0.9790745061237728,1,8,1,1,-1.2387271157065545,1,0.7378647873726218,-0.3826089379822714,0,0.0,0,0,0.0,0.0,9,2.302585092994046,51,13,3,1.5040773967762742,2.1972245773362196,0.6931471805599453,0.5197968631982803
20,0,20,True,1,-0.9999989913057304,1,3,1,0.2581988897471611,-0.856118177724283,0.0062809498286142,-0.1438808135814473,0,0.0,0.0,0,-0.9993302343215454,-0.0768525674939155,0.92247766682763,7,0,0,1,-3.445447913737099,1,0.2581988897471611,-2.589329736012816,0,0.0,0,0,0.0,0.0,7,2.0794415416798357,52,12,2,-2.0794415416798357,0.0,0.0,-0.972218532115221
33,1,3,True,4,-0.1105703161820236,1,1,0,0.3999999999999999,-0.1571713453265765,0.018361627378894,0.0466010291445529,0,0.0,0.0,0,-0.6404924696698217,-0.5844153761863708,0.0560770934834508,5687,5687,5687,1,-0.115609667899538,0,0.316227766016838,0.0415616774270385,0,0.0,0,0,0.0,0.0,7041,8.859647499714997,60,28,2,0.0,8.646113971483077,8.646113971483077,0.0
34,1,4,True,3,-0.0706106872777191,3,3,0,1.0,-0.1459576853083643,0.0229802086715564,0.0753469980306451,0,0.0,0.0,0,-0.5549039749984941,-0.5718774199485779,0.0169734449500837,49,49,49,3,-0.0721163825637018,0,1.0,0.0738413027446624,0,0.0,0,0,0.0,0.0,127,4.852030263919617,57,25,2,0.0,3.912023005428146,3.912023005428146,0.0
35,1,5,True,2,-0.0607870481355399,3,3,0,0.948683298050514,-0.1462541640957811,0.0264046867707061,0.0854671159602412,0,0.0,0.0,0,-0.5042573417023475,-0.5307928919792175,0.02653555027687,50,50,50,3,-0.0622069350371312,0,0.948683298050514,0.0840472290586499,0,0.0,0,0,0.0,0.0,51,3.9512437185814275,58,26,2,0.0,3.9318256327243257,3.9318256327243257,0.0
36,1,6,True,1,-0.0502764685058096,3,3,0,0.7745966692414834,-0.1349761266619147,0.0266749848669153,0.084699658156105,0,0.0,0.0,0,-0.497402133337797,-0.5272975564002991,0.029895423062502,52,52,52,3,-0.0516984016210276,0,0.7745966692414834,0.083277725040887,0,0.0,0,0,0.0,0.0,52,3.970291913552122,59,27,2,0.0,3.970291913552122,3.970291913552122,0.0
37,1,7,True,3,-0.0394459303675319,1,1,0,1.0,-0.0685516052105319,0.0123973183522966,0.0291056748429999,0,0.0,0.0,0,-0.4916877289783841,-0.5317800641059875,0.0400923351276034,48,48,48,1,-0.0410589233947389,0,1.0,0.0274926818157929,0,0.0,0,0,0.0,0.0,53,3.9889840465642745,60,28,2,0.0,3.8918202981106265,3.8918202981106265,0.0
40,1,10,True,1,-0.0716096369886086,3,3,0,0.7745966692414834,-0.6148661768433523,0.0351262156158429,0.5432565398547436,0,0.0,0.0,0,-0.945799658110508,-0.4447296261787414,0.5010700319317666,1,1,1,3,-2.634357212225069,0,0.7745966692414834,-2.0194910353817166,0,0.0,0,0,0.0,0.0,1,0.6931471805599453,61,27,3,0.0,0.6931471805599453,0.6931471805599453,0.0
41,1,11,True,2,-0.06223195742665,1,1,0,0.948683298050514,-0.6414037876583543,0.0331763364672555,0.5791718302317043,0,0.0,0.0,0,-0.9445517198504224,-0.3623524010181427,0.5821993188322798,70,70,70,1,-0.0918993954366854,0,0.948683298050514,0.5495043922216688,0,0.0,0,0,0.0,0.0,139,4.941642422609304,60,26,3,0.0,4.2626798770413155,4.2626798770413155,0.0
42,1,12,True,2,-0.9999989913057294,1,1,0,0.948683298050514,-0.855324104587757,0.0106962205542806,-0.1446748867179724,0,0.0,0.0,0,-0.9981780544037128,-0.2747661769390106,0.7234118774647023,57,57,57,1,-1.0089972561062646,0,0.948683298050514,-0.1536731515185075,0,0.0,0,0,0.0,0.0,83,4.430816798843313,61,25,4,0.0,4.060443010546419,4.060443010546419,0.0
43,1,13,True,3,-0.9999989913057296,2,0,1,0.1999999999999999,-0.852232007376578,0.0090078722380887,-0.1477669839291515,0,0.0,0.0,0,-0.999177392638572,-0.4499306678771972,0.5492467247613746,10,43,10,2,-1.0095730275546275,1,0.1999999999999999,-0.1573410201780497,0,0.0,0,0,0.0,0.0,55,4.02535169073515,62,26,2,1.3862943611198904,3.784189633918261,2.3978952727983707,0.5724882036447525
44,1,14,True,2,-0.9999989913057292,3,3,0,0.948683298050514,-0.8660203251420378,1.2490984923352586e-17,-0.1339786661636915,0,0.0,0.0,0,-0.9997841815402128,-0.3218069076538086,0.6779772738864042,60,60,60,1,-1.0000085933467218,1,0.7378647873726218,-0.133988268204684,0,0.0,0,0,0.0,0.0,161,5.087596335232384,59,21,2,0.0,4.110873864173311,4.110873864173311,0.0
45,1,15,True,3,-0.9999989913057292,1,1,0,1.0,-0.8660203251420378,1.2490984923352586e-17,-0.1339786661636914,0,0.0,0.0,0,-0.9997740367481146,-0.3140559494495392,0.6857180872985754,65,65,65,2,-1.000009897030401,1,0.1999999999999999,-0.1339895718883632,0,0.0,0,0,0.0,0.0,67,4.219507705176107,58,20,2,0.0,4.189654742026425,4.189654742026425,0.0
46,1,16,True,2,-0.9999989913057288,1,1,0,0.4472135954999579,-0.8660203251420378,1.2490984923352586e-17,-0.1339786661636911,0,0.0,0.0,0,-0.9997631807900634,-0.1658081114292144,0.833955069360849,193,193,193,3,-1.0001686908776193,1,0.2108185106778919,-0.1341483657355815,0,0.0,0,0,0.0,0.0,303,5.717027701406222,55,17,3,0.0,5.267858159063328,5.267858159063328,0.0
47,1,17,True,3,-0.9999989913057288,3,3,0,1.0,-0.8660203251420378,1.2490984923352586e-17,-0.133978666163691,0,0.0,0.0,0,-0.9998869856878384,-0.3089138567447662,0.6909731289430722,2391,2391,2391,3,-1.000013450196993,0,1.0,-0.1339931250549553,0,0.0,0,0,0.0,0.0,2414,7.789454566086673,56,18,2,0.0,7.779885115070522,7.779885115070522,0.0
48,1,18,True,3,-0.9999989913057288,0,2,1,0.2581988897471611,-0.8660203251420378,1.2490984923352586e-17,-0.1339786661636909,0,0.0,0.0,0,-0.999889177169402,-0.3866180777549743,0.6132710994144277,21,2297,21,0,-1.000009407896271,1,-0.2108185106778919,-0.1339890827542329,0,0.0,0,0,0.0,0.0,4434,8.39728289474368,57,19,1,4.648752005050385,7.739794458408701,3.091042453358316,0.5157547174021602
49,1,19,True,2,-0.9999989913057304,3,1,1,0.2108185106778919,-0.7797111226779925,0.0208931907284913,-0.2202878686277378,0,0.0,0.0,0,-0.9811418747180852,-0.0319647416472435,0.9491771330708418,3,5,3,1,-1.1817687366505327,0,0.632455532033676,-0.4020576139725402,0,0.0,0,0,0.0,0.0,8,2.1972245773362196,50,12,3,0.4054651081081644,1.791759469228055,1.3862943611198906,0.4381532371044159
50,1,20,True,1,-0.9999989913057304,3,1,1,0.2581988897471611,-0.8409860138378331,0.0102383047549286,-0.1590129774678972,0,0.0,0.0,0,-0.9994501646216882,-0.1390483081340789,0.8604018564876093,8,0,0,3,-3.531793340370053,1,0.2581988897471611,-2.6908073265322203,0,0.0,0,0,0.0,0.0,8,2.1972245773362196,51,11,3,-2.1972245773362196,0.0,0.0,-0.9655334800481796
51,1,21,True,2,-0.9999989913057304,1,0,1,-0.2108185106778919,-0.8660203251420378,1.2490984923352586e-17,-0.1339786661636925,0,0.0,0.0,0,-0.9999530949396328,0.00954020768404,1.0094933026236728,11,0,0,1,-3.6252883959855193,1,-0.2108185106778919,-2.759268070843482,0,0.0,0,0,0.0,0.0,13,2.6390573296152584,52,10,3,-2.4849066497880004,0.0,0.0,-0.916373199201189
63,2,3,True,4,-0.1005982445109704,1,1,0,0.1999999999999999,-0.1701274245797527,0.0239465038665593,0.0695291800687823,0,0.0,0.0,0,-0.6342396553910409,-0.6305562853813171,0.0036833700097237,4415,4415,4415,1,-0.1056869088581651,0,0.316227766016838,0.0644405157215876,0,0.0,0,0,0.0,0.0,5887,8.680671660408713,59,27,2,0.0,8.392989587956931,8.392989587956931,0.0
64,2,4,True,3,-0.0624973280232457,3,3,0,0.7999999999999999,-0.1379908925960838,0.0240434273618443,0.075493564572838,0,0.0,0.0,0,-0.5874585068946582,-0.5369592308998108,0.0504992759948473,4094,4094,4094,3,-0.0638634693600062,0,0.7999999999999999,0.0741274232360776,0,0.0,0,0,0.0,0.0,4691,8.453614209773367,56,24,3,0.0,8.31752199628717,8.31752199628717,0.0
65,2,5,True,2,-0.0515773600944114,1,1,0,0.948683298050514,-0.1342935632607295,0.0259760038671909,0.082716203166318,0,0.0,0.0,0,-0.5802196227788678,-0.5499200224876404,0.0302996002912274,3903,3903,3903,1,-0.0528401889919087,0,0.948683298050514,0.0814533742688208,0,0.0,0,0,0.0,0.0,7083,8.865593998902725,55,23,3,0.0,8.269756947532983,8.269756947532983,0.0
66,2,6,True,3,-0.0617687489792841,2,2,0,0.7999999999999999,-0.1378602323076615,0.0240549681127883,0.0760914833283773,0,0.0,0.0,0,-0.5855725353185728,-0.599087655544281,0.0135151202257082,3253,3253,3253,2,-0.063071458891953,0,0.948683298050514,0.0747887734157084,0,0.0,0,0,0.0,0.0,3906,8.27052509505507,56,24,1,0.0,8.087640287778983,8.087640287778983,0.0
67,2,7,True,1,-0.029536926657846,3,3,0,0.7745966692414834,-0.0795170399273755,0.0191379306028242,0.0499801132695295,0,0.0,0.0,0,-0.4850422298251066,-0.4909098148345947,0.0058675850094881,50,50,50,3,-0.0302997229011121,0,0.7745966692414834,0.0492173170262634,0,0.0,0,0,0.0,0.0,50,3.9318256327243257,59,27,2,0.0,3.9318256327243257,3.9318256327243257,0.0
68,2,8,True,1,-0.0184510383672474,3,3,0,0.7745966692414834,-0.0560921345985136,0.0163226880264341,0.0376410962312661,0,0.0,0.0,0,-0.4792281262727008,-0.5112529993057251,0.0320248730330242,58,58,58,3,-0.0194197960836491,0,0.7745966692414834,0.0366723385148644,0,0.0,0,0,0.0,0.0,58,4.07753744390572,58,26,2,0.0,4.07753744390572,4.07753744390572,0.0
69,2,9,True,3,-0.0071792160267207,1,1,0,1.0,-0.0395352829867603,0.0132756420812891,0.0323560669600395,0,0.0,0.0,0,-0.4733443816480646,-0.5129793286323547,0.0396349469842901,145,145,145,1,-0.0084177974729134,0,1.0,0.0311174855138468,0,0.0,0,0,0.0,0.0,158,5.0689042022202315,57,25,2,0.0,4.983606621708336,4.983606621708336,0.0
70,2,10,True,1,-0.0043789448869842,3,3,0,0.7745966692414834,-0.6269752572229141,0.0340896319917096,0.6225963123359299,0,0.0,0.0,0,-0.8949692318260641,-0.502613365650177,0.3923558661758871,7,7,7,3,0.0005921010414546,0,0.7745966692414834,0.6275673582643688,0,0.0,0,0,0.0,0.0,7,2.0794415416798357,60,28,1,0.0,2.0794415416798357,2.0794415416798357,0.0
71,2,11,True,4,0.0056778331483034,1,0,1,-0.3999999999999999,-0.6171719868859171,0.0353802562962284,0.6228498200342206,1,0.6228498200342206,0.6977580579716991,1,-0.8938184708962957,-0.3390867710113525,0.5547316998849432,10,146,10,1,0.0115185777066798,1,-0.3999999999999999,0.628690564592597,1,0.628690564592597,1,1,0.6228498200342206,0.5857944828927827,172,5.153291594497779,59,27,3,2.5925373139803654,4.990432586778736,2.3978952727983707,0.7629969641566277
72,2,12,True,1,-0.9999989913057292,3,3,0,0.7745966692414834,-0.8660203251420378,1.2490984923352586e-17,-0.1339786661636915,0,0.0,0.0,0,-0.9997490046450276,-0.4495322704315185,0.5502167342135091,63,63,63,3,-1.0002485385874555,0,0.7745966692414834,-0.1342282134454178,0,0.0,0,0,0.0,0.0,63,4.1588830833596715,62,24,2,0.0,4.1588830833596715,4.1588830833596715,0.0
73,2,13,True,2,-0.9999989913057292,3,3,0,0.948683298050514,-0.8660203251420378,1.2490984923352586e-17,-0.1339786661636915,0,0.0,0.0,0,-0.9997890595982284,-0.4742652773857116,0.5255237822125167,124,124,124,3,-1.0000148073168975,0,0.948683298050514,-0.1339944821748599,0,0.0,0,0,0.0,0.0,125,4.836281906951478,61,23,2,0.0,4.8283137373023015,4.8283137373023015,0.0
74,2,14,True,3,-0.9999989913057292,0,0,0,0.7745966692414834,-0.8660203251420378,1.2490984923352586e-17,-0.1339786661636915,0,0.0,0.0,0,-0.9997877880849432,-0.4388028383255005,0.5609849497594427,167,167,167,0,-1.0000086584663963,0,0.7999999999999999,-0.1339883333243587,0,0.0,0,0,0.0,0.0,222,5.407171771460119,60,22,2,0.0,5.123963979403259,5.123963979403259,0.0
75,2,15,True,1,-0.999998991305729,3,3,0,0.7745966692414834,-0.8660203251420378,1.2490984923352586e-17,-0.1339786661636912,0,0.0,0.0,0,-0.9997711493947576,-0.340906023979187,0.6588651254155705,197,197,197,3,-1.0000623731803275,0,0.7745966692414834,-0.1340420480382897,0,0.0,0,0,0.0,0.0,197,5.288267030694535,57,19,2,0.0,5.288267030694535,5.288267030694535,0.0
76,2,16,True,3,-0.9999989913057288,0,0,0,-0.1054092553389459,-0.8660203251420378,1.2490984923352586e-17,-0.1339786661636911,0,0.0,0.0,0,-0.9997686127587576,-0.3565570712089538,0.6432115415498038,239,239,239,2,-1.000064479086658,1,-0.6000000000000001,-0.1340441539446202,0,0.0,0,0,0.0,0.0,381,5.945420608606575,56,18,2,0.0,5.480638923341991,5.480638923341991,0.0
77,2,17,True,2,-0.9999989913057308,3,1,1,0.7378647873726218,-0.5668548608697044,0.0416946616193443,-0.4331441304360263,0,0.0,0.0,0,-0.7285407971139668,-0.1478426158428192,0.5806981812711476,1,2,1,3,-1.1509778368116228,1,0.7378647873726218,-0.5841229759419184,0,0.0,0,0,0.0,0.0,3,1.3862943611198906,47,15,2,0.4054651081081645,1.0986122886681098,0.6931471805599453,0.1289762556552887
78,2,18,True,1,-0.9999989913057306,3,1,1,0.2581988897471611,-0.7192344766334239,0.0299380869428697,-0.2807645146723067,0,0.0,0.0,0,-0.966426468003318,-0.1827185153961181,0.7837079526071998,6,0,0,3,-1.118291720740807,1,0.2581988897471611,-0.3990572441073831,0,0.0,0,0,0.0,0.0,6,1.9459101490553132,48,14,2,-1.9459101490553132,0.0,0.0,-0.9803762836381793
79,2,19,True,2,-0.9999989913057304,0,1,1,-0.1054092553389459,-0.7762256801857816,0.0210013781955931,-0.2237733111199488,0,0.0,0.0,0,-0.97278417587355,-0.2044628262519836,0.7683213496215665,5,0,0,2,-1.1187000662311335,1,0.1054092553389459,-0.3424743860453521,0,0.0,0,0,0.0,0.0,10,2.3978952727983707,49,13,2,-1.791759469228055,0.0,0.0,-0.3846259370620828
80,2,20,True,2,-0.9999989913057304,3,3,0,0.948683298050514,-0.8660203251420378,1.2490984923352586e-17,-0.1339786661636925,0,0.0,0.0,0,-0.9999789406738392,-0.1298694908618927,0.8701094498119464,3,3,3,1,-2.385403133235846,1,0.7378647873726218,-1.5193828080938083,0,0.0,0,0,0.0,0.0,14,2.70805020110221,52,12,2,0.0,1.3862943611198906,1.3862943611198906,0.0
81,2,21,True,2,-0.9999989913057302,0,1,1,-0.4472135954999579,-0.8660203251420378,1.2490984923352586e-17,-0.1339786661636924,0,0.0,0.0,0,-0.9999679500563544,-0.2361650168895721,0.7638029331667823,4,0,0,2,-2.4031128894436744,1,-0.2108185106778919,-1.5370925643016369,0,0.0,0,0,0.0,0.0,13,2.6390573296152584,53,11,2,-1.6094379124341003,0.0,0.0,-0.39293441563495435
93,3,3,True,3,-0.0905450830902286,3,3,0,0.1999999999999999,-0.1382028180068133,0.0188462690385537,0.0476577349165846,0,0.0,0.0,0,-0.6269368354096164,-0.626750648021698,0.0001861873879184,4393,4393,4393,3,-0.095652817460319,0,0.1999999999999999,0.0425500005464942,0,0.0,0,0,0.0,0.0,4869,8.490849216076635,58,26,3,0.0,8.387995252944556,8.387995252944556,0.0
