epoch,state,pi_d_star_action,argmax_action,agrees,prob_pi_d_star_action
10,230,1,0,0,0.04591147601604462
10,233,1,3,0,0.26898080110549927
10,243,3,3,1,0.9974290728569031
10,249,3,3,1,0.9996337890625
10,250,1,2,0,0.46730390191078186
10,256,1,0,0,0.03230675682425499
10,263,1,3,0,0.03860953822731972
10,279,1,3,0,0.2379932850599289
10,280,2,0,0,0.19918644428253174
10,281,1,0,0,0.015884915366768837
10,282,3,3,1,0.9997463822364807
10,286,1,0,0,0.029977796599268913
10,307,3,3,1,0.99960857629776
10,308,0,2,0,0.49169015884399414
10,309,1,0,0,0.020389994606375694
10,310,3,3,1,0.7108076810836792
10,311,3,1,0,0.4453214704990387
10,312,1,2,0,0.29095664620399475
10,316,1,0,0,0.027658050879836082
10,320,3,3,1,0.7548214793205261
10,321,2,1,0,0.0015987299848347902
10,342,1,0,0,0.009399430826306343
10,344,1,3,0,0.05368393659591675
10,372,3,3,1,0.9998657703399658
10,373,1,2,0,0.02696719393134117
10,374,3,3,1,0.9998370409011841
10,379,3,3,1,0.8114007115364075
10,381,1,3,0,0.14746515452861786
10,382,2,1,0,0.23247039318084717
10,386,1,3,0,0.020175796002149582
10,387,2,3,0,0.00042470553307794034
10,389,3,1,0,1.6482579212606652e-06
10,409,3,3,1,0.9987331032752991
10,445,3,1,0,0.1996745467185974
10,537,2,3,0,0.0026616526301950216
10,626,2,1,0,0.45267006754875183
10,657,3,2,0,0.24360235035419464
10,685,1,2,0,0.08185911923646927
10,715,3,1,0,0.022195415571331978
10,716,1,2,0,0.1696942150592804
10,748,3,1,0,0.4555166959762573
10,749,0,2,0,0.4743105471134186
15,71,1,0,0,0.019308358430862427
15,129,1,3,0,0.29304349422454834
15,157,2,3,0,0.0015990936663001776
15,158,2,3,0,0.0017135218949988484
15,159,3,3,1,0.9969242215156555
15,162,1,3,0,0.0027318589854985476
15,183,0,3,0,0.0004044798552058637
15,189,1,1,1,0.6231160759925842
15,192,1,3,0,0.49058398604393005
15,197,1,3,0,0.006000353954732418
15,219,1,0,0,0.29584601521492004
15,221,1,3,0,0.007422104477882385
15,230,1,0,0,0.03699122369289398
15,233,1,3,0,0.32550811767578125
15,243,3,3,1,0.9788505434989929
15,249,3,3,1,0.9994872808456421
15,250,1,2,0,0.38967132568359375
15,256,1,0,0,0.03352972865104675
15,263,1,3,0,0.03628482297062874
15,279,1,3,0,0.20384904742240906
15,280,2,0,0,0.291448175907135
15,281,1,0,0,0.017072109505534172
15,282,3,3,1,0.9996102452278137
15,286,1,0,0,0.032136220484972
15,307,3,3,1,0.99940025806427
15,308,0,2,0,0.428387850522995
15,309,1,0,0,0.02246621623635292
15,310,3,3,1,0.7599223256111145
15,311,3,1,0,0.4628183841705322
15,312,1,2,0,0.1406492441892624
15,316,1,0,0,0.030322330072522163
15,320,3,3,1,0.6379044651985168
15,321,2,1,0,0.001889824983663857
15,342,1,0,0,0.011478068307042122
15,344,1,3,0,0.026992550119757652
15,372,3,3,1,0.9997962117195129
15,373,1,2,0,0.015343503095209599
15,374,3,3,1,0.9997591376304626
15,379,3,3,1,0.7730367183685303
15,381,1,3,0,0.1762763112783432
15,382,2,1,0,0.3094158172607422
15,386,1,3,0,0.01354528684169054
15,387,2,3,0,0.001619707909412682
15,389,3,1,0,2.3090074137144256e-06
15,409,3,3,1,0.9966711401939392
15,445,3,1,0,0.16774767637252808
15,537,2,3,0,0.004088093992322683
15,626,2,2,1,0.5216042399406433
15,657,3,2,0,0.24342748522758484
15,685,1,2,0,0.0735139474272728
15,715,3,1,0,0.06282583624124527
15,716,1,2,0,0.16352921724319458
15,748,3,3,1,0.5130129456520081
15,749,0,2,0,0.4629444181919098
20,71,1,0,0,0.04282572492957115
20,129,1,3,0,0.28483912348747253
20,157,2,3,0,0.002136614639312029
20,158,2,3,0,0.0022615876514464617
20,159,3,3,1,0.9945763349533081
20,162,1,3,0,0.004109980072826147
20,183,0,3,0,0.0007928214618004858
20,189,1,1,1,0.6745796799659729
20,192,1,3,0,0.4596613645553589
20,197,1,3,0,0.0066848257556557655
20,219,1,0,0,0.20723183453083038
20,221,1,3,0,0.0094697130843997
20,230,1,0,0,0.028825942426919937
20,233,1,3,0,0.3712059259414673
20,243,3,3,1,0.9462769627571106
20,249,3,3,1,0.99918133020401
20,250,1,1,1,0.5898191332817078
20,256,1,0,0,0.03224600479006767
20,263,1,3,0,0.0342562310397625
20,279,1,3,0,0.18999403715133667
20,280,2,0,0,0.3298232853412628
20,281,1,0,0,0.01253341231495142
20,282,3,3,1,0.999506950378418
20,286,1,0,0,0.03178398683667183
20,307,3,3,1,0.999030590057373
20,308,0,2,0,0.46589747071266174
20,309,1,0,0,0.011778589338064194
20,310,3,3,1,0.7949472069740295
20,311,3,3,1,0.5346533060073853
20,312,1,2,0,0.35939306020736694
20,316,1,0,0,0.03055677004158497
20,320,3,3,1,0.5965979695320129
20,321,2,1,0,0.0027456101961433887
20,342,1,0,0,0.01055574044585228
20,344,1,3,0,0.018122222274541855
20,372,3,3,1,0.9997146725654602
20,373,1,2,0,0.035998690873384476
20,374,3,3,1,0.9997262358665466
20,379,3,1,0,0.3782303035259247
20,381,1,1,1,0.553138792514801
20,382,2,1,0,0.29974186420440674
20,386,1,3,0,0.007303284946829081
20,387,2,3,0,0.0009575563599355519
20,389,3,1,0,6.018309704813873e-06
20,409,3,3,1,0.9966244697570801
20,445,3,1,0,0.24624086916446686
20,537,2,3,0,0.0016442482592538
20,626,2,2,1,0.5202183723449707
20,657,3,2,0,0.30879610776901245
20,685,1,2,0,0.03393646702170372
20,715,3,1,0,0.046482495963573456
20,716,1,2,0,0.08301476389169693
20,748,3,1,0,0.4721700847148895
20,749,0,2,0,0.4653684198856354
25,71,1,0,0,0.19484835863113403
25,129,1,3,0,0.3207835853099823
25,157,2,3,0,0.012738977558910847
25,158,2,3,0,0.010638395324349403
25,159,3,3,1,0.9826213717460632
25,162,1,3,0,0.013353382237255573
25,183,0,3,0,0.008937149308621883
25,189,1,2,0,0.3974110782146454
25,192,1,3,0,0.46667078137397766
25,197,1,3,0,0.008601206354796886
25,219,1,0,0,0.1585303694009781
25,221,1,3,0,0.011092642322182655
25,230,1,0,0,0.022215276956558228
25,233,1,3,0,0.3591866195201874
25,243,3,3,1,0.5469218492507935
25,249,3,3,1,0.9969959259033203
25,250,1,2,0,0.3428557515144348
25,256,1,0,0,0.03490843623876572
25,263,1,3,0,0.0836133286356926
25,279,1,3,0,0.24024534225463867
25,280,2,0,0,0.3770144581794739
25,281,1,0,0,0.014315681532025337
25,282,3,3,1,0.9986540079116821
25,286,1,0,0,0.03631738945841789
25,307,3,3,1,0.9939963817596436
25,308,0,0,1,0.5017128586769104
25,309,1,0,0,0.019482536241412163
25,310,3,3,1,0.746086835861206
25,311,3,3,1,0.6262941956520081
25,312,1,2,0,0.22101694345474243
25,316,1,0,0,0.03598656505346298
25,320,3,3,1,0.5273489952087402
25,321,2,1,0,0.005108399782329798
25,342,1,0,0,0.012107642367482185
25,344,1,3,0,0.015165288932621479
25,372,3,3,1,0.9988906979560852
25,373,1,2,0,0.015466052107512951
25,374,3,3,1,0.9992653727531433
25,379,3,3,1,0.5652188658714294
25,381,1,3,0,0.3051445186138153
25,382,2,1,0,0.324385404586792
25,386,1,3,0,0.0038016538601368666
25,387,2,3,0,0.0009761307155713439
25,389,3,1,0,8.188268111553043e-06
25,409,3,3,1,0.9936544895172119
25,445,3,1,0,0.24710094928741455
25,537,2,3,0,0.0010243912693113089
25,626,2,1,0,0.4189392030239105
25,657,3,2,0,0.2645021975040436
25,685,1,2,0,0.03353412076830864
25,715,3,1,0,0.05031449720263481
25,716,1,2,0,0.09264636784791946
25,748,3,1,0,0.41136547923088074
25,749,0,0,1,0.5221074819564819
30,71,1,0,0,0.306958943605423
30,129,1,3,0,0.2949294447898865
30,157,2,3,0,0.015886008739471436
30,158,2,3,0,0.013367114588618279
30,159,3,3,1,0.625869631767273
30,162,1,3,0,0.01110171154141426
30,183,0,0,1,0.5237903594970703
30,189,1,1,1,0.5158529281616211
30,192,1,3,0,0.43451952934265137
30,197,1,3,0,0.008720326237380505
30,219,1,0,0,0.12051089107990265
30,221,1,3,0,0.009080450981855392
30,230,1,0,0,0.016271406784653664
30,233,1,3,0,0.3169058859348297
30,243,3,2,0,0.49621662497520447
30,249,3,3,1,0.6384450197219849
30,250,1,2,0,0.36931654810905457
30,256,1,0,0,0.03325432911515236
30,263,1,3,0,0.11993438750505447
30,279,1,3,0,0.2166837900876999
30,280,2,0,0,0.39760929346084595
30,281,1,0,0,0.012301906943321228
30,282,3,3,1,0.9785977005958557
30,286,1,0,0,0.03715907782316208
30,307,3,0,0,0.38036638498306274
30,308,0,0,1,0.5155491828918457
30,309,1,0,0,0.020778881385922432
30,310,3,3,1,0.7691487669944763
30,311,3,3,1,0.6852923035621643
30,312,1,2,0,0.16168034076690674
30,316,1,0,0,0.03760157898068428
30,320,3,3,1,0.6145811080932617
30,321,2,1,0,0.0052635157480835915
30,342,1,0,0,0.00810744147747755
30,344,1,3,0,0.011291993781924248
30,372,3,3,1,0.9685483574867249
30,373,1,2,0,0.008235057815909386
30,374,3,3,1,0.9967361092567444
30,379,3,1,0,0.49210330843925476
30,381,1,3,0,0.31782397627830505
30,382,2,1,0,0.31434714794158936
30,386,1,3,0,0.0034673947375267744
30,387,2,3,0,0.0010007960954681039
30,389,3,1,0,1.0217878298135474e-05
30,409,3,3,1,0.9908083081245422
30,445,3,1,0,0.32527121901512146
30,537,2,3,0,0.0007215752266347408
30,626,2,1,0,0.43712782859802246
30,657,3,2,0,0.31665873527526855
30,685,1,2,0,0.025229601189494133
30,715,3,1,0,0.0412055142223835
30,716,1,2,0,0.0693705752491951
30,748,3,3,1,0.5206823348999023
30,749,0,2,0,0.4661318361759186
35,71,1,0,0,0.33633115887641907
35,129,1,3,0,0.3243654668331146
35,157,2,3,0,0.014931777492165565
35,158,2,3,0,0.013373240828514099
35,159,3,3,1,0.48280635476112366
35,162,1,3,0,0.015775121748447418
35,183,0,0,1,0.7316509485244751
35,189,1,1,1,0.4908143877983093
35,192,1,3,0,0.4353259801864624
35,197,1,3,0,0.012246418744325638
35,219,1,0,0,0.09418340772390366
35,221,1,3,0,0.013954203575849533
35,230,1,0,0,0.014623668044805527
35,233,1,3,0,0.31541064381599426
35,243,3,2,0,0.16103285551071167
35,249,3,0,0,0.2582465410232544
35,250,1,2,0,0.3265532851219177
35,256,1,0,0,0.0362689308822155
35,263,1,3,0,0.16013428568840027
35,279,1,3,0,0.24760989844799042
35,280,2,0,0,0.42096006870269775
35,281,1,0,0,0.008567934855818748
35,282,3,3,1,0.6878488659858704
35,286,1,0,0,0.04080357402563095
35,307,3,0,0,0.11899043619632721
35,308,0,0,1,0.5015530586242676
35,309,1,0,0,0.016089193522930145
35,310,3,3,1,0.7703726887702942
35,311,3,1,0,0.44537031650543213
35,312,1,2,0,0.16012200713157654
35,316,1,0,0,0.040102507919073105
35,320,3,3,1,0.5598766803741455
35,321,2,1,0,0.006456699222326279
35,342,1,0,0,0.00627864059060812
35,344,1,3,0,0.009943559765815735
35,372,3,0,0,0.45166143774986267
35,373,1,2,0,0.009807943366467953
35,374,3,3,1,0.9497318267822266
35,379,3,1,0,0.3394556939601898
35,381,1,3,0,0.4554291367530823
35,382,2,1,0,0.3742063641548157
35,386,1,3,0,0.003156104125082493
35,387,2,3,0,0.0016865278594195843
35,389,3,1,0,9.232241609424818e-06
35,409,3,3,1,0.9739806652069092
35,445,3,1,0,0.3417052626609802
35,537,2,3,0,0.0008192583336494863
35,626,2,1,0,0.4412032961845398
35,657,3,2,0,0.3123653829097748
35,685,1,2,0,0.040356628596782684
35,715,3,1,0,0.03575301915407181
35,716,1,2,0,0.10894125699996948
35,748,3,3,1,0.5380675196647644
35,749,0,0,1,0.5003389120101929
40,71,1,0,0,0.3229076564311981
40,129,1,3,0,0.34762492775917053
40,157,2,3,0,0.012175488285720348
40,158,2,3,0,0.011084334924817085
40,159,3,3,1,0.46462777256965637
40,162,1,3,0,0.016048502177000046
40,183,0,0,1,0.6867957711219788
40,189,1,2,0,0.39004674553871155
40,192,1,3,0,0.4613766372203827
40,197,1,3,0,0.015209691599011421
40,219,1,0,0,0.08797056972980499
40,221,1,3,0,0.01485584769397974
40,230,1,0,0,0.011566763743758202
40,233,1,3,0,0.34629106521606445
40,243,3,2,0,0.1202300488948822
40,249,3,0,0,0.2624034285545349
40,250,1,2,0,0.2238393872976303
40,256,1,0,0,0.037724245339632034
40,263,1,3,0,0.16545353829860687
40,279,1,3,0,0.2710792124271393
40,280,2,0,0,0.45076772570610046
40,281,1,0,0,0.008539397269487381
40,282,3,3,1,0.6778735518455505
40,286,1,0,0,0.04471629858016968
40,307,3,0,0,0.12984095513820648
40,308,0,2,0,0.49497783184051514
40,309,1,0,0,0.01901675947010517
40,310,3,3,1,0.7478827834129333
40,311,3,3,1,0.5904204845428467
40,312,1,2,0,0.11337503790855408
40,316,1,0,0,0.044644054025411606
40,320,3,3,1,0.5477607250213623
40,321,2,1,0,0.011483760550618172
40,342,1,0,0,0.0058511788956820965
40,344,1,3,0,0.011070499196648598
40,372,3,0,0,0.40462806820869446
40,373,1,2,0,0.006178663577884436
40,374,3,3,1,0.9442489147186279
40,379,3,1,0,0.45695605874061584
40,381,1,3,0,0.34932056069374084
40,382,2,1,0,0.36264944076538086
40,386,1,3,0,0.003574653761461377
40,387,2,3,0,0.0022978875786066055
40,389,3,1,0,7.908832230896223e-06
40,409,3,3,1,0.9581199288368225
40,445,3,1,0,0.3184543251991272
40,537,2,3,0,0.0013785288901999593
40,626,2,2,1,0.4524209201335907
40,657,3,2,0,0.32291755080223083
40,685,1,2,0,0.02008099853992462
40,715,3,1,0,0.0612734891474247
40,716,1,2,0,0.05497238412499428
40,748,3,1,0,0.4959944188594818
40,749,0,0,1,0.5127382874488831
45,71,1,0,0,0.3576008081436157
45,129,1,3,0,0.3131805658340454
45,157,2,3,0,0.006557278800755739
45,158,2,3,0,0.006163341458886862
45,159,3,3,1,0.454765647649765
45,162,1,3,0,0.009977626614272594
45,183,0,0,1,0.563995897769928
45,189,1,2,0,0.43182826042175293
45,192,1,3,0,0.43316787481307983
45,197,1,3,0,0.015181905589997768
45,219,1,0,0,0.09086501598358154
45,221,1,3,0,0.01656211167573929
45,230,1,0,0,0.008458833210170269
45,233,1,3,0,0.35655662417411804
45,243,3,2,0,0.1493634134531021
45,249,3,0,0,0.3350582420825958
45,250,1,2,0,0.24329951405525208
45,256,1,0,0,0.03353484347462654
45,263,1,3,0,0.1544659584760666
45,279,1,3,0,0.27836671471595764
45,280,2,0,0,0.40891095995903015
45,281,1,0,0,0.005978974513709545
45,282,3,3,1,0.6932230591773987
45,286,1,0,0,0.040681589394807816
45,307,3,0,0,0.20436309278011322
45,308,0,0,1,0.5391148924827576
45,309,1,0,0,0.012391366064548492
45,310,3,3,1,0.7441998720169067
45,311,3,3,1,0.6253140568733215
45,312,1,2,0,0.14421354234218597
45,316,1,0,0,0.04119648039340973
45,320,3,3,1,0.6132261157035828
45,321,2,1,0,0.0053227306343615055
45,342,1,0,0,0.0050155846402049065
45,344,1,3,0,0.009896005503833294
45,372,3,0,0,0.4619627594947815
45,373,1,2,0,0.007157749496400356
45,374,3,3,1,0.9523252844810486
45,379,3,1,0,0.338853657245636
45,381,1,1,1,0.5052781701087952
45,382,2,1,0,0.2896468937397003
45,386,1,3,0,0.005733556114137173
45,387,2,3,0,0.0025102144572883844
45,389,3,1,0,6.198025403136853e-06
45,409,3,3,1,0.962810218334198
45,445,3,1,0,0.3130021393299103
45,537,2,3,0,0.0021045461762696505
45,626,2,1,0,0.42055046558380127
45,657,3,2,0,0.2597620487213135
45,685,1,2,0,0.053705137223005295
45,715,3,1,0,0.028442099690437317
45,716,1,2,0,0.10875587165355682
45,748,3,1,0,0.3933638334274292
45,749,0,2,0,0.47010359168052673
50,71,1,0,0,0.34515902400016785
50,129,1,3,0,0.3212736248970032
50,157,2,3,0,0.004459083545953035
50,158,2,3,0,0.0044420803897082806
50,159,3,2,0,0.37968382239341736
50,162,1,3,0,0.004448490217328072
50,183,0,3,0,0.4891482889652252
50,189,1,2,0,0.460054874420166
50,192,1,3,0,0.4147765338420868
50,197,1,3,0,0.019804533571004868
50,219,1,0,0,0.0802047923207283
50,221,1,3,0,0.017472771927714348
50,230,1,0,0,0.007459467742592096
50,233,1,3,0,0.3455977141857147
50,243,3,2,0,0.20240053534507751
50,249,3,0,0,0.34024325013160706
50,250,1,2,0,0.28370943665504456
50,256,1,0,0,0.03362800180912018
50,263,1,3,0,0.20169217884540558
50,279,1,3,0,0.30028530955314636
50,280,2,0,0,0.3844262361526489
50,281,1,0,0,0.005778374616056681
50,282,3,3,1,0.6634842753410339
50,286,1,0,0,0.04402116686105728
50,307,3,0,0,0.23491333425045013
50,308,0,0,1,0.5651836395263672
50,309,1,0,0,0.010948608629405499
50,310,3,3,1,0.7424476146697998
50,311,3,3,1,0.6362816691398621
50,312,1,2,0,0.2261783629655838
50,316,1,0,0,0.04798315837979317
50,320,3,3,1,0.6140351295471191
50,321,2,1,0,0.007031864020973444
50,342,1,0,0,0.005459918174892664
50,344,1,3,0,0.007030672859400511
50,372,3,0,0,0.4471175968647003
50,373,1,2,0,0.009820261038839817
50,374,3,3,1,0.9507169127464294
50,379,3,3,1,0.7320033311843872
50,381,1,3,0,0.1946643888950348
50,382,2,1,0,0.2962343990802765
50,386,1,3,0,0.005253998562693596
50,387,2,3,0,0.0033846369478851557
50,389,3,1,0,8.011461432033684e-06
50,409,3,3,1,0.9546334743499756
50,445,3,1,0,0.28128349781036377
50,537,2,3,0,0.002146191895008087
50,626,2,1,0,0.4219055473804474
50,657,3,2,0,0.3340594172477722
50,685,1,2,0,0.07820215076208115
50,715,3,1,0,0.06343072652816772
50,716,1,2,0,0.14078877866268158
50,748,3,1,0,0.437917023897171
50,749,0,2,0,0.4870590269565582
55,71,1,0,0,0.33328473567962646
55,129,1,3,0,0.3199270963668823
55,157,2,3,0,0.003903741016983986
55,158,2,3,0,0.003911081701517105
55,159,3,2,0,0.36251014471054077
55,162,1,3,0,0.00254000723361969
55,183,0,3,0,0.41556665301322937
55,189,1,2,0,0.45561084151268005
55,192,1,3,0,0.4344651997089386
55,197,1,3,0,0.050615545362234116
55,219,1,0,0,0.08483289182186127
55,221,1,3,0,0.039555009454488754
55,230,1,0,0,0.009288922883570194
55,233,1,3,0,0.38520246744155884
55,243,3,2,0,0.18320345878601074
55,249,3,0,0,0.42827796936035156
55,250,1,2,0,0.28173473477363586
55,256,1,0,0,0.035173241049051285
55,263,1,3,0,0.1872781664133072
55,279,1,3,0,0.3332173228263855
55,280,2,0,0,0.32268908619880676
55,281,1,0,0,0.006838053464889526
55,282,3,3,1,0.6307113766670227
55,286,1,0,0,0.04192553460597992
55,307,3,0,0,0.3124297559261322
55,308,0,0,1,0.650532603263855
55,309,1,0,0,0.013883357867598534
55,310,3,3,1,0.6981256008148193
55,311,3,1,0,0.41824400424957275
55,312,1,2,0,0.12392835319042206
55,316,1,0,0,0.045032206922769547
55,320,3,3,1,0.6459720134735107
55,321,2,1,0,0.008507896214723587
55,342,1,0,0,0.0057750665582716465
55,344,1,3,0,0.009664708748459816
55,372,3,0,0,0.35115185379981995
55,373,1,2,0,0.006166418548673391
55,374,3,3,1,0.9145737886428833
55,379,3,1,0,0.36633944511413574
55,381,1,1,1,0.5300460457801819
55,382,2,1,0,0.33632010221481323
55,386,1,3,0,0.006068426184356213
55,387,2,3,0,0.0034175682812929153
55,389,3,1,0,7.902521247160621e-06
55,409,3,3,1,0.9552215933799744
55,445,3,1,0,0.2886711657047272
55,537,2,3,0,0.002919177757576108
55,626,2,2,1,0.4479850232601166
55,657,3,2,0,0.3493729531764984
55,685,1,2,0,0.044307220727205276
55,715,3,1,0,0.06053035706281662
55,716,1,2,0,0.07744607329368591
55,748,3,1,0,0.4923662841320038
55,749,0,2,0,0.4897923469543457
60,71,1,0,0,0.36019644141197205
60,129,1,3,0,0.31228137016296387
60,157,2,3,0,0.002038586186245084
60,158,2,3,0,0.0022320628631860018
60,159,3,2,0,0.32766953110694885
60,162,1,3,0,0.0031226344872266054
60,183,0,3,0,0.4852967858314514
60,189,1,2,0,0.4363380968570709
60,192,1,3,0,0.42083990573883057
60,197,1,3,0,0.05793503299355507
60,219,1,0,0,0.10216023772954941
60,221,1,3,0,0.0478452630341053
60,230,1,0,0,0.006773289293050766
60,233,1,3,0,0.42154520750045776
60,243,3,2,0,0.33814090490341187
60,249,3,0,0,0.38261497020721436
60,250,1,2,0,0.3198285698890686
60,256,1,0,0,0.040471140295267105
60,263,1,3,0,0.20031723380088806
60,279,1,3,0,0.30619022250175476
60,280,2,0,0,0.3384656608104706
60,281,1,0,0,0.0069099897518754005
60,282,3,3,1,0.6773477792739868
60,286,1,0,0,0.05301336571574211
60,307,3,0,0,0.28286924958229065
60,308,0,0,1,0.6473780274391174
60,309,1,0,0,0.013199682347476482
60,310,3,3,1,0.7406156063079834
60,311,3,3,1,0.5896785855293274
60,312,1,2,0,0.20856493711471558
60,316,1,0,0,0.05943942815065384
60,320,3,3,1,0.6366888284683228
60,321,2,1,0,0.005127390846610069
60,342,1,0,0,0.005939527880400419
60,344,1,3,0,0.009637690149247646
60,372,3,0,0,0.28084754943847656
60,373,1,2,0,0.012968973256647587
60,374,3,3,1,0.9018067121505737
60,379,3,3,1,0.5224310159683228
60,381,1,3,0,0.4064083993434906
60,382,2,1,0,0.26345086097717285
60,386,1,3,0,0.006533334963023663
60,387,2,3,0,0.0046976590529084206
60,389,3,1,0,2.7853664050780935e-06
60,409,3,3,1,0.9531435966491699
60,445,3,1,0,0.23906834423542023
60,537,2,3,0,0.005538898054510355
60,626,2,1,0,0.4132584035396576
60,657,3,2,0,0.3294092118740082
60,685,1,2,0,0.09918990731239319
60,715,3,1,0,0.059998635202646255
60,716,1,2,0,0.1271228790283203
60,748,3,1,0,0.4816872179508209
60,749,0,2,0,0.4501638114452362
65,71,1,0,0,0.3391295373439789
65,129,1,3,0,0.33306819200515747
65,157,2,3,0,0.002229760866612196
65,158,2,3,0,0.002414081245660782
65,159,3,2,0,0.2947366535663605
65,162,1,3,0,0.0019150621956214309
65,183,0,3,0,0.4197531044483185
65,189,1,2,0,0.3011188507080078
65,192,1,3,0,0.44689813256263733
65,197,1,3,0,0.06742636859416962
65,219,1,0,0,0.0864192396402359
65,221,1,3,0,0.03955911099910736
65,230,1,0,0,0.005009746178984642
65,233,1,3,0,0.39936530590057373
65,243,3,2,0,0.2715766727924347
65,249,3,0,0,0.42457112669944763
65,250,1,2,0,0.25342822074890137
65,256,1,0,0,0.03740670531988144
65,263,1,3,0,0.2011573612689972
65,279,1,3,0,0.36823445558547974
65,280,2,0,0,0.3480251729488373
65,281,1,0,0,0.004577788058668375
65,282,3,3,1,0.6589088439941406
65,286,1,0,0,0.045553579926490784
65,307,3,0,0,0.37355443835258484
65,308,0,0,1,0.6444405317306519
65,309,1,0,0,0.007870457135140896
65,310,3,3,1,0.7010793089866638
