beta,prefix,best,best_overall,mean,std,final,csv_path,best_checkpoint_epoch,seconds_per_epoch,status,log_path
,eff_sample_v2_baseline,0.47200000000000003,0.534,0.4127459016393442,0.04954060817070676,0.416,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_baseline.csv,,22.834316294987996,ran,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_baseline.log
0.995,eff_sample_v2_effective_sample_beta_0_995,0.3715,0.436,0.2955409836065573,0.07226336641537714,0.316,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_effective_sample_beta_0_995.csv,,21.587014402548473,ran,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_effective_sample_beta_0_995.log
0.998,eff_sample_v2_effective_sample_beta_0_998,0.386,0.496,0.3253934426229508,0.051629216111463025,0.252,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_effective_sample_beta_0_998.csv,,22.393137282530468,ran,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_effective_sample_beta_0_998.log
0.999,eff_sample_v2_effective_sample_beta_0_999,0.46900000000000003,0.55,0.4017131147540983,0.060392774058408226,0.40900000000000003,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_effective_sample_beta_0_999.csv,,23.214864556789397,ran,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_effective_sample_beta_0_999.log
0.9995,eff_sample_v2_effective_sample_beta_0_9995,0.4815,0.55,0.40742622950819674,0.0642679829610342,0.4335,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_effective_sample_beta_0_9995.csv,,23.184793971379598,ran,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_effective_sample_beta_0_9995.log
0.9999,eff_sample_v2_effective_sample_beta_0_9999,0.375,0.486,0.31168032786885247,0.026790239638545797,0.2855,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_effective_sample_beta_0_9999.csv,,23.166296814282735,ran,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_effective_sample_beta_0_9999.log
0.99999,eff_sample_v2_effective_sample_beta_0_99999,0.4265,0.506,0.3105901639344263,0.07412126933820015,0.2335,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_effective_sample_beta_0_99999.csv,,9.276142582098643,ran,results\phase2\analysis\effective_sample_weighting_v2\eff_sample_v2_effective_sample_beta_0_99999.log
