factor,raw_r,partial_r_controlling_coverage
coverage,0.06306148433579739,
goal_distance,0.12117573667330676,0.11892301463204
hazard_distance,0.02582925876424483,0.01826260260599549
local_connectivity,-0.018434149364550265,-0.02258821444132224
action_sample_gap,-0.12204143713932539,-0.1217402567228103
log_n_best_config_action,-0.07645923503555602,-0.296446282613141
log_pair_min_samples,-0.13780356390861692,-0.34793339885830415
pi_beta_prob_gap,0.029896723018781664,0.029890157891140925
