state,row,col,covered,n_actions_covered,pi_d_star_V,pi_d_star_action,best_config_action,argmax_disagree,rank_correlation,ppo_discounted_return,ppo_discounted_return_stderr,value_gap,is_disagreement,severity_raw,severity,statistically_significant,true_value_pi_beta,critic_pred_pi_beta,critic_abs_error,n_pi_d_star_action,n_best_config_action,pair_min_samples,pi_d_star_action_cross,pi_d_star_V_cross,argmax_disagree_cross,rank_correlation_cross,value_gap_cross,is_disagreement_cross,severity_raw_cross,statistically_significant_cross,is_disagreement_strict,severity_raw_strict,severity_strict,total_samples,log_coverage,goal_distance,hazard_distance,local_connectivity,action_sample_gap,log_n_best_config_action,log_pair_min_samples,pi_beta_prob_gap
77,2,17,True,3,-1.1772247486647789,1,1,0,1.0,-1.1690826738471372,0.0062424440886313,-0.0081420748176415,0,0.0,0.0,0,-1.429506664488465,-1.3412060737609863,0.0883005907274787,180,180,180,1,-1.209840045672321,0,1.0,-0.0407573718251839,0,0.0,0,0,0.0,0.0,189,5.247024072160486,47,9,2,0.0,5.198497031265826,5.198497031265826,0.0
78,2,18,True,1,-1.1966547306424469,2,2,0,0.7745966692414834,-1.187445753715855,0.0053183062850923,-0.0092089769265919,0,0.0,0.0,0,-1.449328683976875,-1.2063881158828735,0.2429405680940015,16,16,16,2,-2.499117329641692,0,0.7745966692414834,-1.3116715759258368,0,0.0,0,0,0.0,0.0,16,2.833213344056216,48,10,2,0.0,2.833213344056216,2.833213344056216,0.0
90,3,0,True,2,-2.99999894351441,1,3,1,0.7378647873726218,-2.598060975426111,2.037621039635e-16,-0.401937968088299,0,0.0,0.0,0,-3.0000043471288564,-3.061389207839966,0.0613848607111093,1,2,1,1,-3.000355728138423,1,0.7378647873726218,-0.4022947527123124,0,0.0,0,0,0.0,0.0,3,1.3862943611198906,63,25,2,0.4054651081081645,1.0986122886681098,0.6931471805599453,0.8452612534165382
91,3,1,True,1,-2.9999989435144254,0,0,0,0.7745966692414834,-2.598060975426111,2.037621039635e-16,-0.4019379680883146,0,0.0,0.0,0,-3.0000083287887747,-2.982675313949585,0.0173330148391896,2,2,2,0,-3.0009737401664576,0,0.7745966692414834,-0.4029127647403467,0,0.0,0,0,0.0,0.0,2,1.0986122886681098,64,26,2,0.0,1.0986122886681098,1.0986122886681098,0.0
92,3,2,True,2,-2.9999989435144254,0,0,0,0.948683298050514,-2.598060975426111,2.037621039635e-16,-0.4019379680883146,0,0.0,0.0,0,-3.0000093543684447,-3.1884191036224365,0.1884097492539918,8,8,8,2,-3.000108417400244,1,0.7378647873726218,-0.4020474419741329,0,0.0,0,0,0.0,0.0,9,2.302585092994046,67,29,1,0.0,2.1972245773362196,2.1972245773362196,0.0
93,3,3,True,2,-0.8731708821354508,3,3,0,0.948683298050514,-2.598060975426111,2.037621039635e-16,1.72489009329066,0,0.0,0.0,0,-2.927972873689717,-2.8966381549835205,0.0313347187061965,1072,1072,1072,3,-1.037539592033716,0,0.948683298050514,1.5605213833923948,0,0.0,0,0,0.0,0.0,1104,7.007600613951853,58,20,3,0.0,6.9782137426306985,6.9782137426306985,0.0
94,3,4,True,4,-0.8489407771823863,0,0,0,0.3999999999999999,-2.598060975426111,2.037621039635e-16,1.7491201982437246,0,0.0,0.0,0,-2.926895610760992,-2.810833692550659,0.1160619182103324,245,245,245,0,-1.0149552142548184,0,0.3999999999999999,1.5831057611712924,0,0.0,0,0,0.0,0.0,1076,6.981934677156389,57,19,3,0.0,5.5053315359323625,5.5053315359323625,0.0
95,3,5,True,4,-0.7691102547472961,3,3,0,0.316227766016838,-2.598060975426111,2.037621039635e-16,1.8289507206788147,0,0.0,0.0,0,-2.989491752980121,-2.719310760498047,0.2701809924820746,278,278,278,3,-0.9464478494480342,0,0.316227766016838,1.6516131259780766,0,0.0,0,0,0.0,0.0,922,6.827629234502852,54,16,2,0.0,5.631211781821365,5.631211781821365,0.0
96,3,6,True,3,-0.7436275706302399,1,3,1,0.7999999999999999,-2.598060975426111,2.037621039635e-16,1.8544334047958708,1,1.8544334047958708,0.6368700372304632,1,-2.989004146896701,-2.684727907180786,0.3042762397159144,335,110,110,1,-0.9233909612482628,1,0.7999999999999999,1.674670014177848,1,1.674670014177848,1,1,1.674670014177848,0.5641493909888511,446,6.102558594613569,53,15,3,-1.1075809586508703,4.709530201312334,4.709530201312334,-0.5301277041435242
97,3,7,True,4,-0.7669540198931325,2,3,1,-0.316227766016838,-2.598060975426111,2.037621039635e-16,1.8311069555329784,1,1.8311069555329784,0.6288590099419701,1,-2.9907839140177392,-2.6285934448242188,0.3621904691935205,120,213,120,2,-0.9464010536556452,1,-0.316227766016838,1.6516599217704655,1,1.6516599217704655,1,1,1.6516599217704655,0.5563979357718095,340,5.831882477283517,54,14,2,0.5701854694251098,5.365976015021851,4.795790545596741,0.29668766260147095
98,3,8,True,3,-0.7894262648010982,2,3,1,0.1999999999999999,-2.598060975426111,2.037621039635e-16,1.808634710625013,1,1.808634710625013,0.6211413429639189,1,-2.9916143804541897,-2.6688790321350098,0.3227353483191799,34,1412,34,1,-0.9680375247108636,1,0.3999999999999999,1.6300234507152471,1,1.6300234507152471,1,1,1.6300234507152471,0.549109215089161,7344,8.901775088607979,55,13,3,3.698122321195114,7.253470382684528,3.5553480614894135,0.18487611040472984
99,3,9,True,4,-0.8143015218582121,2,3,1,0.0,-2.598060975426111,2.037621039635e-16,1.783759453567899,1,1.783759453567899,0.6125984069668048,1,-2.9920433201411827,-2.5803112983703613,0.4117320217708213,1401,26,26,2,-0.991181007386509,1,-0.3999999999999999,1.6068799680396018,1,1.6068799680396018,1,1,1.6068799680396018,0.5413128244293353,2495,7.822444729489319,56,12,3,-3.9498182015902064,3.295836866004329,3.295836866004329,-0.5429884884506464
100,3,10,True,3,-0.8374142648560193,2,3,1,0.3999999999999999,-2.598060975426111,2.037621039635e-16,1.7606467105700916,1,1.7606467105700916,0.6046607730483023,1,-2.9923658268538675,-2.472669839859009,0.5196959869948587,77,19,19,2,-1.0135572043717318,1,0.3999999999999999,1.584503771054379,1,1.584503771054379,1,1,1.584503771054379,0.5337749108135252,98,4.59511985013459,57,11,2,-1.3609765531356008,2.995732273553991,2.995732273553991,-0.549592450261116
101,3,11,True,2,-0.8657461715136143,2,3,1,0.1054092553389459,-2.598060975426111,2.037621039635e-16,1.7323148039124965,1,1.7323148039124965,0.5949307162011983,1,-2.993064052165946,-2.438234567642212,0.5548294845237343,22,0,0,2,-1.0388733430761732,1,0.1054092553389459,1.5591876323499376,1,1.5591876323499376,1,1,1.5591876323499376,0.5252466132316811,34,3.5553480614894135,58,10,3,-3.1354942159291497,0.0,0.0,-0.6412281645461917
102,3,12,True,2,-0.8870887091279259,2,2,0,0.948683298050514,-2.598060975426111,2.037621039635e-16,1.7109722662981848,0,0.0,0.0,0,-2.9929862174441544,-2.4402003288269043,0.5527858886172501,3,3,3,2,-1.0946390673697604,0,0.948683298050514,1.5034219080563505,0,0.0,0,0,0.0,0.0,11,2.4849066497880004,57,9,2,0.0,1.3862943611198906,1.3862943611198906,0.0
107,3,17,True,3,-1.155553900612046,1,1,0,1.0,-1.1497114952233152,0.0054711935023109,-0.0058424053887309,0,0.0,0.0,0,-1.4083916108630272,-1.424831748008728,0.0164401371457008,719,719,719,1,-1.1554461474233246,0,1.0,-0.0057346522000094,0,0.0,0,0,0.0,0.0,1156,7.053585727193677,46,8,2,0.0,6.579251212010101,6.579251212010101,0.0
