epoch,overall,covered,held_out,weighted_success_rate,weights
110,"{'mean_return': -2.774680000000002, 'std_return': 2.8241712585464804, 'stderr_return': 0.1263007782842213, 'mean_discounted_return': -2.774680000000002, 'success_rate': 0.502, 'success_rate_stderr': 0.02236050088884415, 'mean_length': 106.556, 'n_episodes': 500}","{'mean_return': -1.7814800000000013, 'std_return': 2.663601210692023, 'stderr_return': 0.11911986744116204, 'mean_discounted_return': -1.7814800000000013, 'success_rate': 0.598, 'success_rate_stderr': 0.021926969694875762, 'mean_length': 75.452, 'n_episodes': 500}","{'mean_return': -4.905900000000003, 'std_return': 1.8047669627960314, 'stderr_return': 0.0807116322471552, 'mean_discounted_return': -4.905900000000003, 'success_rate': 0.318, 'success_rate_stderr': 0.020826713614970557, 'mean_length': 174.448, 'n_episodes': 500}",0.43400000000000005,"(0.25, 0.25, 0.5)"
115,"{'mean_return': -2.5904200000000017, 'std_return': 2.8049126231667203, 'stderr_return': 0.12543950592696076, 'mean_discounted_return': -2.5904200000000017, 'success_rate': 0.532, 'success_rate_stderr': 0.022314838112789434, 'mean_length': 101.444, 'n_episodes': 500}","{'mean_return': -1.4421400000000013, 'std_return': 2.528719996440889, 'stderr_return': 0.11308779616209708, 'mean_discounted_return': -1.4421400000000013, 'success_rate': 0.638, 'success_rate_stderr': 0.021492138097453217, 'mean_length': 65.514, 'n_episodes': 500}","{'mean_return': -4.863940000000002, 'std_return': 1.8226986246771606, 'stderr_return': 0.08151356054547013, 'mean_discounted_return': -4.863940000000002, 'success_rate': 0.332, 'success_rate_stderr': 0.02106067425321421, 'mean_length': 173.53, 'n_episodes': 500}",0.4585,"(0.25, 0.25, 0.5)"
120,"{'mean_return': -2.6307000000000023, 'std_return': 2.8232997910246818, 'stderr_return': 0.1262618050718428, 'mean_discounted_return': -2.6307000000000023, 'success_rate': 0.532, 'success_rate_stderr': 0.022314838112789434, 'mean_length': 103.11, 'n_episodes': 500}","{'mean_return': -1.4304400000000015, 'std_return': 2.5264349994409137, 'stderr_return': 0.11298560798969051, 'mean_discounted_return': -1.4304400000000015, 'success_rate': 0.638, 'success_rate_stderr': 0.021492138097453217, 'mean_length': 65.124, 'n_episodes': 500}","{'mean_return': -4.863940000000002, 'std_return': 1.8226986246771606, 'stderr_return': 0.08151356054547013, 'mean_discounted_return': -4.863940000000002, 'success_rate': 0.332, 'success_rate_stderr': 0.02106067425321421, 'mean_length': 173.53, 'n_episodes': 500}",0.4585,"(0.25, 0.25, 0.5)"
125,"{'mean_return': -2.327900000000002, 'std_return': 2.837415406668543, 'stderr_return': 0.12689307459432142, 'mean_discounted_return': -2.327900000000002, 'success_rate': 0.552, 'success_rate_stderr': 0.02223942445298439, 'mean_length': 93.38, 'n_episodes': 500}","{'mean_return': -1.4304400000000015, 'std_return': 2.5264349994409137, 'stderr_return': 0.11298560798969051, 'mean_discounted_return': -1.4304400000000015, 'success_rate': 0.638, 'success_rate_stderr': 0.021492138097453217, 'mean_length': 65.124, 'n_episodes': 500}","{'mean_return': -4.281140000000003, 'std_return': 2.486647964710729, 'stderr_return': 0.11120627770409376, 'mean_discounted_return': -4.281140000000003, 'success_rate': 0.37, 'success_rate_stderr': 0.021591665058535898, 'mean_length': 155.408, 'n_episodes': 500}",0.4825,"(0.25, 0.25, 0.5)"
130,"{'mean_return': -2.584000000000002, 'std_return': 2.8055875676941566, 'stderr_return': 0.12546969036384853, 'mean_discounted_return': -2.584000000000002, 'success_rate': 0.532, 'success_rate_stderr': 0.022314838112789434, 'mean_length': 101.23, 'n_episodes': 500}","{'mean_return': -1.4306800000000017, 'std_return': 2.5262717861702866, 'stderr_return': 0.11297830887033147, 'mean_discounted_return': -1.4306800000000017, 'success_rate': 0.638, 'success_rate_stderr': 0.021492138097453217, 'mean_length': 65.132, 'n_episodes': 500}","{'mean_return': -4.863940000000002, 'std_return': 1.8226986246771606, 'stderr_return': 0.08151356054547013, 'mean_discounted_return': -4.863940000000002, 'success_rate': 0.332, 'success_rate_stderr': 0.02106067425321421, 'mean_length': 173.53, 'n_episodes': 500}",0.4585,"(0.25, 0.25, 0.5)"
135,"{'mean_return': -2.327900000000002, 'std_return': 2.837415406668543, 'stderr_return': 0.12689307459432142, 'mean_discounted_return': -2.327900000000002, 'success_rate': 0.552, 'success_rate_stderr': 0.02223942445298439, 'mean_length': 93.38, 'n_episodes': 500}","{'mean_return': -1.4304400000000015, 'std_return': 2.5264349994409137, 'stderr_return': 0.11298560798969051, 'mean_discounted_return': -1.4304400000000015, 'success_rate': 0.638, 'success_rate_stderr': 0.021492138097453217, 'mean_length': 65.124, 'n_episodes': 500}","{'mean_return': -4.281140000000003, 'std_return': 2.486647964710729, 'stderr_return': 0.11120627770409376, 'mean_discounted_return': -4.281140000000003, 'success_rate': 0.37, 'success_rate_stderr': 0.021591665058535898, 'mean_length': 155.408, 'n_episodes': 500}",0.4825,"(0.25, 0.25, 0.5)"
140,"{'mean_return': -2.6657200000000016, 'std_return': 2.7214692505336178, 'stderr_return': 0.1217078048573715, 'mean_discounted_return': -2.6657200000000016, 'success_rate': 0.538, 'success_rate_stderr': 0.022296008611408454, 'mean_length': 104.16, 'n_episodes': 500}","{'mean_return': -1.9498000000000013, 'std_return': 2.527848167908826, 'stderr_return': 0.11304880680484874, 'mean_discounted_return': -1.9498000000000013, 'success_rate': 0.608, 'success_rate_stderr': 0.021832819332372078, 'mean_length': 81.406, 'n_episodes': 500}","{'mean_return': -4.281140000000003, 'std_return': 2.486647964710729, 'stderr_return': 0.11120627770409376, 'mean_discounted_return': -4.281140000000003, 'success_rate': 0.37, 'success_rate_stderr': 0.021591665058535898, 'mean_length': 155.408, 'n_episodes': 500}",0.4715,"(0.25, 0.25, 0.5)"
145,"{'mean_return': -2.6657200000000016, 'std_return': 2.7214692505336178, 'stderr_return': 0.1217078048573715, 'mean_discounted_return': -2.6657200000000016, 'success_rate': 0.538, 'success_rate_stderr': 0.022296008611408454, 'mean_length': 104.16, 'n_episodes': 500}","{'mean_return': -1.9498000000000013, 'std_return': 2.527848167908826, 'stderr_return': 0.11304880680484874, 'mean_discounted_return': -1.9498000000000013, 'success_rate': 0.608, 'success_rate_stderr': 0.021832819332372078, 'mean_length': 81.406, 'n_episodes': 500}","{'mean_return': -4.281140000000003, 'std_return': 2.486647964710729, 'stderr_return': 0.11120627770409376, 'mean_discounted_return': -4.281140000000003, 'success_rate': 0.37, 'success_rate_stderr': 0.021591665058535898, 'mean_length': 155.408, 'n_episodes': 500}",0.4715,"(0.25, 0.25, 0.5)"
150,"{'mean_return': -2.586840000000002, 'std_return': 2.7719297275363983, 'stderr_return': 0.12396446599247714, 'mean_discounted_return': -2.586840000000002, 'success_rate': 0.536, 'success_rate_stderr': 0.022302645582979612, 'mean_length': 101.462, 'n_episodes': 500}","{'mean_return': -1.7938800000000013, 'std_return': 2.5324731283075854, 'stderr_return': 0.11325564132174615, 'mean_discounted_return': -1.7938800000000013, 'success_rate': 0.618, 'success_rate_stderr': 0.02172905888436036, 'mean_length': 76.552, 'n_episodes': 500}","{'mean_return': -4.281140000000003, 'std_return': 2.486647964710729, 'stderr_return': 0.11120627770409376, 'mean_discounted_return': -4.281140000000003, 'success_rate': 0.37, 'success_rate_stderr': 0.021591665058535898, 'mean_length': 155.408, 'n_episodes': 500}",0.4735,"(0.25, 0.25, 0.5)"
155,"{'mean_return': -2.6657200000000016, 'std_return': 2.7214692505336178, 'stderr_return': 0.1217078048573715, 'mean_discounted_return': -2.6657200000000016, 'success_rate': 0.538, 'success_rate_stderr': 0.022296008611408454, 'mean_length': 104.16, 'n_episodes': 500}","{'mean_return': -1.9498000000000013, 'std_return': 2.527848167908826, 'stderr_return': 0.11304880680484874, 'mean_discounted_return': -1.9498000000000013, 'success_rate': 0.608, 'success_rate_stderr': 0.021832819332372078, 'mean_length': 81.406, 'n_episodes': 500}","{'mean_return': -4.281140000000003, 'std_return': 2.486647964710729, 'stderr_return': 0.11120627770409376, 'mean_discounted_return': -4.281140000000003, 'success_rate': 0.37, 'success_rate_stderr': 0.021591665058535898, 'mean_length': 155.408, 'n_episodes': 500}",0.4715,"(0.25, 0.25, 0.5)"
160,"{'mean_return': -2.6657200000000016, 'std_return': 2.7214692505336178, 'stderr_return': 0.1217078048573715, 'mean_discounted_return': -2.6657200000000016, 'success_rate': 0.538, 'success_rate_stderr': 0.022296008611408454, 'mean_length': 104.16, 'n_episodes': 500}","{'mean_return': -1.9476400000000011, 'std_return': 2.5278641637556416, 'stderr_return': 0.11304952216086549, 'mean_discounted_return': -1.9476400000000011, 'success_rate': 0.608, 'success_rate_stderr': 0.021832819332372078, 'mean_length': 81.334, 'n_episodes': 500}","{'mean_return': -4.281140000000003, 'std_return': 2.486647964710729, 'stderr_return': 0.11120627770409376, 'mean_discounted_return': -4.281140000000003, 'success_rate': 0.37, 'success_rate_stderr': 0.021591665058535898, 'mean_length': 155.408, 'n_episodes': 500}",0.4715,"(0.25, 0.25, 0.5)"
165,"{'mean_return': -2.7039400000000016, 'std_return': 2.7251309466519245, 'stderr_return': 0.12187156088604112, 'mean_discounted_return': -2.7039400000000016, 'success_rate': 0.532, 'success_rate_stderr': 0.022314838112789434, 'mean_length': 105.228, 'n_episodes': 500}","{'mean_return': -2.015560000000001, 'std_return': 2.5552299087166324, 'stderr_return': 0.11427335548061944, 'mean_discounted_return': -2.015560000000001, 'success_rate': 0.596, 'success_rate_stderr': 0.021944657664224338, 'mean_length': 83.186, 'n_episodes': 500}","{'mean_return': -4.305260000000004, 'std_return': 2.4838731313011966, 'stderr_return': 0.11108218338149473, 'mean_discounted_return': -4.305260000000004, 'success_rate': 0.364, 'success_rate_stderr': 0.02151762068631195, 'mean_length': 156.006, 'n_episodes': 500}",0.464,"(0.25, 0.25, 0.5)"
170,"{'mean_return': -2.6657200000000016, 'std_return': 2.7214692505336178, 'stderr_return': 0.1217078048573715, 'mean_discounted_return': -2.6657200000000016, 'success_rate': 0.538, 'success_rate_stderr': 0.022296008611408454, 'mean_length': 104.16, 'n_episodes': 500}","{'mean_return': -1.9476400000000011, 'std_return': 2.5278641637556416, 'stderr_return': 0.11304952216086549, 'mean_discounted_return': -1.9476400000000011, 'success_rate': 0.608, 'success_rate_stderr': 0.021832819332372078, 'mean_length': 81.334, 'n_episodes': 500}","{'mean_return': -4.281140000000003, 'std_return': 2.486647964710729, 'stderr_return': 0.11120627770409376, 'mean_discounted_return': -4.281140000000003, 'success_rate': 0.37, 'success_rate_stderr': 0.021591665058535898, 'mean_length': 155.408, 'n_episodes': 500}",0.4715,"(0.25, 0.25, 0.5)"
175,"{'mean_return': -2.727680000000002, 'std_return': 2.7278869143716373, 'stderr_return': 0.12199481150934258, 'mean_discounted_return': -2.727680000000002, 'success_rate': 0.528, 'success_rate_stderr': 0.022325590697672478, 'mean_length': 105.882, 'n_episodes': 500}","{'mean_return': -2.015560000000001, 'std_return': 2.5552299087166324, 'stderr_return': 0.11427335548061944, 'mean_discounted_return': -2.015560000000001, 'success_rate': 0.596, 'success_rate_stderr': 0.021944657664224338, 'mean_length': 83.186, 'n_episodes': 500}","{'mean_return': -4.305260000000004, 'std_return': 2.4838731313011966, 'stderr_return': 0.11108218338149473, 'mean_discounted_return': -4.305260000000004, 'success_rate': 0.364, 'success_rate_stderr': 0.02151762068631195, 'mean_length': 156.006, 'n_episodes': 500}",0.463,"(0.25, 0.25, 0.5)"
180,"{'mean_return': -2.727680000000002, 'std_return': 2.7278869143716373, 'stderr_return': 0.12199481150934258, 'mean_discounted_return': -2.727680000000002, 'success_rate': 0.528, 'success_rate_stderr': 0.022325590697672478, 'mean_length': 105.882, 'n_episodes': 500}","{'mean_return': -2.015560000000001, 'std_return': 2.5552299087166324, 'stderr_return': 0.11427335548061944, 'mean_discounted_return': -2.015560000000001, 'success_rate': 0.596, 'success_rate_stderr': 0.021944657664224338, 'mean_length': 83.186, 'n_episodes': 500}","{'mean_return': -4.305260000000004, 'std_return': 2.4838731313011966, 'stderr_return': 0.11108218338149473, 'mean_discounted_return': -4.305260000000004, 'success_rate': 0.364, 'success_rate_stderr': 0.02151762068631195, 'mean_length': 156.006, 'n_episodes': 500}",0.463,"(0.25, 0.25, 0.5)"
185,"{'mean_return': -2.6657200000000016, 'std_return': 2.7214692505336178, 'stderr_return': 0.1217078048573715, 'mean_discounted_return': -2.6657200000000016, 'success_rate': 0.538, 'success_rate_stderr': 0.022296008611408454, 'mean_length': 104.16, 'n_episodes': 500}","{'mean_return': -1.9476400000000011, 'std_return': 2.5278641637556416, 'stderr_return': 0.11304952216086549, 'mean_discounted_return': -1.9476400000000011, 'success_rate': 0.608, 'success_rate_stderr': 0.021832819332372078, 'mean_length': 81.334, 'n_episodes': 500}","{'mean_return': -4.281140000000003, 'std_return': 2.486647964710729, 'stderr_return': 0.11120627770409376, 'mean_discounted_return': -4.281140000000003, 'success_rate': 0.37, 'success_rate_stderr': 0.021591665058535898, 'mean_length': 155.408, 'n_episodes': 500}",0.4715,"(0.25, 0.25, 0.5)"
190,"{'mean_return': -2.8152400000000015, 'std_return': 2.7117429344242816, 'stderr_return': 0.12127283077754895, 'mean_discounted_return': -2.8152400000000015, 'success_rate': 0.52, 'success_rate_stderr': 0.022342784070030305, 'mean_length': 108.526, 'n_episodes': 500}","{'mean_return': -2.2899800000000012, 'std_return': 2.5908629063692294, 'stderr_return': 0.1158669115804854, 'mean_discounted_return': -2.2899800000000012, 'success_rate': 0.568, 'success_rate_stderr': 0.022152923057691506, 'mean_length': 91.372, 'n_episodes': 500}","{'mean_return': -4.344120000000004, 'std_return': 2.4779646941794815, 'stderr_return': 0.11081795004059596, 'mean_discounted_return': -4.344120000000004, 'success_rate': 0.354, 'success_rate_stderr': 0.021386163751360363, 'mean_length': 156.958, 'n_episodes': 500}",0.449,"(0.25, 0.25, 0.5)"
195,"{'mean_return': -2.7039400000000016, 'std_return': 2.7251309466519245, 'stderr_return': 0.12187156088604112, 'mean_discounted_return': -2.7039400000000016, 'success_rate': 0.532, 'success_rate_stderr': 0.022314838112789434, 'mean_length': 105.228, 'n_episodes': 500}","{'mean_return': -2.015560000000001, 'std_return': 2.5552299087166324, 'stderr_return': 0.11427335548061944, 'mean_discounted_return': -2.015560000000001, 'success_rate': 0.596, 'success_rate_stderr': 0.021944657664224338, 'mean_length': 83.186, 'n_episodes': 500}","{'mean_return': -4.305260000000004, 'std_return': 2.4838731313011966, 'stderr_return': 0.11108218338149473, 'mean_discounted_return': -4.305260000000004, 'success_rate': 0.364, 'success_rate_stderr': 0.02151762068631195, 'mean_length': 156.006, 'n_episodes': 500}",0.464,"(0.25, 0.25, 0.5)"
200,"{'mean_return': -2.624100000000002, 'std_return': 2.777360219705037, 'stderr_return': 0.12420732498528426, 'mean_discounted_return': -2.624100000000002, 'success_rate': 0.53, 'success_rate_stderr': 0.022320394261750844, 'mean_length': 102.498, 'n_episodes': 500}","{'mean_return': -1.8613800000000014, 'std_return': 2.564096545686221, 'stderr_return': 0.11466988354053569, 'mean_discounted_return': -1.8613800000000014, 'success_rate': 0.606, 'success_rate_stderr': 0.021852414054287, 'mean_length': 78.39, 'n_episodes': 500}","{'mean_return': -4.305260000000004, 'std_return': 2.4838731313011966, 'stderr_return': 0.11108218338149473, 'mean_discounted_return': -4.305260000000004, 'success_rate': 0.364, 'success_rate_stderr': 0.02151762068631195, 'mean_length': 156.006, 'n_episodes': 500}",0.466,"(0.25, 0.25, 0.5)"
205,"{'mean_return': -2.407840000000002, 'std_return': 2.858396846905624, 'stderr_return': 0.12783139312704067, 'mean_discounted_return': -2.407840000000002, 'success_rate': 0.538, 'success_rate_stderr': 0.022296008611408454, 'mean_length': 95.564, 'n_episodes': 500}","{'mean_return': -1.4983600000000015, 'std_return': 2.5675344029632803, 'stderr_return': 0.11482362919190464, 'mean_discounted_return': -1.4983600000000015, 'success_rate': 0.626, 'success_rate_stderr': 0.021639038795658184, 'mean_length': 66.976, 'n_episodes': 500}","{'mean_return': -4.370900000000003, 'std_return': 2.4893403523825364, 'stderr_return': 0.11132668494121263, 'mean_discounted_return': -4.370900000000003, 'success_rate': 0.34, 'success_rate_stderr': 0.021184900282984576, 'mean_length': 157.37, 'n_episodes': 500}",0.4610000000000001,"(0.25, 0.25, 0.5)"
210,"{'mean_return': -2.7039400000000016, 'std_return': 2.7251309466519245, 'stderr_return': 0.12187156088604112, 'mean_discounted_return': -2.7039400000000016, 'success_rate': 0.532, 'success_rate_stderr': 0.022314838112789434, 'mean_length': 105.228, 'n_episodes': 500}","{'mean_return': -2.015560000000001, 'std_return': 2.5552299087166324, 'stderr_return': 0.11427335548061944, 'mean_discounted_return': -2.015560000000001, 'success_rate': 0.596, 'success_rate_stderr': 0.021944657664224338, 'mean_length': 83.186, 'n_episodes': 500}","{'mean_return': -4.298620000000003, 'std_return': 2.4808304044412246, 'stderr_return': 0.11094610849957748, 'mean_discounted_return': -4.298620000000003, 'success_rate': 0.368, 'success_rate_stderr': 0.021567382780485908, 'mean_length': 155.922, 'n_episodes': 500}",0.466,"(0.25, 0.25, 0.5)"
215,"{'mean_return': -2.7039400000000016, 'std_return': 2.7251309466519245, 'stderr_return': 0.12187156088604112, 'mean_discounted_return': -2.7039400000000016, 'success_rate': 0.532, 'success_rate_stderr': 0.022314838112789434, 'mean_length': 105.228, 'n_episodes': 500}","{'mean_return': -2.015560000000001, 'std_return': 2.5552299087166324, 'stderr_return': 0.11427335548061944, 'mean_discounted_return': -2.015560000000001, 'success_rate': 0.596, 'success_rate_stderr': 0.021944657664224338, 'mean_length': 83.186, 'n_episodes': 500}","{'mean_return': -4.305260000000004, 'std_return': 2.4838731313011966, 'stderr_return': 0.11108218338149473, 'mean_discounted_return': -4.305260000000004, 'success_rate': 0.364, 'success_rate_stderr': 0.02151762068631195, 'mean_length': 156.006, 'n_episodes': 500}",0.464,"(0.25, 0.25, 0.5)"
220,"{'mean_return': -2.7039400000000016, 'std_return': 2.7251309466519245, 'stderr_return': 0.12187156088604112, 'mean_discounted_return': -2.7039400000000016, 'success_rate': 0.532, 'success_rate_stderr': 0.022314838112789434, 'mean_length': 105.228, 'n_episodes': 500}","{'mean_return': -2.015560000000001, 'std_return': 2.5552299087166324, 'stderr_return': 0.11427335548061944, 'mean_discounted_return': -2.015560000000001, 'success_rate': 0.596, 'success_rate_stderr': 0.021944657664224338, 'mean_length': 83.186, 'n_episodes': 500}","{'mean_return': -4.298620000000003, 'std_return': 2.4808304044412246, 'stderr_return': 0.11094610849957748, 'mean_discounted_return': -4.298620000000003, 'success_rate': 0.368, 'success_rate_stderr': 0.021567382780485908, 'mean_length': 155.922, 'n_episodes': 500}",0.466,"(0.25, 0.25, 0.5)"
225,"{'mean_return': -2.6894600000000017, 'std_return': 2.7245619663351412, 'stderr_return': 0.12184611531271738, 'mean_discounted_return': -2.6894600000000017, 'success_rate': 0.534, 'success_rate_stderr': 0.022308921982023246, 'mean_length': 104.814, 'n_episodes': 500}","{'mean_return': -1.9476400000000011, 'std_return': 2.5278641637556416, 'stderr_return': 0.11304952216086549, 'mean_discounted_return': -1.9476400000000011, 'success_rate': 0.608, 'success_rate_stderr': 0.021832819332372078, 'mean_length': 81.334, 'n_episodes': 500}","{'mean_return': -4.281140000000003, 'std_return': 2.486647964710729, 'stderr_return': 0.11120627770409376, 'mean_discounted_return': -4.281140000000003, 'success_rate': 0.37, 'success_rate_stderr': 0.021591665058535898, 'mean_length': 155.408, 'n_episodes': 500}",0.4705,"(0.25, 0.25, 0.5)"
230,"{'mean_return': -2.399760000000002, 'std_return': 2.8425182395896798, 'stderr_return': 0.12712128022011115, 'mean_discounted_return': -2.399760000000002, 'success_rate': 0.542, 'success_rate_stderr': 0.022281651644346295, 'mean_length': 95.432, 'n_episodes': 500}","{'mean_return': -1.5113200000000018, 'std_return': 2.559754960460085, 'stderr_return': 0.11447572194662073, 'mean_discounted_return': -1.5113200000000018, 'success_rate': 0.626, 'success_rate_stderr': 0.021639038795658184, 'mean_length': 67.408, 'n_episodes': 500}","{'mean_return': -4.298620000000003, 'std_return': 2.4808304044412246, 'stderr_return': 0.11094610849957748, 'mean_discounted_return': -4.298620000000003, 'success_rate': 0.368, 'success_rate_stderr': 0.021567382780485908, 'mean_length': 155.922, 'n_episodes': 500}",0.47600000000000003,"(0.25, 0.25, 0.5)"
