clip_eps,prefix,best,best_overall,mean,std,final,csv_path,best_checkpoint_epoch,status
0.35,h3_wide_clip_0_35,0.39649999999999996,0.448,0.34001639344262297,0.03379065048366618,0.31499999999999995,results\phase2\analysis\h3_wide\h3_wide_clip_0_35.csv,,ran
0.45,h3_wide_clip_0_45,0.42800000000000005,0.476,0.35195081967213104,0.05138350131754622,0.2675,results\phase2\analysis\h3_wide\h3_wide_clip_0_45.csv,,ran
0.5,h3_wide_clip_0_5,0.429,0.476,0.3404016393442623,0.05306574693027282,0.3,results\phase2\analysis\h3_wide\h3_wide_clip_0_5.csv,,ran
0.55,h3_wide_clip_0_55,0.396,0.448,0.28799180327868856,0.07751325111463624,0.1595,results\phase2\analysis\h3_wide\h3_wide_clip_0_55.csv,,ran
0.6,h3_wide_clip_0_6,0.429,0.462,0.33380327868852455,0.03044616542474665,0.336,results\phase2\analysis\h3_wide\h3_wide_clip_0_6.csv,,ran
