factor,raw_r,partial_r_controlling_coverage,partial_r_controlling_coverage_and_prior_pref
coverage,-0.03639201029173158,,
pi_beta_prob_gap,0.1810347171085908,0.1831249516241867,
goal_distance,0.04762162197797133,0.04919005376605049,0.047208752254257066
hazard_distance,-0.008590012863228276,-0.004157038848462144,0.003071507920740042
local_connectivity,-0.04464312371633056,-0.042414962060698905,-0.07086512000054251
action_sample_gap,0.052829389883932945,0.05767044334507238,-0.21194699375014017
log_n_best_config_action,-0.08810113589201742,-0.20043132203853664,-0.25661794322664794
log_pair_min_samples,-0.15538381793668457,-0.2744410279501922,-0.2092758733321562
